question,answer,question_type
Oruç ibadetinde dikkat edilmesi gereken hususlar nelerdir?,"Oruç ibadetinde, istenilen çerçevede yerine getirilmesi ve ruh ve manasının duyulup hissedilmesi için belirli hususlara dikkat edilmesi gerekir.  Metinde sahurla ilgili hususlar örnek olarak verilmiştir.",Listing
Peygamber Efendimiz (aleyhissalatu vesselâm) sahura kalkıp yemek yemekle ilgili ne buyurmuştur?,"Peygamber Efendimiz (aleyhissalatu vesselâm), bir lokma dahi olsa sahura kalkıp yemek yemeyi tavsiye etmiş, sahurda bereketin olduğunu ve sahura kalkanlara meleklerin duada bulunacağını bildirmiştir.  Bir yudum su içmek dahi olsa sahuru terk etmememizi tavsiye etmiştir çünkü sahura kalkanlara Allah rahmet eder ve melekler istiğfar eder.",Factual
Bu metinde sahur ve iftar vakitlerinin önemi nasıl açıklanıyor?,"Metin, sahurun geciktirilmesinin oruç süresini kısaltırken, çok geç sahur kalkmanın sabah namazını kaçırabilme riskini artırdığını belirtiyor. İftar için ise, hemen iftar etmenin sünnet olduğu, bu davranışın insanlara karşı şefkat ve merhamet göstergesi olduğu ve Allah'ın davetine icabetin bir göstergesi olduğu belirtiliyor.",Conceptual
Peygamber Efendimizin (aleyhissalatu vesselâm) sahur ve iftarla ilgili sözleri nelerdir ve bunlar ne anlatıyor?,"Peygamber Efendimiz (aleyhissalatu vesselâm) sahurun tehir edilmesi ve iftarda acele edilmesiyle ilgili hadisleri metinde yer alıyor.  ""İftarı acele yapıp, sahuru te'hir ettikleri müddetçe ümmetim hayır üzerindedir."" hadisi, iftarda acele etmenin ve sahuru geciktirmenin önemini vurguluyor.  ""İnsanlar iftarı acele yapmaya devam ettikleri sürece, hayır üzerindedirler."" hadisi de aynı konuyu tekrarlıyor.",Factual
İftar duasının kabul olmamasının sebebi nedir?,"Metinde iftar duasının kabul olmasının sebebi, oruçlunun Allah'a yalvarması ve Peygamberimizin üç duanın reddolunmadığını söylemesidir. Bu üç duadan biri de oruçlunun iftar vaktindeki duasıdır.",Causal
Oruçlu bir insan gözünü ve dilini nasıl korumalıdır?,"Oruçlu, gözünü haram şeylerden ve kalbini meşgul edecek şeylerden korumalı, dilini ise yalan, gıybet, haram konuşmalardan ve kavga gürültüden korumalıdır. Bunun yerine Kur'an okuma, zikir yapma ve tefekkür edici eserler okuma tavsiye edilmektedir.",Procedural
Oruçlu bir kimsenin kötü sözlerden ve davranışlardan kaçınmasının önemi nedir?,"Oruçlu bir kimse, kötü konuşmamalı ve cahilce davranmamalıdır. Eğer biri ona söverse veya sataşırsa, 'Ben oruçluyum' demelidir. Aksi takdirde, dedikodu yapıp diline hakim olmayan oruçlu kişi, oruçtan elde edilecek mükâfattan mahrum kalır ve sadece susuzluk ve açlıkla kalır.  Peygamberimizin hadisleri de bunu destekler; yalan konuşmayı ve yalanla amel etmeyi terk etmeyen kimsenin, yemesini içmesini terk etmesine Allah'ın ihtiyacı yoktur.",Conceptual
İslâm büyüklerinin orucu nasıl sınıflandırdığını ve her sınıfın neyi kapsadığını açıklayın.,"İslâm büyükleri orucu üç mertebeye ayırmıştır: 1- Avamın orucu: Mide ve tenasül uzvunu şehvetlerden (yemek, içmek ve cinsel ilişkiden) korumayı kapsar.",Factual
2- Havassın orucu ve 3- Ahassü'l-havassın orucu arasındaki temel fark nedir?,"2- Havassın orucu, bedenin azalarını günahlardan korumakla ilgilidir. 3- Ahassü'l-havassın orucu ise, kalbi dünyevî düşüncelerden arındırıp Allah'a yöneltmekle ilgilidir.  İlk oruç bedensel, ikincisi ise ruhsal bir arınmayı hedefler.",Analytical
Peygamber Efendimizin (aleyhissalatu vesselâm) Kur'an ile olan ilişkisi nasıldı ve bu ilişkinin Ramazan ayı ile özel bir ilgisi var mıydı?,"Peygamber Efendimiz (aleyhissalatu vesselâm) hayatını insanların dikkatini Kur'an'a çekmeye adamıştır.  Ramazan'da Kur'an'a daha fazla önem vermiş, sık sık okumuş ve tefekkür etmiştir.  Her Ramazan gecesi Cibril ile birlikte Kur'an'ı mukabele etmiştir.  Bu, O'nun Kur'an'a olan derin bağlılığını ve Ramazan ayının Kur'an'ın indirildiği ay olması sebebiyle özel bir önemini gösterir.",Contextual
