question,answer,question_type
Namazda farzların terk edilmesi durumunda ne yapılmalıdır?,"Namazda bir farzın kasden veya unutularak terk edilmesi, o namazın yeniden kılınmasını gerektirir. Sehiv secdeleri yeterli değildir.",Procedural
Vaciplerin sehven terk edilmesi durumunda sehiv secdesi gerekli midir?,"Evet, bir vacibin sehven terk edilmesi veya geciktirilmesi sehiv secdelerini gerektirir. Bu şekilde o noksanlık düzeltilmiş olur.",Factual
Namazda kıraatı unutup rükûa gidip daha sonra hatırlanması durumunda namazın geçerliliği nasıl etkilenir?,"Namazda kıraatı unutup rükûa gidilir ve daha sonra hatırlanırsa, önceki rükû geçerli olmaz. Kıraat yapıldıktan sonra yeni bir rükû yapılır. Eğer kıraat ve sonrasında rükû yapılmadan namaz devam ederse namaz bozulmuş olur çünkü bu rekatta rükünlerin sırası önemlidir.",Factual
"Bir rekattaki iki secdeden biri yanlışlıkla atlanıp daha sonra hatırlanırsa, namazın tekrar kılınması gerekir mi?  Açıklayınız.","Hayır, namazın tekrar kılınması gerekmez. Hatırlandığında hemen o secde kaza edilir. Eğer son oturuşta hatırlanırsa, secde yapılır, son oturuş tekrar edilir ve sehiv secdeleri yapılır. Bu durumda son rekatta beş secde ve üç oturuş olur.  Tekrarlanan bir rüknün kısmen sonraya bırakılması farzı terk sayılmaz, bu yüzden namazı iade ettirmez.",Factual
"Bir imam sabah namazında Fatiha suresini unutursa ve gizlice okursa, daha sonra hatırladığında ne yapmalıdır?","İmam, ekleyeceği süreyi açıktan okumalı, Fatiha'yı tekrar okumamalıdır.",Procedural
"Tek başına namaz kılan bir kimse, gizlice okunması gereken bir namazda kasıtlı olarak açıktan okursa ne olur?",Günah işlemiş olur.,Causal
Sabah namazında oturuştan sonra üçüncü rekata kalkılması durumunda nasıl bir hüküm söz konusudur?,"Sabah namazında oturuştan sonra üçüncü rekata kalkılması, akşam namazında ikinci oturuştan sonra dördüncü rekata kalkılması ile aynı hükümdedir.  Metinde bu durumun ayrıntılı açıklaması bulunmamaktadır, ancak akşam namazı örneğiyle benzer şekilde ele alınabileceği anlaşılmaktadır.",Contextual
"Farz namazlarda, ikinci oturuş yapılmadan beşinci rekata kalkılırsa ne yapılmalıdır?","Farz namazlarda ikinci oturuş yapılmadan beşinci rekata kalkılırsa, henüz beşinci rekat için secde edilmedikçe oturuşa dönülmelidir.  Secde yapılmışsa, namaz nafileye dönmüş olur ve bir rekat daha eklenerek altı rekatlı nafile namaz kılınır.",Procedural
Bir kişi sabah namazında kaç rekat kıldığından şüphe ederse ne yapmalıdır?,"Eğer bu şüphe ömründe ilk kez oluyorsa namazı yeniden kılar. Ancak birkaç defa olmuşsa araştırır ve kanaatine göre hüküm verir. Araştırmada kalbin şahidliği yeterlidir. Mesela, bir rekat kılmış olduğuna kalben hüküm verirse ihtiyaten bir rekat daha ilave eder ve sehiv secdesi yapar. İki rekat kılmış olduğuna hüküm verirse oturur, teşehhüdden ve selamdan sonra sehiv secdesi yapar. Hiçbirine karar veremiyorsa az olanı esas alır (bir rekat daha kılar, şüphelendiği rekatın sonunda oturur, sonra kalkıp bir rekat daha kılar) ve namazın sonunda sehiv secdesi yapar.",Procedural
Dört rekatlı bir namazda rekat sayısını şüphe ederse kişi nasıl hareket etmelidir?,"Kişi kendisini bir rekat kılmış sayar ve her rekatın sonunda ihtiyaten bir kere teşehhüd miktarı oturur (dört defa oturma). Çünkü birinci sayılan rekatın ikinci, üçüncü sayılan rekatın dördüncü rekat olması ihtimali vardır.",Procedural
