question,answer,question_type
"Hadis-i şeriflere göre, Allah katında makbul bir oruç için nelere dikkat edilmelidir?","Hadis-i şeriflerde, Allah katında makbul bir oruç için mide gibi diğer organlara da oruç tutturulması gerektiği, yani günahlardan ve Allah'ın yasakladığı şeylerden uzak durulması gerektiği vurgulanmaktadır. İbn-i Hacer'e göre ise tam ve kâmil oruç, bütün günahlardan ve Allah'ın yasakladığı şeylerden uzak durmaktır.",Factual
Sahur ve iftarda aşırı yemek yemenin olumsuz sonuçları nelerdir ve neden edebe aykırıdır?,"Sahur ve iftarda aşırı yemek yemek, sindirim sistemini zorlar ve beden sağlığı açısından zararlıdır. Orucun amacı beden ve ruha dinlenme fırsatı vermek olduğundan, aşırı yemek yemek bu amaca aykırıdır ve edebe de uygun değildir.  Mal kaçırır gibi yemek yemek yerine, az ve öz yiyerek oruçlu olmanın hikmet ve gayesine uygun hareket edilmelidir.",Conceptual
Hangi durumlarda oruç tutmama mubah kılınır?,"İslâm dininde, yolculuk, hastalık, gebelik veya emzirme, yaşlılık ve aşırı açlık/susuzluk durumlarında oruç tutmama ruhsat verilmiştir. Bu durumlarda oruç tutmayan kişiler, daha sonra kaza etmelidirler.",Factual
Yaşlılık durumunda oruç tutmama ruhsatı nasıl uygulanır?,"Oruç tutamayacak kadar yaşlı olan kimseler, tutamadıkları her gün için bir fakir doyurarak bu ibadetten muaf tutulurlar.",Procedural
"Hangi konu, Zekât'ın tarihçesini ele almaktadır?","Metnin 1. bölümü olan ""Zekâtın Tarihçesi"", Zekât'ın tarihçesini ele almaktadır.",Factual
Zekât'ın toplanıp dağıtılmasıyla ilgili süreç nasıl işler ve bu sürecin İslam toplumuna faydaları nelerdir?,"Metnin 7. bölümü (""Zekâtın Toplanıp Dağıtılması"") bu süreci açıklamaktadır.  Metin ayrıca, 6. bölümde (""Zekâtın Faydaları"")  Zekât'ın İslam toplumuna olan faydalarını detaylı olarak ele almaktadır. Bu faydalar, ekonomik dengeyi sağlamaktan sosyal adalete kadar geniş bir yelpazede incelenebilir.",Procedural
Zekât uygulamasının sadece İslâm dinine özgü olmadığını gösteren tarihsel kanıtlar nelerdir?,"Metinde, Yahudilik ve Hıristiyanlık gibi semavi dinlerde de zekâta benzer uygulamaların (fakirin korunması, cömertlik ve sadaka verme) Tevrat ve İncil'de yer aldığı, hatta toprak mahsullerinden alınacak miktarın 'ondalık' olarak nitelendirilmesi ve İslâm'daki 'öşür' uygulamasıyla örtüştüğü belirtilmektedir.  Bu, zekâtın tarih boyunca devam eden temel bir uygulama olduğunu gösterir.",Factual
Kur'an'ın zekât konusunda nasıl bir rolü vardır ve bu rolü metinde nasıl açıklanmaktadır?,"Kur'an, Hz. İshak, Ya'kub, İsmail, Şuayb gibi peygamberlere namaz yanında zekâtı da emrettiğini anlatmaktadır. Ayrıca, İsrailoğullarından da benzeri sözler aldığını ve beşikteki İsa'nın (a.s.) 'Sağ olduğum müddetçe bana namaz kılmayı, zekât vermeyi emretti' sözlerine yer vererek zekâtın varlığını farklı peygamberler ve topluluklar bağlamında tescil etmektedir.",Contextual
Mekke döneminde zekât ile ilgili ayetlerde zekât kelimesi nasıl kullanılmıştır ve bunun amacı neydi?,"Mekke döneminde inen ayetlerde zekât kelimesi, ibadet olarak zekât yerine 'temizlemek' gibi diğer anlamlarda kullanılmıştır. Bunun amacı, mükellef tutulmadan önce insanları zihnen konuya hazırlamaktı.",Factual
Zekât'ın farz kılınma süreci hakkında neler söyleyebilirsiniz?  Mekke ve Medine dönemlerindeki uygulamalar arasındaki farklar nelerdir?,"İslâm'ın Mekke yıllarında ibadet mükellefiyetleri yerine genelde imana yönelik emir ve tavsiyeler vardı. Zekât, Medine döneminde farz kılındı. Ancak Mekke'de zekât tamamen yok sayılmadı;  tedrici bir yaklaşımla, ayetlerde zekât kelimesi farklı anlamlarda kullanılarak ve önceki ümmetlerin zekât uygulamalarına vurgu yapılarak zihinler hazırlandı.  Medine döneminde ise namazla birlikte farz kılındı ve Kur'an'da birçok ayetle kesinlik kazandı.",Contextual
