question,answer,question_type
Peygamber Efendimizin hayatında gösterdiği mütevazı tavrın örneklerini açıklayınız.,"Peygamber Efendimiz, manevi bir mevkide olmasına rağmen, çocuklarla sohbet edebilecek kadar mütevazıydı.  Zenginlik ve makam tekliflerini reddederek sade bir hayat yaşadı ve ailesini de bu sadelikten uzak tuttu. Kızı Fatıma'ya bile kolye takma izni vermemesi bu mütevazılığını gösterir.",Factual
"Peygamber Efendimizin zenginlik ve makama karşı tavrı, peygamberliğinin doğruluğunu nasıl destekler?","Peygamber Efendimiz, Mekke döneminde defalarca yapılan dünyalık vaatleri reddetti ve ailesini de bu dünyalık şeylerden uzak tuttu. Medine dönemindeki zafer ve zenginliklerden sonra da değişmedi. Bu tutarlılık, peygamberliğinin samimiyetine ve doğruluğuna güçlü bir delildir. Eğer samimiyetsiz olsaydı, düşmanları bu durumu değerlendirip ona karşı gelebilirlerdi.",Analytical
Metinde Peygamber Efendimizin beşeriyete olan katkısı nasıl özetleniyor?,"Metin, Peygamber Efendimizi, insanı en iyi anlayan, yetiştiren ve yetiştirdiği kişileri medeniyetlere yol gösterici kılan eşsiz bir şahsiyet olarak tanımlıyor.  Hayatını kucaklayan evrensel bir nizamı kısa sürede yerleştirmesini, hiçbir eğitim görmemesine rağmen her alanda uzman gibi konuşmasını ve güçsüzlerin ezildiği bir ortamda insanlığa rehberler yetiştirmesini, peygamberliğinin delili olarak gösteriyor.",Summarizing
"Metinde, Peygamber Efendimizin eğitimsiz olmasına rağmen her konuda uzman gibi konuşmasının nasıl açıklandığına dair bir soru sorunuz ve cevaplayınız.","Metin, okuma yazma bilmeyen, askeri veya pedagojik eğitim almamış, teleskop ve mikroskopla tanışık olmayan Peygamber Efendimizin her alanda uzman gibi konuşmasını, peygamberliğinin bir delili olarak sunuyor ve başka türlü açıklanamayacağını vurguluyor.",Analytical
Metinde Peygamber Efendimizin (aleyhi ekmelüttehaya)  hangi özelliği vurgulanmaktadır ve bu özellik nasıl örneklendirilmektedir?,"Metin, Peygamber Efendimizin (aleyhi ekmelüttehaya)  ikna kabiliyetini ve zorlamaya başvurmadan insanları etkileme yeteneğini vurgular.  Bu özellik,  inatçı ve geleneklerine bağlı kabileleri kısa sürede etkileyerek âdet ve alışkanlıklarını değiştirmeyi ve yerine insanı insan yapan hasletleri yerleştirmeyi başarmasıyla örneklendirilir.",Analytical
Peygamber Efendimizin (aleyhi ekmelüttehaya)  korkutma ve zorlama yerine sevdirmeye dayalı ikna yolunu tercih etmesinin sonucu ne olmuştur ve bu durumun önemi nedir?,"Peygamber Efendimizin (aleyhi ekmelüttehaya)  korkutma ve zorlama yerine sevdirmeye dayalı ikna yolunu tercih etmesinin sonucu, getirdiği dinin asırları aşarak bugüne kadar ulaşması olmuştur. Bu durumun önemi, şiddet ve zorlamaya başvurulmadan da kalplerin kazanılabileceğini ve dinin yayılabileceğini göstermesidir.",Causal
Bu metnin ana fikri nedir?,"Bu metin, Peygamber Muhammed'in gaybı bilme yeteneğini ve bu yeteneğinin Kur'an'da ve hadislerde yer alan örneklerle nasıl tezahür ettiğini ele almaktadır.  Geçmiş ve geleceğe dair haberlerinin doğruluğu ve bunların peygamberliğinin delili olduğu vurgulanmaktadır.",Summarizing
Metinde bahsedilen Bedir Savaşı ile ilgili Peygamberimizin gayb haberi örneğini açıklayınız.,"Metne göre, Bedir Savaşı öncesinde Peygamber Efendimiz, Ebu Cehil, Utbe, Şeybe ve Velid gibi müşrik önderlerinin savaşta öleceklerini ve nerede öleceklerini haber vermiştir. Bu haber aynen gerçekleşmiştir.",Factual
Peygamber Efendimizin uzak istikbale dair verdiği haberlerin bu çalışmanın hacmini aşması neden kaynaklanmaktadır?,Peygamber Efendimizin uzak istikbale dair verdiği haberler yorum isteyen haberler olduğu için bu çalışmanın hacmini aşmaktadır.,Causal
Metinde Hz. Muhammed'in (sav) ümmî oluşunun önemi nasıl vurgulanmaktadır?,"Metin, asırlar önce gerçekleşmiş ve gerçekleşecek olayları doğru ve mükemmel bir üslupla anlatan ümmî bir zatın (Hz. Muhammed) karşısında saygı ve teslimiyetten başka bir yol olmadığını vurgulamaktadır.  Ümmî oluşu, eğitim görmemiş olmasına rağmen sahip olduğu bilginin ilahi bir kaynak olduğunu ima etmektedir.",Conceptual
