question,answer,question_type
Secde kelimesinin sözlük anlamı nedir ve namazda nasıl yerine getirilir?,"Secde sözlükte ""itaat, teslimiyet ve tevazu içinde eğilmek, yere kapanmak, yüzü yere sürmek"" anlamına gelir. Namazda, her rekatta belirli uzuvları yere veya yere bitişik bir yere koyarak iki defa yere kapanmak suretiyle yapılır. Peygamberimizin uygulamasına en uygun secde, yüz, eller, dizler ve ayak parmaklarının üzerinde olmak üzere yedi uzuv üzerinde yapılanıdır.",Factual
Müminin secde anında hissettikleri ve yaptığı dualar hakkında neler söyleyebilirsiniz?,"Mümin, rükudan sonra bir ferahlık hisseder ve şükran ifadesi olarak secdeye kapanır. Secde, kulun Rabbine en yakın olduğu andır ve bu nedenle çok dua edilir. Peygamberimiz'in yaptığı dualar örnek olarak verilir; bazen günahların bağışlanması için dua eder, bazen de Allah'ın büyüklüğünü ve kendisine olan inancını ifade eder. Secde, mümin için Rabb'iyle görüşme ve mülâkat için O'nun huzurunda olması gereken yeri temsil eder.",Conceptual
Ne kadar süre oturmak namazın rükünlerindendir?,Namazın sonunda bir süre (teşehhüt miktarı) oturup beklemek namazın rükünlerindendir.,Factual
"Tahiyyat duasında anlatılan miraç hadisesi, namazın son oturuşunda okunan teşehhüt ile nasıl ilişkilendirilir?","Tahiyyat duasında Resulü Ekrem'e yapılan miraç yolculuğu anlatılır.  Bu yolculuk, namazın son oturuşunda okunan teşehhüt ile ilişkilendirilir çünkü teşehhüt, Rabbin huzuruna çıkmanın zorluğunu ve Peygamber Efendimizin aracılığının önemini vurgulayarak,  miraç hadisesinin namazın kabulü ve ümmete hediye edilmesiyle olan bağlantısını gösterir.",Conceptual
Bu metinde anlatılan olay nerede ve nasıl gerçekleşmektedir?,"Metinde anlatılan olay, aklın almayacağı, mekânın var olup olmadığının idrak edilemeyeceği bir makamda cereyan etmektedir.  Olayın nasıl gerçekleştiği detaylı olarak açıklanmamaktadır, ancak meleklerin katılımıyla ve Cebrail'in şehadetini içeren bir senfonik atmosferde geçtiği anlaşılmaktadır.",Contextual
Cebrail'in (aleyhisselâm) söylediği sözler metnin genel anlamı açısından ne kadar önemlidir?,"Cebrail'in 'Şehadet ederim ki Allah'tan başka ilah yoktur, yine şehadet ederim ki Muhammed, Allah'ın Resulü'dür!' sözleri metnin en önemli noktasıdır. Bu sözler, Allah'ın mutlak mabud olduğunu ve Peygamber Muhammed'in de Allah'ın resulü olduğunu tüm varlıklara ilan etmektedir; metnin ana temasını oluşturur.",Conceptual
"Namazın vaciplerinden biri olan ""zamm-ı sure"" nedir ve nasıl yapılır?","Zamm-ı sure, farz namazların ilk iki rekatında ve vacip ile nafile namazların her rekatında Fatiha suresinden sonra Kur'an'dan en az kısa bir sure veya buna denk düşecek bir veya birkaç ayet okumaktır.  En küçük sure Kevser suresi, en kısa ayet ise ""sümme nazara"" ayettir. Fatiha'ya küçük bir sure veya en küçük sureye denk üç kısa ayet ya da üç kısa ayete denk bir uzun ayet eklemek gerekir.",Factual
Cemaatle kılınan namazlarda imamın sesli okuması hangi namazlarda ve rekatlarda vaciptir?,"Cemaatle kılınan namazlarda imamın sabah namazı ile akşam ve yatsı namazlarının ilk iki rekatında sesli okuması vaciptir.  Ayrıca Cuma namazı, bayram namazları, cemaatle kılınan teravih namazı ve teravih namazından sonra cemaatle kılınan vitir namazında da imamın kıraati sesli yapması gerekir.",Factual
İmamın gizli okuma yapması hangi namazların hangi rekatlarında vaciptir?,"İmamın öğle ve ikindi namazlarının bütün rekatlarında, akşam namazının üçüncü ve yatsı namazının son iki rekatında gizli okuması vaciptir.",Factual
"Kazaya kalmış bir namazı cemaatle kılan bir kişi, sesli mi yoksa gizli mi kıraat yapmalıdır? Bu durum tek başına namaz kılan için nasıl değişir?","Kazaya kalan bir namaz, gündüzün cemaatle kılındığında, sabah namazı gibi sesli kıraat yapılması gereken bir namaz ise, yine açıktan sesli kıraet yapılır. Gizli kıraat yapılması gereken bir namaz ise, gizli kıraet yapılır. Tek başına namaz kılan kimse, sesli kıraat yapılması gereken bir namazı kaza ederken sesli de okuyabilir, gizli de okuyabilir.",Procedural
