question,answer,question_type
Metinde namaz kılan bir insanın duygusal ve manevi yolculuğu nasıl tasvir ediliyor?,"Metin, namaz kılan kişinin Allah'ı anarak gönül doluluğu yaşadığını, Peygamber'i hatırlayarak iç huzuru bulduğunu, diğer müminlerle birliktelik duygusu yaşadığını ve namazı şehâdetlerle tamamladığını anlatıyor.  Bu yolculuk, sürekli bir arzu ve ibadete yönelme haliyle betimlenmiş.",Analytical
"Metinde bahsedilen duhâ, evvâbin ve teheccüd namazlarının önemi nedir ve bunlar neyi simgeliyor?","Metin, duhâ, evvâbin ve teheccüd namazlarını, namaz kılan kişinin ibadetine olan bağlılığını ve arzusunu gösteren örnekler olarak sunuyor. Duhâ namazı güneş gibi yükselişi, evvâbin namazı kurbete yakınlaşmayı, teheccüd namazı ise karanlıklara ışık göndermeyi simgeliyor; bunlar kişinin maneviyatını zenginleştiren ve sürekli ibadete yönelmesini sağlayan ibadetlerdir.",Conceptual
Hanefî mezhebine göre namaz kaç çeşittir ve bunlar nelerdir?,"Hanefî mezhebine göre namazlar farz, vacip ve nafile olmak üzere üç çeşittir.",Factual
Farz-ı ayın namazları ve farz-ı kifaye namazı arasındaki temel fark nedir?,"Farz-ı ayın namazları, her Müslümanın ayrı ayrı kılması gereken namazlardır (örneğin, beş vakit namaz ve cuma namazı). Farz-ı kifaye namazı ise (örneğin, cenaze namazı), yeterli sayıda kişi tarafından kılındığında diğer Müslümanların sorumluluğundan düştüğü bir namazdır.",Analytical
Nafile namazlar ne şekilde tanımlanır ve farz namazlarla ilişkisi nedir?,"Nafile namazlar, farz veya vacip namazlar dışındaki namazlardır. Sünnet namazlar da nafile namazlar kapsamında yer alır ve genellikle farz namazlardan önce veya sonra kılınır.  Ancak bazı bilginler sünnet namazlarını nafile namazlardan ayrı bir kategori olarak ele almaktadır.",Factual
Sünnet namazlar ile nafile namazlar arasındaki temel fark nedir?,"Sünnet namazlar, vakit namazlarıyla birlikte düzenli olarak kılınan namazlardır (revatib). Nafile namazlar ise (regaib) düzenli olmayan, çeşitli vesilelerle Allah'a yakınlaşmak ve sevap kazanmak amacıyla kılınan namazlardır.",Analytical
Ezanın Arapça anlamı nedir ve ilmihaldeki tanımı nasıldır?,"Ezan sözlükte ""duyurmak, bildirmek"" anlamına gelir. İlmihaldeki anlamı ise, farz namazlar için belli vakitlerde okunan ""bilinen özel sözler""dir.",Factual
"Medine'de, namaz vakitlerinin duyurulması için ezanın okunmaya başlamasından önce hangi yöntemler kullanılıyordu ve neden bu yöntemler yeterli değildi?","Medine'ye gelindiğinde bir süre sokaklarda ""es-salah es-salah"" (namaza, namaza) veya ""es-salatü câmia"" (namaz insanları toplayıcı ve bir araya getiricidir veya namaz birçok güzellikleri ve şükür çeşitlerini kendisinde toplar) diye bağırılmışsa da bu yeterli olmamıştı.  Cemaatle namaz kılınmaya başlayınca daha etkili bir yöntem aranmıştır.",Contextual
"Sabah ezanında ""hayye alelfelah"" ifadesinden sonra hangi dua okunur?","Sabah ezanında ""hayye alelfelah"" ifadesinden sonra iki defa ""es-Salâtü hayrun minennevm"" (Namaz uykudan hayırlıdır) denilir.",Factual
Erkekler yalnız veya cemaatle namaz kılarken ezanın okunuşunda nasıl bir değişiklik yapılır?,"Erkekler yalnız başlarına yahut cemaatle namaz kılacakları zaman ikamet (kamet) yapılır. Ezanın sözleri aynen okunur, sadece ""hayye alelfelâh""tan sonra iki kere ""Kad kâmetissalah"" (Namaz başladı) denilir.",Procedural
