question,answer,question_type
Hz. Ebû Bekir'in zekât konusundaki tavrı nasıldı ve bu tavrın nedeni neydi?,"Hz. Ebû Bekir, namaz kılan ancak zekât vermeyenlerle gerekirse savaş ilan edeceğini söylemiş ve Peygamber Efendimizin hadislerine dayanarak bu fikrinden vazgeçmemiştir.",Factual
"Metinde, zekâtın İslâm'ın temel unsurlarından biri olduğunun nasıl vurgulandığına dair örnekler veriniz?","Metin, Kur'an'daki ayetlerin, Peygamber Efendimizin uygulamalarının ve 'Cibril hadisi'ndeki açıklamaların zekâtın önemini vurguladığını belirterek, Peygamber Efendimizin zekâtı emrettiğini, elçilerinden de aynı vazifeyi istediğini ve İslâm'ın beş şartından biri olarak zekâtı ilan ettiğini örnek göstermektedir. Ayrıca, Hz. Ebû Bekir'in zekâtı namazla birlikte farz olarak görmesi ve bu konudaki tavrı da zekâtın önemini gösteren bir diğer örnektir.",Analytical
Bu metin parçasında anlatılan Peygamber müjdesi nedir ve neticesi ne olmuştur?,"Metin, 'Öyle bir zaman gelecek ki, elinde altından sadakası ile adam dolaşacak ve onu alacak kimse bulamayacak' şeklindeki Peygamber müjdesinden bahseder. Bu müjdenin gerçekleşmesi sonucunda, özellikle Ömer b. Abdülaziz döneminde büyük bir zenginlik yaşanmış ve toplumun tüm kesimleri bu zenginlikten faydalanmıştır.",Factual
Metinde bahsedilen 'hassasiyet' kavramı zekât organizasyonunda ne anlama geliyor ve Ömer b. Abdülaziz dönemiyle nasıl ilişkilendirilebilir?,"Metindeki 'hassasiyet', zekât sisteminin adil ve etkili bir şekilde işletilmesiyle ilgilidir.  Ömer b. Abdülaziz döneminde yaşanan yaygın refah, zekât sisteminin bu hassasiyetle uygulanmasının bir sonucu olarak gösterilir.  Bu dönem, zekâtın toplumun her kesimine ulaşmasını sağlayan etkili bir yönetim örneği olarak sunulur.",Conceptual
İslâm'a göre mülkiyet hakkı nasıl tanımlanır ve bu hakkın sınırları nelerdir?,"İslâm'a göre, tüm mülkiyet esasen Allah'a aittir. Ancak Allah, insana bu mülkte tasarruf yetkisi vermiştir. Bu yetki sınırsız değildir ve genel anlamda çerçevesi çizilmiş bir alanı kapsamaktadır.",Factual
İslâm'da mal edinmenin teşvik edilmesi ve hayır işlerinde kullanılmasının önemi nedir?,"İslâm, mal edinmeyi teşvik ederken, bu malın hayır işlerinde kullanılmasını da takdir ve teşvik eder. Kişilerin kazandıklarının esiri olmaktan kurtarılarak, mal üzerinde tasarruf eden birer sultan konumuna yükseltilmesini amaçlar. Dünya malı kazanılmalı ancak kalplere hakim olmamalı, ihtiyaç durumunda Allah rızası için kullanılmalıdır.",Conceptual
Metinde bahsi geçen 'ebedî hayat' kavramı ne anlama gelmektedir?,"Metin, 'ebedî hayat' kavramını ölümden sonraki sonsuz hayata işaret etmek için kullanmaktadır. Bu hayatta dünya malının bir önemi yoktur.",Factual
"Zekât gibi mali ibadetlerin, metne göre, insan hayatında nasıl bir önemi vardır?","Metne göre, zekât gibi mali ibadetler, insanın ebedi hayatına fayda sağlayacak yolları göstermekte ve ahiret hazırlığı yapmasına olanak tanımaktadır. Allah'ın verdiği malı, kulun tasarrufuyla ebedileştirerek ahirette mükâfat olarak karşısına çıkarılacağı belirtilmektedir.",Conceptual
İslâm'ın zekât anlayışını diğer prensiplerinden bağımsız değerlendirmenin mümkün olmadığını savunan metindeki temel argüman nedir?,"Metne göre, zekâtın toplumsal refah ve saadete katkısı, sadece zekâtın kendisinin değil, İslâm'ın diğer prensipleriyle olan bütünlüğüyle değerlendirildiğinde ortaya çıkar. Zekâtı farz kılan ve diğer sadaka türlerini teşvik eden unsurlar anlaşılmadan zekâtın detayları kavranılamaz.",Conceptual
"Metinde bahsedilen, cömertliğin önündeki iki temel engel nelerdir ve İslâm bunlara nasıl bir çözüm önermektedir?","Metne göre, cömertliğin önündeki iki temel engel şeytanın fakirlikle korkutup vermekten alıkoyma çabası ve cimriliktir. İslâm, bu iki hastalığın ilacını kendi bünyesinde barındırdığını, yani çözüm önerilerini sunduğunu belirtir.",Factual
