question,answer,question_type
Kimlerin oruç tutması farz değildir ve bunun nedenleri nelerdir?,"Hastalar, seferi olanlar ve beden itibariyle oruç tutmaya muktedir olmayanların oruç tutmaları farz değildir.  Bunun nedeni, bu kişilerin sağlık durumları veya seyahat gibi durumlar nedeniyle oruç tutmanın zor veya imkansız olmasıdır.",Factual
Hz. Muhammed'in (s.a.v.) sözleri oruç ibadetiyle ilgili olarak hangi grupların sorumluluktan muaf olduğunu nasıl açıklıyor?,"Hz. Muhammed'in (s.a.v.)  ""Üç kişiden kalem (sorumluluk) kaldırılmıştır: Bâliğ oluncaya kadar çocuktan, aklı yerine gelinceye kadar deliden, uyanıncaya kadar uyuyandan."" sözü, ergenlik çağına ulaşmamış çocukların, akli dengesi yerinde olmayanların ve uyuyanların oruç gibi ibadetlerden sorumlu tutulmadığını belirtir.",Contextual
Bu ayette fidye miktarını artırmanın ve oruç tutmanın önemi nasıl karşılaştırılıyor?,"Ayet, fidye miktarını artırmanın kişinin kendisi için daha hayırlı olduğunu, ancak işin gerçeğini bilen biri için oruç tutmanın daha hayırlı olduğunu belirtiyor.  Bu, kişinin durumuna ve bilgisine bağlı olarak en uygun ibadetin seçilebileceğini gösteriyor.",Analytical
"Ayette bahsedilen ""işin gerçeği"" neyi ifade ediyor olabilir?","Ayetteki ""işin gerçeği"", oruç tutmanın manevi ve sağlık açısından faydalarının tam olarak anlaşılması anlamına gelebilir.  Yani, oruç tutmanın sadece dini bir vecibeden ibaret olmadığını, aynı zamanda kişisel gelişim ve sağlık için de faydalar sağladığını bilen biri için oruç tutmak daha hayırlıdır.",Conceptual
Oruç tutmaya başlandıktan sonra orucu bozmak dinen ne anlama gelir ve cezası nedir?,"Oruç, niyet edilip tutulmaya başlandığında kişi üzerine farz olur.  Meşru bir mazereti olmadığı halde orucu bozmak günahtır ve kazası gerekir. Ramazan orucunu kasten bozan kişi, kazanın yanı sıra iki aylık (yaklaşık 60 gün) aralıksız oruç tutma cezası olan kefareti de ödemek zorundadır.",Factual
"Metinde anlatılan olay, oruç kefaretinin dayanağı olarak nasıl gösteriliyor?","Metinde anlatılan olay, Hz. Peygamber'in sahabeden birinin Ramazan'da orucunu bozması üzerine verdiği hüküm ile kefaretin dayanağını oluşturmaktadır. Sahabe, orucunu bozduğunu söyleyince Hz. Peygamber önce köle azat etmeyi, sonra iki ay oruç tutmayı, en son da altmış fakiri doyurmayı önermiştir. Bu olay, kefaret uygulamasının Hz. Peygamber'in uygulamasına dayandığını gösterir.",Contextual
Resulullah (sallallahu aleyhi ve sellem)'e getirilen hurmalar ne şekilde dağıtılmasını istedi?,"Resulullah (sallallahu aleyhi ve sellem), getirilen hurmaları adama vererek yoksullara dağıtmasını istedi. Ancak adam 'Bizden daha muhtaç kimse mi var?' deyince, Resulullah (sallallahu aleyhi ve sellem) gülümseyerek hurmaları ailesine yedirmesini söyledi.",Factual
Ramazan ayında oruç bozmak neden büyük günahtır ve bunun kefareti nasıl yerine getirilir?,"Ramazan ayında herhangi bir özürsüz oruç bozmak büyük günahtır çünkü Ramazan ayının saygınlığını ihlal eder. Kefaret, iki ay peş peşe oruç tutmak, oruca güç yetiremeyenler için 60 fakiri doyurmak veya bir fakiri 60 gün doyurmak şeklindedir. Kölelik olmadığı için günümüzde ilk iki seçenek uygulanır.  Bedenen ve maddeten güç yetiremeyenlerden ise kefaret cezası kalkar ve Allah'tan af dilemelidirler.",Conceptual
Oruç tutamayanlar için fidye ne anlama gelir ve bu uygulama hangi toplumsal faydayı sağlar?,"Oruç tutamayanlar için fidye, her oruçlu gün için sabah-akşam iki öğün bir fakiri doyurmaktır. Bu uygulama hem oruç tutma yükümlülüğünden kurtulmayı sağlar hem de toplumsal dayanışmayı güçlendirerek fakirlerin doyurulmasını temin eder.",Conceptual
Bakara Suresi 2/184. ayette fidye ile ilgili olarak ne buyrulmaktadır?,"Ayette, oruç tutulamayan günler sayısınca başka günlerde oruç tutulması gerektiği, oruç tutamayanlar için ise bir fakiri doyuracak miktarda fidye verilmesi gerektiği belirtilmektedir. Ayrıca, fidye miktarını artırmanın daha hayırlı olduğu, ancak oruç tutmanın daha iyi olduğu da vurgulanmaktadır.",Factual
