question,answer,question_type
Kefaret orucunu tutarken yolculuk durumunda ne yapmak gerekir?,"Kefaret orucu tutan bir kimse, yolculukta da orucunu devam ettirmek zorundadır.",Procedural
Hayız veya nifas halindeki bir kadın kefaret orucunu nasıl tamamlar?,"Hayız veya nifas halindeki bir kadın, bu günleri geçirdikten sonra kefaret orucunu kaldığı yerden tutmaya devam eder.",Factual
Hangi durumlarda hem kaza hem de kefaret gerekir?,"Ramazan ayında oruç tutarken, aşağıdaki durumları mecbur kalmadan, unutmadan, isteyerek yapan kimse için hem kaza hem de kefaret gerekir:
1- Cinsi münasebette bulunmak
2- Yemek, içmek veya ilaç kullanmak
3- Ağzına ihtiyarsiz giren yağmur, dolu ve kar suyunu isteyerek yutmak
4- Tütün içmek, tütün veya benzeri bir tütsü maddesini yakıp dumanını içine çekmek
5- Enfiye çekmek
6- İçyağı, pastırma veya çiğ et yemek
7- Dişlerin arasında kalan susam veya buğday danesi kadar küçük bir şeyi yutmak (dışardan alınıp yutulursa)
9- Zevcesinin veya sevdiği bir kimsenin tükürüğünü, ağız suyunu yutmak",Factual
Dişlerin arasında kalan küçük bir şeyin yutulmasıyla ilgili farklı durumları ve sonuçlarını karşılaştırınız.,"Dişlerin arasında kalan susam veya buğday tanesi kadar küçük bir şeyin yutulması orucu bozmaz. Ancak dışarıdan alınıp yutulursa orucu bozar ve kefaret gerekir.  Ağza alınıp çiğnenmesi, ağız içinde dağılıp zerre haline gelmesi durumunda oruca zarar vermez; ancak tadı boğaza giderse oruç bozulur. Nohut büyüklüğünden az olup dişler arasında kalan bir şey, ağızdan çıkarılıp sonra yenirse orucu bozar, ancak sahih görüşe göre kefaret gerekmez çünkü bu olağan dışı bir durumdur.",Analytical
"Bilerek orucu bozduktan sonra, oruç tutmayı yasaklayan bir durum ortaya çıkarsa kefaret gerekir mi?","Hayır, aynı gün hayız veya nifas gibi oruç yemeyi mübah kılan bir durum ortaya çıkarsa kefaret düşer; sadece kaza borcu kalır. Oruç tutmaya engel bir hastalık olması durumunda da hüküm aynıdır.",Hypothetical
"Ramazan ayında oruçluyken, hangi fiiller hem kaza hem de kefaret gerektirir?","Ramazan ayında oruç tutarken aşağıdaki fiillerden herhangi birini mecbur kalmadan, unutmadan isteyerek yapan kimse için hem kaza hem de kefaret gerekir:
1- Cinsi münasebette bulunmak
2- Yemek, içmek veya ilaç kullanmak
3- Ağzına ihtiyarsız giren yağmur, dolu ve kar suyunu isteyerek yutmak
4- Tütün içmek, tütün veya benzeri bir tütsü maddesini yakıp dumanını içine çekmek
5- Enfiye çekmek
6- İçyağı, pastırma veya çiğ et yemek",Listing
Metinde bahsedilen 'kefâreti düşüren haller' nelerdir?,"Metne göre, bile bile oruç bozulduktan sonra aynı gün hayız veya nifas gibi orucu yemeyi mübah kılan bir durumun ortaya çıkması veya oruç tutmaya mani bir hastalığın zuhur etmesi kefareti düşürür. Orucu bozduktan sonra kendi isteğiyle veya mecburi olarak seyahate çıkmak veya kendini zorla hasta etmek kefareti düşürmez.",Factual
Oruç bozulduktan sonra seyahate çıkmanın veya kendisini hasta etmenin kefaret üzerindeki etkisi nedir?  Bu durumun ahlaki boyutu hakkında ne düşünüyorsunuz?,"Metne göre, orucu bozduktan sonra seyahate çıkmak veya kendini hasta etmek kefareti düşürmez.  Ahlaki boyut açısından, bu eylemler oruç ibadetinin özünü ve amacını baltalayabilir, çünkü oruç ibadetinin yerine getirilmesini engellemek veya kolaylaştırmak için kasıtlı bir davranış söz konusudur.",Reflective
Hangi durumlar orucu bozar ancak sadece kazayı gerektirir?,"Orucu bozan ancak sadece kazayı gerektiren durumlar şunlardır: 
1. Normalde yenmeyen veya içilmeyen şeylerin yenilip içilmesi (taş, toprak, çiğ pirinç vb.)
2. Yeşil cevizin yenmesi veya badem, fındık, kuru fıstığın kabuğuyla birlikte çiğnenmeden yutulması
3. Arka yola fitil koymak veya ilaç akıtmak
4. Burna ilaç çekmek
5. Kulağa yağ damlatmak
6. Boğaza huni ile bir şey akıtmak
7. Yaranın üzerine sürülen ilacın vücuda nüfuz etmesi
8. İstemeyerek boğaza kaçan yağmur, kar veya doluyu yutmak
9. Abdest alırken veya burun ve boğaza su çekerken genze hata ile su kaçması
10. İsteyerek boğazına veya burnuna duman çekmek (lezzet verici ise kefaret de gerekir)
11. Zor kullanılmak suretiyle yapılan cinsel ilişki (sadece zorlanan kişi için)",Factual
"Zor kullanılmak suretiyle yapılan cinsel ilişki durumunda neden sadece kaza gerekir, kefaret gerekmez?","Zor kullanılmak suretiyle yapılan cinsel ilişkide, zorlanan kişiye sadece kaza gerekir çünkü bu durum kişinin kendi iradesi dışında gerçekleşmiştir.  Zor kullanma, can alma, organ kesme veya bunlara sebebiyet verecek şekilde dövmekle yapılan zorlamayı kapsar.  Üzüntü ve acı verecek derecede dövme veya sadece hapsetmeyle yapılan zorlama bu kapsamda değerlendirilmez.",Causal
