question,answer,question_type
Vahiy kelimesinin farklı anlamları nelerdir ve bir terim olarak nasıl tanımlanır?,"Vahiy kelimesi, 'ima etmek, fısıldamak, işaret etmek, ilham ve telkinde bulunmak, seri ve gizli bir şekilde bildirmek' anlamlarına gelir. Bir terim olarak ise, vahiy 'Yüce Allah'ın, bildirmek istediği hidayet ve buyruklarını elçi olarak seçtiği kullarına, doğrudan veya bir melek vasıtasıyla mutat olmayan gizli bir yolla bildirmesidir.'",Factual
Kur'an'a göre vahyin üç türü nedir ve bunlar nasıl açıklanabilir?,"Kur'an'da vahyin üç türünden bahsedilir: Allah bir insanla ancak vahiy yoluyla veya perde arkasından hitap ederek ya da aracı bir melek göndererek, dileklerini onun vasıtasıyla elçisine vahyeder. (Şûrâ sûresi, 42/51.)  İslam Dini'nde bu üç husus şöyle açıklanır: 1. Allah'ın peygamberin kalbine mesajı doğrudan bırakmasıyla (ilka), 2. Peygamberlerin his ve kulak gibi zâhir ve bâtın alıcılarına emir ve isteklerini duyurmakla, 3. Belli bir şekil ve surete bürünmüş vahiy getirmekle vazifelendirilen bir meleğin elçi olarak gönderilmesiyle.",Factual
Kur'an ve Sünnet'e göre vahiy meleği kimdir?,Kur'an ve Sünnet-i Sahiha'ya göre vahiy meleği Cibril'dir.,Factual
Vahiy anında peygamberlerin şuur halleri nasıldır ve ayet bu durumu nasıl açıklar?,"Peygamberler vahiy alırken şuur hâlindedirler; şuurlarının teksifi (sırf şuur kesilmeleri) söz konusudur. Kıyame Suresi 75/16-18. ayet, peygamberin vahiy anında tüm dikkat ve şuurunu muhafaza ettiğini, Allah'ın Kur'an'ı okumayı ve okunuşuna uymayı kolaylaştırdığını belirtir.",Conceptual
Tevrat'ın anlamı nedir ve kime indirilmiştir?,"Tevrat, İbranice bir kelime olup 'kanun, şeriat ve öğreti' anlamlarına gelir ve Hz. Musa'ya indirilmiştir.",Factual
"Kur'an'a göre, Tevrat'ı kabul etmenin Müslümanlar için önemi nedir?","Kur'an'a göre, Tevrat'ın aslının Allah kelâmı olduğuna inanmak her Müslümana farzdır ve bunu inkâr etmek küfre götürür.",Conceptual
Tevrat'ın kaç nüshası meşhur olmuştur ve bunlar nelerdir?,"Tevrat'ın üç nüshası meşhur olmuştur: İbranice nüsha (Yahudiler ve Protestanlarca kabul edilen), Yunanca nüsha (Roma ve Doğu Hıristiyan kiliselerince kabul edilen) ve Samerice nüsha (Samarilerce kabul edilen).",Factual
"Kur'an'a göre, Zebur ve İncil'in Hz. Davud ve Hz. İsa'ya indirilmesinin önemi nedir?","Kur'an'a göre, Zebur Hz. Davud'a, İncil ise Hz. İsa'ya indirilmiştir.  Her iki kitap da hidayet ve öğüt kaynağı olarak sunulmuş, Tevrat'ı tasdik edici ve müttakilere yol gösterici nitelikte oldukları belirtilmiştir. Bu kitaplara inanmak, iman esasları arasında yer almaktadır.",Conceptual
Kur'ân kelimesinin en yaygın kabul görmüş anlamı nedir ve bu anlam hangi ayetlerde desteklenmektedir?,"Kur'ân kelimesi, en yaygın görüşe göre, 'okumak, tilâvet etmek' anlamına gelir ve bu mana Kıyamet sûresinin 17. ve 18. ayetlerinde geçmektedir.",Factual
"Kur'ân'ın Allah tarafından insanlığa gönderilen son kitap olmasının yanı sıra, başka hangi isimlerle anıldığına dair örnekler veriniz ve bu isimlerin anlamları nelerdir?","Kur'ân'ın diğer isimleri arasında el-Kitab, el-Furkan (gerçeği yanlıştan ayırt eden), et-Tenzil (kısım kısım indirilen vahiy), ez-Zikr, en-Nûr, eş-Şifa gibi isimler bulunmaktadır.  Bazı âlimler bu isimlerin sayısını 55'e hatta 90'a kadar çıkarmaktadır. Ancak bunların çoğu Kur'an'ın özelliklerini belirten vasıflardır.",Factual
