question,answer,question_type
Farz ve farz-ı kifaye arasındaki temel fark nedir?,"Farz, her Müslümanın ayrı ayrı yerine getirmesi gereken bir dinî vecibedir; diğer Müslümanların yerine getirmesiyle yükümlülük kalkmaz (örneğin namaz, oruç). Farz-ı kifaye ise, Müslümanlardan bazılarının yerine getirmesiyle diğerlerinin yükümlülüğünün kalktığı farzlardır; ancak hiç kimse yerine getirmezse tüm Müslümanlar sorumlu olur (örneğin cenaze namazı).",Analytical
Hanefi mezhebine göre farz ve vacip arasındaki ayrım nedir?,"Hanefi uleması farz ve vacip arasında ayrım yapmıştır. Farz, yapılması gerekliliğini açıkça gösteren delillere dayanan bir yükümlülük iken, vacip, yapılması gerekliliğini ifade eden delillerin farz kadar kuvvetli ve açık olmadığı vazifelere denir.  Ancak her ikisi de kesin olarak yapılması gereken vazifelerdir ve vacip 'amelî farz' olarak da adlandırılır.  Örnek olarak kurban kesmek, vitir ve bayram namazı kılmak vaciptir.",Factual
İnkâr edenin dini terk etmesiyle ilgili olarak metinde ne belirtiliyor?,"Metne göre, inkâr eden dinden çıkmaz; fakat dinde olan bir emri inkâr ettiği için bid'at işlemiş ve günaha girmiştir.",Factual
Sünnet-i müekkede ve sünnet-i gayr-ı müekkede arasındaki temel fark nedir?,"Sünnet-i müekkede, Peygamber Efendimizin (sas) umumiyetle yapmaya devam edip pek az terk etmiş oldukları sünnettir (sabah, öğle, akşam namazlarının sünnetleri gibi). Sünnet-i gayr-ı müekkede ise, Peygamber Efendimizin ibadet maksadıyla bazen işleyip bazen de terk ettikleri sünnettir (ikindi namazının sünneti, yatsı namazının ilk sünneti gibi).",Analytical
"Ne tür namazlar sünnet-i kifaye, hangileri sünnet-i ayndır?","Kılmak sünnet-i kifaye, farz namazları cemaatle kılmak ise sünnet-i ayn'dır.",Factual
Sünnet namazlarını terk etmenin sonuçları nelerdir?,"Sünnet-i müekkede terk edildiğinde cehennem azabı olmasa da şefaat mahrumiyeti ve Resulullah tarafından kınanma söz konusudur. Sünnet-i gayr-ı müekkede terk edildiğinde ise günah olmamakla birlikte, büyük sevapları kaybetme ve sünnetin nurundan istifade edememe durumu vardır.",Reflective
"Bu metinde, teheccüd namazını kaza etmenin şartları nelerdir?","Metin, uykuya dalıp kılamadığı teheccüd namazının ertesi gün öğleye kadar kaza edilebileceğini belirtiyor.  (Müslim, Salatü'l-Müsafirin, 139.)",Factual
"Metne göre, farz namazları kılıp sünnet namazlarını terk etmenin dînî açıdan anlamı nedir?","Metne göre, farz namazları kılmak Allah'a karşı olan borcu ödemeyi ve mükellefiyeti yerine getirmeyi ifade eder. Ancak sünnetleri terk etmek, kulluğun eksik ve mükemmel olmadığının göstergesidir.  Hz. Muhammed'in sünnetlerini terk etmek, farzları yapıp sünnetleri terk etmek gibi, bir edepsizlik ve Hz. Peygamber'in kudsî atmosferinin dışında kalmak olarak yorumlanıyor.",Conceptual
Bu metinde sünnete uymanın önemi nasıl vurgulanıyor?,"Metin, sünnetin dünya ve ahiret saadetinin temeli olduğunu, insanın kemalinin kaynağı olduğunu belirterek önemini vurguluyor.  Sünnete tam olarak uymanın zorluğuna değinirken, sünnete uyma niyet ve kasdının herkes için mümkün olduğunu, bu sayede Peygamber'in şefaatinden mahrum kalınmayacağını belirtiyor.",Conceptual
Metinde 'mübah' kavramı nasıl tanımlanıyor ve örnekler veriliyor?,"Metne göre mübah, yapılmasında veya terkinde dini yönden hiçbir sakınca bulunmayan, kişinin tamamen serbest olduğu işlerdir. Oturmak, yemek, içmek, uyumak gibi fiiller örnek olarak veriliyor.  Mübah olan işlerin yapılmasında sevap, terk edilmesinde ise günah yoktur. Ancak, bu fiilleri Peygamber'in sünnetine uygun yapma niyetiyle gerçekleştirmek sevap kazandırır.",Factual
