question,answer,question_type
Arefenin önemini açıklayan hadisi paylaşır mısınız?,"Hadiste, Allah'ın cehennem ateşinden insanları kurtardığı günün Arefeden daha fazla olmadığı belirtiliyor.",Factual
Hac ibadetini yerine getirenlerin Aref günü oruç tutmaları neden yasaklanmıştır?,Hac menasikinin yerine getirilmesinin oruçlu halde zorlaşması ve tam anlamıyla yerine getirilememesinin önüne geçmek için yasaklanmıştır.  Öncelikli vazifenin ikinci plana atılmasının doğru olmadığı belirtilmiştir.,Causal
"Hz. Aişe'nin aktardığına göre, Peygamber Efendimiz hangi ayda en fazla oruç tutardı?","Hz. Aişe'nin rivayetine göre, Peygamber Efendimiz (aleyhissalatu vesselâm) Şaban ayında en fazla oruç tutardı; bu ayı tamamıyla oruçlu geçirirdi.",Factual
Metinde verilen iki farklı rivayet arasında nasıl bir fark vardır ve bu farkın sebebi ne olabilir?,"İki rivayet arasında, Peygamber Efendimizin Şaban ayı dışında tam bir ay oruç tutup tutmadığı konusunda bir farklılık vardır. Bir rivayette Şaban ayı dışında tam bir aylık oruç tutmadığı, diğerinde ise Şaban ayını Ramazan'a bitiştirdiği belirtilmektedir. Bu farkın sebebi rivayetlerin farklı kişilerden veya farklı zamanlarda nakledilmesinden kaynaklanıyor olabilir; farklı anlatıcıların odak noktalarındaki farklılıklar da bu farklılığa yol açmış olabilir.",Analytical
Neden Peygamber Efendimiz (aleyhissalatu vesselâm) visal orucunu yasaklamıştır?,"Peygamber Efendimiz (aleyhissalatu vesselâm), Müslümanlara acıdığı için visal orucunu (iftar etmeksizin devamlı oruç tutmayı) yasaklamıştır.  Hz. Aişe validemizin de belirttiği gibi, bu oruç şekli şefkat ve merhamet anlayışıyla bağdaşmamaktadır.",Causal
Her gün oruç tutmanın olası olumsuz sonuçları nelerdir?,"Her gün oruç tutmak, vücudu zayıflatabilir, bedensel görevlerin aksamasına yol açabilir, toplumsal hayata tam katılımı engelleyebilir ve bireyi sosyal hayattan soyutlayabilir. Ayrıca, açlık alışkanlık haline gelebilir ve oruçtan beklenen faydalar kaybedilebilir.",Reflective
Hangi günlerde oruç tutmak yasaktır ve bunun sebebi nedir?,"Ramazan ve Kurban bayramı günlerinde oruç tutmak yasaktır.  Bayram günleri, yeme-içme, Müslümanlarla bayram sevincini yaşama ve onlarla beraber sofraya oturma günleridir. Bu günler Allah'ın insanlara açtığı birer ziyafet sofrası olarak kabul edilir ve bu nedenle oruç tutulması yasaklanmıştır.",Factual
Cuma günü sadece oruç tutmanın hükmü nedir ve bununla ilgili bir hadis örneği var mı?,"Cuma günü sadece oruç tutmak da yasaktır.  Peygamber Efendimiz, geceler arasında sadece cuma gecesini ibadete, günler arasında ise sadece cuma gününü oruca tahsis etmeyi yasaklamıştır. Ancak, âdeti olan bir oruç varsa bunun bir istisna olduğu belirtilmiştir.",Factual
Hz. Aişe'nin hayızlı bir kadının namaz kılmamasıyla ilgili verdiği cevabı özetler misiniz?,"Hz. Aişe, hayızlı bir kadının sadece orucunu kaza etmesi gerektiğini, namaz kılmasıyla ilgili bir emir olmadığını belirtmiştir. Bu, Hz. Aişe'nin Rasûlullah ile birlikte geçirdiği dönemde edindiği bilgiye dayanmaktadır.",Summarizing
Muaz (r.a.)'nın Hz. Aişe'ye yönelttiği sorunun amacı neydi ve bu soru hangi rivayette yer almaktadır?,"Muaz (r.a.), hayızlı bir kadının sadece orucunu kaza edip namaz kılmamasının sebebini anlamak için Hz. Aişe'ye sormuştur. Bu soru metinde belirtilen bir rivayette geçmektedir.",Contextual
