question,answer,question_type
Eri'nin Allah'ın ilmini ve kudretini nasıl hissettiği ve bunun ona ne hissettirdiği hakkında metinde ne anlatılıyor?,"Metne göre Eri, her şeyde Allah'ın ilmini ve kudretini hisseder ve bu durum ona bir ürperti, yakınlık duygusu, ümit ve haşyetin karışımı bir duygu yaşatır.  Dünyevi hayatı içinde öbür alemin varlığını da hisseder.",Factual
Eri'nin hayatını nasıl yaşadığı ve bu yaşam tarzının Kur'an ile ilişkisini açıklayınız.,"Eri, hayatını Kur'an'ın çerçevesi ve çizgileri içinde yaşar; sürekli bir maiyyet ve televvün içindedir.  Nefes alıp verirken bile ümit ve beklenti, tevazu ve heybet duygularını yaşar.",Conceptual
Meleklerin insanları koruduğuna dair Kur'an ve Hadislerde neler anlatılıyor?,"Metinde, Kur'an ve Hadislerde meleklerin insanları korumasına dair bilgiler olduğu belirtiliyor ancak metin bu bilgileri detaylı olarak açıklamıyor.  Daha fazla bilgi için Kur'an ve Hadis kaynaklarına bakmak gerekir.",Factual
"Meleklerin varlığı, mahiyeti ve özellikleriyle ilgili olarak, Allah'ı idrak etme açısından melekler ve insanlar arasında nasıl bir fark bulunmaktadır?","Metin, Allah'ı idrak etme açısından melekler ve insanlar arasında bir fark olduğunu belirtiyor, ancak bu farkın ne olduğunu açıklamıyor.  Konunun daha detaylı incelenmesi gerekir.",Conceptual
Melek kelimesinin sözlük anlamı nedir?,"Sözlükte melek kelimesi, 'haberci, elçi, güç ve kuvvet' anlamlarına gelir.",Factual
İslâm terminolojisinde melekler nasıl tanımlanır?,"İslâm terminolojisinde melekler, 'Allah tarafından yaratılmış, erkeklik ve dişilikleri olmayan ve Allah'a itaatten ayrılmayan latif ve nuranî bir varlık' olarak tarif edilir.",Factual
"Bu metne göre, meleklerin varlığına inanmanın önemi nedir?","Metne göre, meleklere inanmamak, ilgili ayetlerin hükmünü inkâr etmek anlamına gelir ve bu da kişinin iman etmiş sayılmamasına neden olur.  Ayrıca, meleklere inanmamak dolaylı olarak vahyi, peygamberi, peygamberin getirdiği kitabı ve tebliğ ettiği dini inkâr etmek anlamına gelir çünkü din, peygamberlere melekler aracılığıyla bildirilmiştir.",Conceptual
Meleklerin varlığı nasıl anlaşılır ve bu bilgi hangi kaynaktan elde edilir?,"Melekler, duyularımızla algılanamayacak maddî bir yapıya sahip oldukları için gayb âlemine ait varlıklardır.  Haklarında duyularla değil, peygamberlerin verdikleri haberlerle, yani vahiy yoluyla bilgi sahibi olunur.  Kur'an'da da meleklerin varlığına ve onlara inanmanın önemine değinilir.",Factual
"Bu paragrafta yazar, dünyanın dışında zeki yaşamın varlığına dair nasıl bir yaklaşım sergiliyor?","Yazar, dünyanın dışında zeki yaşamın varlığının mümkün olduğunu, hatta muhtemel olduğunu savunuyor. Sadece kendi gezegenimizdeki yaşam şartlarına bakarak diğer gezegenlerde yaşam olmadığını düşünmenin yanlış olduğunu belirtiyor ve bu konuda peygamberlerin bilgisine başvurulması gerektiğini vurguluyor.  Sultan ve saraylar benzetmesiyle, gözlem yeteneğimizin sınırlı olduğunu ve görmediğimiz yerlerde yaşam olabileceğini ima ediyor.",Analytical
"Yazar, Sultan ve saraylar benzetmesini ne amaçla kullanıyor?","Yazar, Sultan'ın muhteşem sarayları ve küçük bir kulübedeki yoğun faaliyet benzetmesini kullanarak, evrenin büyüklüğü ve bizim sınırlı algımız arasındaki farkı vurguluyor. Görmediğimiz yerlerde, bizim anlamamızın ötesinde yaşam formlarının olabileceğini, gözlem yeteneğimizin sınırlı olduğu gerçeğini vurgulamak için bu benzetmeyi kullanıyor.",Conceptual
