question,answer,question_type
Bir kimse ayakta namaz kılarken Kur'an okumakta zorluk çekiyorsa ne yapmalıdır?,"Ayakta namaz kılarken Kur'an okumakta zorluk çeken bir kimse, namazını oturarak kıraatle kılar. Eğer ayakta bir miktar okuyabilecek güçteyse, gücü yettiği kadar ayakta okur, geri kalan kısmı oturarak okur.",Procedural
Rükû ve secde sırasında yarasından kan akacak olan bir kimse namazını nasıl kılmalıdır?,"Rükû ve secde sırasında yarasından kan akacak olan bir kimse, namazını ayakta veya oturarak imâ ile kılar.",Procedural
"İmam Azam, İmam Ebû Yusuf ve diğer imamlar, başıyla ima etmeye gücü yetmeyen bir hastanın namazı hakkında farklı görüşlere sahipler mi?","Evet, sahipler. İmam Azam'a göre hasta namazını sonraya bırakır ve kalbi, kaş ve gözleriyle ima etmez. İmam Ebû Yusuf'a göre ise, kalbiyle ima etmese de göz ve kaşlarıyla ima eder. İmam Züfer ve İmam Şafiî ise kalbiyle de imada bulunur derler.",Analytical
"Bir kimsenin baygınlığı ne kadar sürerse namazları kaza etmesi gerekir, ne kadar sürerse namazları düşer?","Bir gün ve bir geceden az sürerse kaza edilir. Bir gün ve bir geceden fazla sürerse namazlar düşer. İmam Azam'a göre bu süre saat itibariyle, İmam Muhammed'e göre ise namaz vakitleri itibariyledir. İmam Muhammed'e göre beş vakitten fazla namaz geçmişse düşer, değilse düşmez.",Factual
Namaz cem edilirse farz namazlar arasındaki sünnet namazlar kılınır mı?,"Hayır, namazlar cem edildiğinde iki farz namaz arasındaki sünnet namazlar kılınmaz.",Factual
Sünnet namazları ayakta kılmak neden daha faziletlidir?,Sünnet ve müstahab namazlar oturularak da kılınabilir ancak alimlerin ittifakıyla ayakta kılınması daha faziletlidir.,Conceptual
Hanefî fıkhına göre sefer mesafesinin tayininde ulaşım vasıtası nasıl değerlendirilmiştir?,"Hanefî fıkhı, sefer mesafesinin tayininde kullanılan ulaşım vasıtasını hiç değerlendirmemiştir.",Factual
"Çağdaş bazı âlimler, seferiliğin tahakkuku için hangi kriteri esas almışlardır ve bunun gerekçesi nedir?","Çağdaş bazı âlimler, ulaşım vasıtalarının gelişmesini de göz önünde bulundurarak, seferiliğin tahakkuku için zamanı esas almışlardır.  Sevâd-ı âzâm'ın (toplumun çoğunluğunun) yolculuk yaptığı vasıta ile üç günlük yolculuk sonucunda seferi olunabileceğini savunmuşlardır. Bunun gerekçesi ulaşım teknolojisindeki gelişmelerdir.",Conceptual
Hanefi mezhebine göre seferi bir kimse namazlarını nasıl kısaltabilir ve bunun adı nedir?,"Hanefi mezhebine göre seferi olan bir kimse namazlarını ikişer rekât kılabilir. Buna ""kasrü's-salat"" denir.",Factual
Namazların kısaltılmasına dair ayette hangi durumdan bahsediliyor ve ayetin numarası nedir?,"Ayette, yeryüzünde sefere çıktığınız zaman, kâfirlerin size kötülük etmesinden (fitne) korkarsanız namazları kısaltmanızda bir sakınca olmadığından bahsediliyor. (Nisa, 4/101)",Factual
