question,answer,question_type
Metinde açlığın ve susuzluğun birey üzerindeki etkisi nasıl açıklanmaktadır?,"Metin, açlık ve susuzluk çekmenin zenginleri fakirlerin durumunu anlamalarına, onlara karşı daha merhametli ve yardımsever olmalarına vesile olduğunu açıklamaktadır.  Zenginlerin açlığı deneyimleyerek fakirliğin zorluklarını kavraması ve bu sayede toplumda sulh ve dayanışmanın sağlanması vurgulanmaktadır.",Analytical
"Orucun, toplumdaki zengin ve fakir arasındaki ilişkiye etkisi metinde nasıl ele alınmaktadır?","Metne göre, oruç tutmak zenginlerin fakirlerin durumunu anlamalarını sağlar.  Bu sayede zenginlerdeki cimrilik ve fakirlerdeki kin azalır, aralarındaki çatışma diner ve toplumda barış hakim olur.  Hatta fakirler, zenginlerin mallarının koruyucusu haline gelebilirler.",Conceptual
Bu paragrafta anlatılmak istenen temel fikir nedir?,"Paragraf, oruç tutmanın açlık ve fakirlik durumlarında kişinin onurunu ve izzetini korumasına yardımcı olabileceğini, oruca alışkın olmayan birinin ise bu durumlarda dilenmek zorunda kalabileceğini anlatmaktadır.",Summarizing
Oruç tutma alışkanlığının olmamasının olası bir sonuç olarak neye yol açabileceği paragrafta nasıl açıklanıyor?,"Paragraf, oruç tutmayan birinin açlık ve yoksulluk durumunda onurunu kaybetmeyi göze alarak dilenmeye başlayabileceğini belirterek, oruç alışkanlığının olmamasının olası bir sonucunu açıklamaktadır.",Causal
Oruç kaç çeşide ayrılır ve bunlar nelerdir?,"Oruç, farz, vacip ve nafile olmak üzere üçe ayrılır.  Ayrıca, tutulması yasaklanan oruçlar da vardır.",Factual
Ramazan orucunun kazası ne anlama gelir ve kimler kaza orucu tutmak zorundadır?,"Ramazan orucunun kazası, Ramazan ayında oruç tutmayan veya meşru bir mazereti nedeniyle bozan kimselerin, ramazan ayı dışında tutamadıkları gün sayısı kadar oruç tutmalarıdır.  Yolculuk, hastalık, hayız veya nifas gibi mazereti olanlar kaza orucu tutmak zorundadırlar.",Conceptual
"Şafii mezhebine göre, bir Ramazan ayı orucunu kaza etmenin şartı nedir ve bu şart yerine getirilmezse ne olur?","Şafii mezhebine göre, bir Ramazan ayı orucunu kaza etmek için diğer bir Ramazan ayı başlamadan önce kaza orucu tutmak gerekir. Eğer önceki Ramazan orucu tutulmadan yeni bir Ramazan ayı gelirse, yeni Ramazan orucu tutulur ve kaza kalan oruçlar için hem kaza orucu hem de her gün için bir fidye gerekir, çünkü kaza vaktinden çıkmıştır.",Factual
Ramazan orucunu özürsüz olarak bilerek bozan bir kimse için Şafii mezhebine göre nasıl bir kefaret gerekir?,"Ramazan orucunu kasıtlı olarak veya herhangi bir özürsüz sebeple bozan kimse için Şafii mezhebine göre, kaza orucuyla birlikte iki ay peş peşe kefaret orucu tutmak gerekir. Bu durum çeşitli hadislerde belirtilmiştir.",Factual
"Peygamber Efendimiz, Ramazan'da orucunu bozan kişiye hangi seçenekleri sıralamıştır?","Peygamber Efendimiz, Ramazan'da orucunu bozan kişiye köle azat etmeyi, iki ay oruç tutmayı veya altmış fakiri doyurmayı seçenek olarak sunmuştur.",Factual
Metinde bahsedilen 'zıhar' kavramı nedir ve ne anlama gelir?,"Zıhar, 'sırtlaşma, sırtını sırtına benzetme' anlamına gelen bir kelimedir. Istılahî manası ise, bir kimsenin karısının vücudunun tamamını veya bir kısmını, annesi veya kız kardeşi gibi kendisine haram olan bir kadına benzetmesidir.  Örneğin, hanımına 'Sen bana anam gibisin' demesi gibi.",Conceptual
