question,answer,question_type
"Metinde Kuran'ın, her zaman taze ve rengarenk kalabilen bir şey olarak nitelendirilmesinin nedeni nedir?","Metinde belirtildiği gibi, Kuran, indiği günden beri çeşitli zorluklara ve değişen şartlara rağmen orijinalliğini ve ilahiliğini korumuştur. Bu yüzden her zaman taze ve rengarenk kalabildiği belirtilmektedir.",Conceptual
"Metne göre, Kuran'ın insanlara sağladığı en önemli fayda nedir?","Metne göre, Kuran'ın rehberliğine başvurmadan hedefe ulaşılamaz.  Kuran, insanları şaşırtmadan ve yanıltmadan maksada ulaştırır; inanmış gönülleri dünyevî servetlere karşı istiğna ufkuna yükseltir ve ruhlarda vuslat arzusunu coşturur. İki cihan mutluluğu da Kuran'ın kılavuzluğuna bağlanmıştır.",Factual
Bu metnin ana fikri nedir?,"Metnin ana fikri, Kur'an'ın yüceliği, insan hayatına etkisi ve evrenselliği üzerine yoğunlaşmaktadır. Kur'an'ın, geçmiş peygamberlerin yolunu aydınlatan bir ışık, insanları Hakk'a ulaştıran bir rehber ve her dönem için geçerliliğini koruyan bir mucize olduğu vurgulanmaktadır.",Summarizing
"Kur'an'ın, diğer dini kitaplardan farkı metinde nasıl açıklanmaktadır?","Metinde, Kur'an'ın diğer dini kitaplardan farklı olarak zaman ve mekân sınırlarını aşan, tüm insanlığın ihtiyaçlarını karşılayan evrensel bir kitap olduğu belirtilmektedir. Diğer kitapların aksine, Kur'an'ın her dönemde geçerliliğini koruyacak güçte ve zenginlikte olduğu vurgulanmaktadır.",Analytical
Bu metnin ana fikri nedir?,"Bu metin, Kur'an'ın yüzyıllardır süren muhalefetlere rağmen gücünü ve etkisini koruduğunu, evren, varlık ve insan hakkındaki engin bilgisini ve açıklamalarının derinliğini vurgular.",Summarizing
Metinde bahsedilen 'muarızlar' kimlerdir ve Kur'an'a karşı nasıl bir tutum sergilemişlerdir?,"Metinde bahsedilen 'muarızlar', Kur'an'a karşı çıkan kişilerdir.  Onlar, Kur'an'ı yıkmak için çeşitli yöntemler denemiş, farklı sistemler, ekoller ve fikir akımlarıyla mücadele etmişlerdir. Ancak Kur'an'ın derinliği ve mantığı karşısında yenik düşmüşlerdir.",Factual
Bu metnin ana fikri nedir?,"Bu metin, Kur'an'ın kelimelerinin sınırsızlığını, insanlık üzerindeki derin etkisini ve iman edenler üzerindeki aydınlatıcı ve dönüştürücü gücünü vurgular.  Kur'an'ın, ilk dönemlerden günümüze kadar insanları etkileme gücünün benzersiz olduğunu ve bu etkiyi  'mucize' olarak niteler.",Summarizing
"Metinde, Kur'an'ın etkisi nasıl tasvir ediliyor ve bu etki hangi alanları kapsıyor?","Metin, Kur'an'ın etkisini 'ruhlarda, akıllarda ve gönüllerde tasavvuru imkânsız bir tesir' olarak tanımlar. Bu etki, nesillerin yeniden hayata uyanmasını, mükemmeliyetini, dinlerini, diyanetlerini, düşünce ufuklarını, ahlâklarını, kulluk esrarına vukuflarını ve marifetlerini kapsayacak şekilde geniş bir yelpazede ele alınır.  Yürekten yönelenlerin gönüllerini aydınlatması ve varlığın en mahrem sırlarını fısıldaması da bu etkiyi destekler.",Analytical
Bu metinde Kur'an'ın insan üzerindeki etkisi nasıl tanımlanmaktadır?,"Metin, Kur'an'ın insanı yumuşattığını, incelttiğini, yoğurduğunu ve şekillendirdiğini, insanın kendi kendine bir şey olabilmesinin ancak Kur'an sayesinde mümkün olduğunu belirtiyor.  Kur'an'ın etkisi, dağları yürütmek, yeryüzünü paramparça etmek, ölüleri konuşturmaktan daha az etkili olmadığı şeklinde ifade ediliyor.",Factual
Sahabî topluluğunun Kur'an'ın etkisiyle nasıl bir topluluk haline geldiği metinde nasıl anlatılıyor?,"Metin, Sahabî topluluğunu Kur'an'ın feyyaz ve bereketli ikliminde yetişmiş aşkın bir cemaat olarak tanımlıyor.  Bu topluluğun, dünyanın büyük bir bölümünde ve insanlığın beşte birinde derin bir tesir bıraktığı, dağları söküp atmak, cansız cesetlere hayat vermek ve arzı semaya bağlamak gibi muazzam işlerde emsalsiz olduğu belirtiliyor.",Conceptual
