question,answer,question_type
"Bu metinde bahsi geçen ""nisbî emrin"" hayat üzerindeki önemi nedir ve bu önemin olmaması durumunda ne gibi sonuçlar ortaya çıkar?","Metne göre, nisbi emir, hayır ve şerrin isnat edildiği, zâtında hiçbir değer ifade etmeyen bir emirdir.  Ancak, bu emre bağlı sonuçlar itibarıyla ona değerler üstü değer atfedilmiştir.  Eğer bu emre değer atfedilmeseydi, hayat durur, insan camiler derekesine düşer, teklif batıl olur ve her şey gider abese incinirdi.",Conceptual
"Metin, ""nisbî emre"" nasıl bir değer atfetmekte ve bunu hangi gerekçelerle açıklamaktadır?","Metin, nisbi emre, ona bağlı sonuçlar nedeniyle değerler üstü değer atfetmektedir.  Bu gerekçe, emre verilecek önemin olmaması durumunda hayatın durması, insanın değersizleşmesi, teklifin batıl olması ve her şeyin kötüye gitmesi ihtimaline dayanmaktadır.  Yani, emrin varlığı ve önemi, hayatın devamı ve iyiliğin sağlanması için gerekli görülmektedir.",Analytical
"İslâm'da kadere iman, insanın hürriyetine aykırı mıdır ve neden?","İslâm'da kadere iman, insanın hürriyetine aykırı değildir.  Müslümanlar, her şeyin Allah'ın bilmesi, dilemesi, kudreti ve yaratmasıyla olduğuna inanırken, aynı zamanda Allah'ın insanları irade sahibi olarak yarattığını ve sevap-cezanın bu iradeye dayandığını kabul ederler. Yani, hem Allah'ın küllî iradesi hem de insanın cüz'î iradesi birlikte var olur.",Conceptual
Metinde bahsedilen 'cüz'î irade' nedir ve ne işe yarar?,"Metne göre 'cüz'î irade' veya 'cüz'î ihtiyarî', insana verilmiş olan ve seçmek, istemek, niyet etmek ve azmetmek anlamlarına gelen bir iradedır.  Bu irade, insanın kendi kusurlarını kadere yüklemesini engeller ve ona sorumluluğunu hatırlatır ('Mes'ulsün, zira seçen sensin').",Factual
Bu metnin ana fikri nedir?,"Bu metin, Allah'ın önceden bilmesinin insan iradesiyle çelişmediğini, Allah'ın her şeyi bilmesinin insanların eylemlerini zorunlu kılmadığını savunmaktadır. İnsan iradesi özgürdür ve Allah, bu iradeyi kullanarak yapacağımız şeyleri önceden bilmektedir.",Summarizing
Metinde verilen güneş ve ay tutulması örneği neyi açıklamak için kullanılıyor?,"Güneş ve ay tutulması örneği, Allah'ın önceden bilmesinin, olayların gerçekleşmesini zorunlu kılmadığını göstermek için kullanılıyor. Tutulmalar bilim insanları tarafından önceden tahmin edilebilir, ancak bu tahminler tutulmaların gerçekleşmesini zorunlu kılmaz; onlar zaten gerçekleşecek olaylardır.",Contextual
Metinde anlatılan Güneş ve Ay tutulmaları ile insanların yaptığı işler arasındaki benzerlik nedir?,"Metin, Güneş ve Ay tutulmalarının takvimlere önceden bilindikleri için yazıldığını, insanların da işlerini Allah'ın kaderlerinde önceden bildiği için yaptıklarını öne sürerek bir benzerlik kurmaktadır.  Tutulmalar takvimde yer almaz, aksine önceden bilindiği için takvime yazılır; insanlar da işlerini Allah'ın bildiği için yaparlar, işleri yapıldığı için Allah bilmez.",Analytical
Allah'ın iradeyi önceden bilmesi fikri metinde nasıl açıklanıyor?,"Metin, Allah'ın insanların iradelerini hangi yönde kullanacaklarını önceden bildiğini ve bu nedenle kaderlerini önceden yazdığını savunuyor.  Yaptıklarımızı Allah'ın kaderimizde yazdığı için değil, Allah'ın irademizi önceden bildiği için yapıyoruz, denilmektedir.",Conceptual
İslâm'da kaderin rolü nedir ve kadercilik anlayışı ile nasıl ilişkilidir?,"İslâm'da kader vardır, ancak kadercilik yoktur. Kader, insanı olayların akışına bırakmayı ve tedbiri gereksiz görmeyi gerektirmez.  Kadere iman mümin olmanın şartlarındandır, ancak onu bahane edip yapılması gerekenleri terk etmek doğru değildir.",Conceptual
Bir insan günah işledikten sonra kaderi bahane etmesinin veya sebeplere başvurmayı kaderi gerekçe göstererek terk etmesinin İslâmî açıdan doğruluğu nedir?,"İslâm'a göre, bir insanın günah işledikten sonra kaderini bahane etmesi veya kaderine dayanarak sebeplere tevessülü terk etmesi doğru değildir. Çünkü insanın kaderinde ne olduğu meçhuldür ve insanlar işlerini kadere dayandırarak mesuliyetten kurtulamazlar.",Conceptual
