question,answer,question_type
Peygamber Efendimiz selam verirken hangi sırayı takip ederdi?,"Peygamber Efendimiz önce sağ tarafına, sonra sol tarafına selam verirdi.",Factual
Metinde bahsi geçen 'ta'dil-i erkan' kavramı ne anlama gelir ve neden üzerinde durulmaktadır?,"Metin, 'ta'dil-i erkan' kavramını açıklamaz, sadece üzerinde durulacağını belirtir.",Contextual
"İmam Ebu Yusuf, İmam Azam ve İmam Muhammed'in Ta'dîl-i Erkân hakkındaki görüşleri arasında ne gibi farklılıklar vardır?","İmam Ebu Yusuf'a göre Ta'dîl-i Erkân farz olup, yapılmadığı takdirde namazın yeniden kılınması gerekir. İmam Azam ve İmam Muhammed'e göre ise vaciptir ve terk edilmesi durumunda sadece sehiv secdesi yeterli görülür, ancak namazı yeniden kılmak daha iyidir.",Analytical
"Metinde bahsi geçen ""iç tadil-i erkân"" nedir ve nasıl tarif edilebilir?","""İç tadil-i erkân"", huşu ve hudu olarak tanımlanır ve namazın özüne, anlamına odaklanmayı, yani namazın manevi boyutuna dikkat etmeyi ifade eder.  Dış tadil-i erkân namazın şekil ve kalıplarına riayet ederken, iç tadil-i erkân namazın ruhuna ve anlamına odaklanmayı içerir.",Conceptual
Bu metinde namazın önemi nasıl vurgulanmaktadır?,"Metin, Kur'an'dan (Mü'minun suresi) ayetler ve hadisler referans alarak namazın önemini vurgular.  Müminlerin kurtuluşunun namazdaki huşu ve devamlılıkla bağlantılı olduğunu belirtir.  Ayrıca, namazın sadece fiziksel hareketlerden ibaret olmadığını, iç huzur ve huşu ile birlikte yapılmasının gerekliliğini hadisler aracılığıyla açıklar.",Conceptual
"Metinde bahsedilen hadisler, namaz kılarken hangi davranışlardan kaçınmamız gerektiğini örneklendirir?","Hadisler, namaz kılarken imamdan önce baş kaldırmanın, secdeye giderken horozun dane gagalaması gibi davranmanın ve köpek gibi elleri yere sermenin hayvanî davranışlar olduğuna ve bunlardan kaçınılması gerektiğine dikkat çeker.  Bu örnekler, namazın sadece fiziksel hareketlerden ibaret olmadığını, insanî bir tavırla ve huşu içinde kılınması gerektiğini vurgular.",Factual
Namaz sünnetlerinin önemi nedir ve bunlara uymanın faydaları nelerdir?,"Sünnetler, namazların farzlarını tamamlar, eksikliklerini giderir ve daha fazla sevap kazanılmasını sağlar.  Sünnetlere riayet etmek, Peygamber Efendimiz'e olan sevginin göstergesi olup şefaatine mazhar olmanın bir vesilesidir.",Conceptual
Ezan ve kamet getirmenin namazdaki yeri ve farklı durumlarda nasıl uygulanır?,"Beş vakit namaz ve cuma namazı için ezan okumak ve kamet getirmek sünnettir.  Vaktinde cemaatle kılınan farz namazlar ve kaza edilecek farz namazlar için de sünnettir.  Birden fazla kaza namazı cemaatle kılınırsa, sadece ilk namaz için ezan okunur ve diğerleri için kamet yeterlidir.  Yalnız başına namaz kılan erkekler için müstehaptır, yolcular ve cemaatle namaz kılanlar için terk edilmesi mekruhtur.",Procedural
"Şafiî, Malikî ve Hanbelî mezheplerine göre erkekler namazda ellerini nasıl kaldırır?","Şafiî, Malikî ve Hanbelî mezheplerine göre erkekler namazda ellerini omuz hizasına kadar kaldırırlar.",Factual
Namazda 'amîn' demenin önemi nedir ve bununla ilgili hadis rivayeti var mıdır?,"'Amîn' demek, duanın kabul edilmesiyle ilgilidir. Ebû Hureyre'den rivayet edilen bir hadiste, Peygamber Efendimiz (sav), imamın 'amîn' demesiyle cemaatin de 'amîn' demesinin, meleklerin 'amîn' demesine denk olduğunu ve bunun geçmiş günahların bağışlanmasına vesile olabileceğini söylemiştir.",Conceptual
