question,answer,question_type
Kaza namazı ve orucu hakkında metinde ne belirtiliyor?,"Metne göre, kaza edilemeyen namazlar yoktur, ancak tutulamayan oruçlar kaza edilir.",Factual
Galiz ve hafif necaset arasındaki fark nedir ve bu ayrım nasıl yapılır?,"Galiz ve hafif necaset ayrımı, necasetin miktarına göre değil, namazın sıhhatine engel olup olmamasına göre yapılır. Her iki tür necaset de eşyayı kirletir, örneğin az miktarda suya düşmeleri suyu hemen necis yapar. ",Conceptual
Metinde bahsi geçen 'meyte' kelimesi ne anlama gelir ve hangi durumlarda bir hayvan meyte sayılır?,"'Meyte', besmele çekilmeden boğazlanarak öldürülmüş veya karada yaşayan ve besmele ile boğazlanmaksızın ölen kanlı hayvanlar ile bunların tabaklanmamış derilerini ifade eder.  Hayvan boğazlansa bile, dini kurallara uygun şekilde boğazlanmamışsa yine meyte hükmündedir ve pis sayılır.",Factual
Alkollü içkiler ve alkol içeren maddelerin namaz kılmaya etkisi nedir?  Metinde bahsi geçen temizlenme şartı nedir?,Alkollü içkiler ve alkol içeren maddeler necis (pis) kabul edilir. Bunların değdiği beden veya elbiseyle namaz kılmak doğru değildir. Kolonya ve ispirto gibi maddeler de alkol içerdiğinden necaset-i galiza olarak değerlendirilir ve el ayası miktarını aştığında namazı geçersiz kılar. Temizlik için o yerin yıkanması şarttır; rüzgâr veya sıcaklıkla uçması yeterli değildir.,Conceptual
Namazın sıhhatini bozmayacak kadar az olan hafif bir pisliğin temizlenmesiyle ilgili olarak metinde ne belirtiliyor?,"Metinde, namazın sıhhatine engel teşkil etmeyecek kadar az miktarda olan hafif pisliğin temizlenmesinin sünnet olduğu belirtiliyor.  Ancak, temizlenmesi mümkünse, temizlenmesi tavsiye ediliyor.",Factual
"Metne göre, erkekler için avret mahallinin sınırları nelerdir ve neden örtülmesi gerekir?","Metne göre, erkekler için avret mahallesi göbekten diz kapağının altına kadar olan bölgedir. Diz kapağı da avret sayılır. Avret yerlerinin örtülmesi, namazda olduğu gibi namaz dışında da gereklidir çünkü başkalarının görmesi ayıp veya günah sayılır.",Factual
Kadınların namazda örtmeleri gereken vücut bölgeleri nelerdir ve bu durum hangi hadislere dayanmaktadır?,"Kadınlar için avret, yüz, el ve ayak dışındaki bütün vücuttur.  Başörtüsüz kılınan namazın geçerli olmayacağı, Peygamber Efendimizin ""Allah, büluğa ermiş kadının namazını başörtüsüz kabul etmez"" ve ""Kadın bulüğ çağına erince elleri ve yüzü dışında kalan yerlerinin başkasına görünmesi helal olmaz."" şeklindeki hadislerinden anlaşılmaktadır.",Factual
Kıble istikametine yönelmenin namazın geçerliliği açısından önemi nedir ve bu durum Kur'an'da nasıl açıklanmaktadır?,"Namazda kıbleye yönelmek (istikbâl-i kıble) önemlidir çünkü Müslümanların kıblesi Kâbe'dir.  Kâbe'ye yönelme emri, ""Her ne taraftan yola çıkarsan, yüzünü Mescid-i Haram tarafına döndür. Her nerede olursanız yüzünüzü ona doğru döndürün."" (Bakara, 2/149,150) ayetleriyle sabittir.  Bu, sadece fiziksel bir yön değil, kalben de Allah'a yönelmeyi gerektirir.",Conceptual
Kâbe'nin inşasıyla ilgili olarak Kur'an'da hangi ayetlerden bahsedilir ve bu ayetler ne anlatır?,"Kur'an'da Bakara Suresi 2/125. ayet, Hz. İbrahim ve İsmail'in Kâbe'yi (Beytullah'ı) inşa etmelerinden bahseder. Bu ayet, Kâbe'nin insanların toplanma yeri ve güvenli bir mekan olarak inşa edildiğini, ayrıca Hz. İbrahim'in makamının namaz yeri olarak belirlendiğini vurgular. Ayet ayrıca, Kâbe'nin tavaf edenler, ibadet edenler ve namaz kılanlar için temiz tutulması gerektiğini belirtir.",Factual
"Müminin Kâbe'ye teveccühü, onun ruh halini ve düşüncelerini nasıl etkiler?","Mümin, Kâbe'ye teveccüh ederek Allah'ın huzurunda olduğunu hisseder, günahlarından arınmış gibi olur ve günahları için pişmanlık duyar.  Aynı zamanda, ahireti ve orada hayatının hesabını vermesini düşünerek, sorumluluklarının bilincinde olur.",Conceptual
