question,answer,question_type
"Hanefî ve Malikî mezheplerine göre, cuma namazı hariç farz namazlarını cemaatle kılmak kimler için müekked sünnettir?","Hanefî ve Malikî mezheplerine göre, cuma namazı hariç farz namazlarını cemaatle kılmak erkekler için müekked sünnettir.",Factual
"Hanefî ve Şafiî mezheplerine göre, cemaatin en az sayısı nedir ve bu konuda Peygamber Efendimizin uygulaması nasıldır?","Hanefî ve Şafiî mezheplerine göre, cemaatin en az sayısı imamla birlikte iki kişidir.  Peygamber Efendimizin çocuk yaştaki İbni Abbas'a teheccüd namazında imamlık yapması ve ""İki kişi ve daha fazlası cemaattir."" hadisi bu durumu destekler.",Conceptual
İmam olabilmek için hangi şartlar aranır?,"İmamın ergin, akli olgunluğa erişmiş ve Müslüman olması şarttır. Hanefi mezhebine göre, küfre götürecek inançlara sahip birinin arkasında namaz kılınmaz.  Aşikar haram işleyen (fasık) veya bidat sahibi olanın imamlığı tahrimen mekruhtur. İmam olacak kişinin erkek olması da şarttır. Kadınlar kendi aralarında namaz kılacaklarsa aralarından biri imam olabilir, ancak bu hoş karşılanmaz (mekruh) ve imam arkalarında durur, önlerine geçmez.  Ayrıca, imamlık için Kur'an'ı ezbere okuyabilmek, özürlü olmamak ve namazın sıhhat şartlarını taşımak gerekir.",Factual
Kadınların imamlık yapmasıyla ilgili metinde yer alan görüş nedir ve bunun gerekçesi nedir?,"Metne göre, kadınların erkeklere imam olması mümkün değildir. Ancak kadınlar kendi aralarında namaz kılacaklarsa içlerinden biri imam olabilir. Ancak bu durum hoş karşılanmaz (mekruh) ve imam kadınların önüne geçmemelidir, arkalarında durmalıdır. Cenaze namazında sadece kadınlar varsa, aralarından biri imam olabilir.  Gerekçe açıkça belirtilmese de, geleneksel İslam anlayışının kadın imamlığına izin vermemesi muhtemeldir.",Conceptual
Namazda mekruh olan davranışlar nelerdir ve bunlar nasıl sınıflandırılır?,"Namazda mekruh olan davranışlar, namazın hoş karşılanmayan davranışlarıdır ve namazın şeklî yapısına veya saygı, tazim, tevazu, boyun bükme ve sükûnet halini gerektiren ibadetin ruhuna aykırı olan davranışlardır.  Bu aykırılığın derecesine göre namazın mekruhları ve namazı bozan şeyler şeklinde iki kısımda ele alınır.",Factual
Namaz esnasında yapılan bazı mekruh fiillerin örneklerini ve bunların neden mekruh sayıldığını açıklayınız.,"Namaz esnasında mekruh olan bazı fiiller şunlardır: 1. Zarar giderme veya namazı tamamlama amacı olmaksızın namaz dışı davranışlarda bulunmak (namazın şeklî yapısına aykırıdır). 2. Kıyam, rükû ve secde aralarındaki tekbir ve zikirleri kendi yerlerinden sonraya bırakmak (namazın düzenini bozar). 3. Namazda esnemek, gerinmek ve boğazı açıyormuş gibi yapmak (saygı ve huşu duygusuna aykırıdır). 4. Namazda verilen selâmı el veya baş işaretiyle almak (bazı alimlere göre namazı bozar).  Bu fiiller mekruh sayılır çünkü namazın şeklî yapısına aykırıdırlar ve namazın gerektirdiği saygı ve huşu duygusuna uymazlar.",Listing
Namazı bozan şeylerden bazıları nelerdir ve bunlara verilen genel isim nedir?,"Namazı bozan şeyler, namazın rükün veya şartlarından birinin eksikliğinin yanı sıra, namazda yapılmaması gereken bazı durum ve davranışları kapsar. Bunların hepsine birden ""müfsidât-ı salât"" (Namazı bozan şeyler) denir.",Factual
Namazda konuşmak neden namazı bozar ve bu kapsamda hangi örnekler verilebilir?,"Namazda konuşmak, bilerek, bilmeyerek veya unutarak olsun, namazı bozar.  Örnek olarak; birine seslenmek, selam vermek, merhaba demek, verilen selama sözlü olarak karşılık vermek, aksırana ""yerhamükallah"" demek, Peygamber Efendimizin ismi anıldığında salavat getirmek, söylenen bir şeye cevap kastıyla ayet okumak, ""elhamdülillah"", ""İnna lillahi ve inna ileyhi raciun"", ""sübhânellah"" gibi ifadeler namazı bozar.",Conceptual
Namazı bozan durumlar nelerdir? Lütfen birkaç örnek veriniz.,"Namazı bozan durumlar arasında ağza alınıp yenen susam tanesi büyüklüğündeki şeyler, namaz sırasında yutulan nohut büyüklüğünde veya daha büyük diş kırıntıları, ağızda çiğnenmese de tadı boğaza giden şeker parçaları, namazda sakız çiğnemek, özürsüz boğaz hırıldatması, üflemek veya bezginlik göstermek, kendisinin duyacağı kadar gülmek sayılabilir.  Ancak, namaz öncesinde yenmiş bir şeyin tadının tükürükle boğaza gitmesi, doğal olarak öksürmek, uhrevî duygularla ağlamak veya şiddetli hastalıktan dolayı inlemek namazı bozmaz.",Listing
Namazda Mushaf'tan ayet okumak namazı bozar mı?  Farklı görüşler nelerdir?,"Namazda Mushaf'tan ezberinde olmayan bir ayeti okumak, bir telkin olduğu için İmam A'zam'a göre namazı bozar. Ancak İmam Ebu Yusuf, İmam Muhammed ve İmam Şafii'ye göre namaz bozulmaz, fakat Ehl-i kitaba benzeyiş olduğu için mekruhtur. Hafız olan bir kimsenin Mushaf'tan okuması ise ittifakla namazı bozmaz.",Analytical
