question,answer,question_type
Farz namazlarını vaktin hangi anında kılmak daha faziletlidir ve bununla ilgili Peygamber Efendimizin sözü nedir?,"Farz namazlarını vaktin ilk girdiği anda kılmak efdaldir. Peygamber Efendimiz (aleyhissalatu vesselam) ""Vaktin evveli, Allah'ın hoşnutluğudur, vaktin sonu ise affıdır."" buyurmuştur.",Factual
Sabah namazının 'isfar' vaktinde kılınmasının sebebi ve ölçüsü nedir?,"Sabah namazında ortalığın biraz ağarmasını beklemek (isfar) müstehabdır çünkü daha çok insanın namaza iştirak etmesini sağlar. Ölçüsü ise, en tertil üzere 40-50 ayet okunarak namaz kılındıktan sonra namazın yeniden kılınması gerektiği anlaşılsa yeniden abdest alarak güneş doğmadan aynı şekilde sabah namazını sünneti ile birlikte kılacak kadar bir sürenin olmasıdır. Yani sabah namazını güneşin doğmasına yarım saat kala kılmak demektir.",Conceptual
Yaz mevsiminde öğle namazını kılmak için en uygun zaman nedir ve bunun sebebi nedir?,"Yaz mevsiminde öğle namazını biraz serinlik çıkıncaya kadar geciktirmek müstahabdır.  Bu, sıcaklığın azalması ve namaz kılmanın daha rahat olması içindir.",Procedural
Yatsı namazını geciktirmenin sınırları nelerdir ve bu sınırların aşılmasının sonuçları nelerdir?,"Yatsı namazını gecenin üçte birine kadar geciktirmek müstahabdır. Gecenin yarısına kadar geciktirmek mubahtır. Ancak ikinci fecrin biraz öncesine kadar geciktirmek, bir özür olmadıkça, mekruhtur çünkü namazın kaçırılması ihtimali vardır.",Reflective
Hangi vakitlerde namaz kılmak mekruhtur ve neden?,"Güneşin doğmasından kırk-elli dakika sonraki yükselişine, güneşin tam tepeye geldiği zeval anında ve güneşin sararmasından batışına kadar olan vakitlerde namaz kılmak mekruhtur.  Bunun nedeni, bu vakitlerin ateşe tapanların ibadet zamanları olması ve onlara benzememek içindir.",Factual
Mekruh vakitlerde kılınan nafile namazlar için nasıl bir hüküm vardır? Farz ve vacip namazlar için durum nedir?,"Mekruh vakitlerde kılınan nafile namazlar kerahetle caizdir ve iadesi gerekmez. Ancak, bu vakitlerde farz, vacip namazlar, cenaze namazı ve tilavet secdesi kılınmaz; kılınırsa iade edilmesi gerekir.",Conceptual
"Bu metinde, hangi namaz vakitlerinde nafile namaz kılmanın mekruh olduğu belirtiliyor?","Metne göre, güneş batışından sonra akşam namazı kılınmadan önce nafile namaz kılmak, cuma günü imamın hutbeye çıkmasından veya ikametin getirilmesinden sonra nafile namaza başlamak, bayram namazlarından önce ve bayram hutbeleri esnasında ve sonrasında, güneş tutulması, yağmur duası ve hac hutbeleri okunurken nafile namaz kılmak mekruhtur.",Listing
Zeval vaktine denk gelen bir namazın farz veya vacip olması durumunda ve nafile olması durumunda sonuçları nelerdir?,"Metinde belirtildiğine göre, zeval vaktine denk gelen bir namaz farz veya vacip ise bozulur, nafile ise mekruh olur.",Factual
Kaza namazı kılmanın mekruh olduğu zaman dilimleri nelerdir ve bu zamanlarda kılınan namazın hükmü nedir?,"İkindi namazından sonra güneş batana kadar ve fecrin doğuşundan sonra güneş bir mızrak boyu yükselene kadar kaza namazı kılmak mekruhtur. Ancak bu zamanlarda kılınan namaz sahih olur. Diğer kerahet vakitleri de aynı şekildedir. Ancak ilk üç kerahet vakti hariç, onlarda kaza namazı kılmak sahih olmaz, yeniden kılınması gerekir.",Factual
Metinde belirtilen kerahet vaktinin bitip namaz kılmanın caiz olduğu an nasıl anlaşılır?  Farklı yöntemler var mıdır?,"Güneş doğduktan sonra bir veya iki mızrak boyu yükselmesiyle kerahet vakti çıkar.  Ayrıca, çeneyi göğse dayayarak güneşe bakıldığında, güneş ufuktan yükselmiş olmasından dolayı görünmüyorsa, kerahet vakti çıkmış demektir.",Procedural
