question,answer,question_type
İmanın altı esasını açıklayınız ve bunların Peygamber Efendimiz'in (aleyhissalatu vesselâm) hadisiyle olan ilişkisini belirtiniz.,"Peygamber Efendimiz (aleyhissalatu vesselâm), iman edilmesi gereken hususları altı esas içinde özetlemiştir: Allah'a, meleklerine, kitaplarına, peygamberlerine, âhiret gününe ve kadere iman.  Bu, Cibril hadisi olarak bilinen bir nebevî beyandır ve burada iman, İslam ve ihsan kavramları birlikte ele alınır.",Factual
Metinde bahsedilen 'ihsan' kavramı ne anlama gelir ve imanla olan ilişkisi nedir?,"Metinde ihsan, 'Allah'ı görüyor gibi kulluk yapma' şuuru olarak tanımlanır.  İnsanın bu şuur ufkunu yakalayabilmesi için öncelikle düşünce ve tasavvurlarını, esaslarını dinin belirlediği sağlam bir imana bina etmesi ve bu imanını İslam'ın amelî değerleriyle perçinleyip derinleştirmesi gerekir. Yani, sağlam bir imanın pratiğe dökülmesi ve Allah'a yakınlık duygusuyla yaşanması anlamına gelir.",Conceptual
Metinde 'iman' nasıl tanımlanmaktadır ve bu tanımın önemi nedir?,"Metin, imanı 'kulun cüz'î iradesini sarf ettikten sonra, onun kalbinde Cenab-ı Hakk'ın yaktığı/yarattığı bir nur' olarak tanımlar.  Bu tanımın önemi, imanın insanın kendi iradesiyle ulaştığı bir nokta değil, Allah tarafından verilmiş ilahi bir lütuf olduğunu vurgulamasıdır.",Conceptual
İmanın insan hayatına kazandırdığı değerler ve olanaklar nelerdir?,"Metne göre iman, insanı fizik âlemin sınırlarından kurtarıp onu diğer âlemlerle bütünleştirir, önünü aydınlatan bir ışık kaynağı görevi görür.  Ayrıca, insanı Allah'a bağlayarak huzur ve şeref verir, büyük bir güç kaynağı olur.",Factual
Bu metnin ana teması nedir ve hangi konuları ele almaktadır?,"Metnin ana teması Allah inancıdır.  Allah'ın anlamı, insanlık ve Allah inancı arasındaki ilişki, Allah'ın varlığının delilleri, Allah'ı görmememizin sebepleri, Allah'ın isimleri ve sıfatları gibi konuları ele almaktadır.",Summarizing
Metinde yer alan 'Allah'ı Niçin Göremeyiz?' sorusunun olası cevapları neler olabilir ve bu konuda farklı görüşler mevcut mudur?,"Metin bu soruya doğrudan cevap vermiyor, ancak olası cevaplar Allah'ın insan algısından öte bir varlık olması, insanın sınırlı algı kapasitesi veya Allah'ın kendisini insanlara farklı yollarla göstermesi olabilir.  Farklı dini ve felsefi görüşler bu soruya farklı cevaplar verebilir.",Speculative
Allah kelimesinin anlamı İslâm âlimlerine göre nedir ve bu tanımda vurgulanan temel özellikler nelerdir?,"İslâm âlimlerine göre Allah, varlığı kendinden olan (Vâcibu'l-vücud) ve bütün hamd ve övgülere lâyık bulunan en yüce varlığın adıdır.  Tanımda vurgulanan temel özellikler, Allah'ın varlığının kendinden kaynaklanması (başka bir varlığa ihtiyaç duymadan var olması), dolayısıyla kâinatın yaratıcısı ve yöneticisi olması ve kemal ile aşkınlığı ifade eden isim ve sıfatlara sahip olmasıdır.",Factual
Allah lafzının İslâmî metinlerde nasıl kullanıldığı ve bu kullanımın önemi nedir?,"Allah lafzı İslâmî metinlerde gerçek ma'budun (ibadet edilen varlığın) ve tek yaratıcının özel ismi olarak kullanılmıştır.  Bu kullanımın önemi, bu ismin O'ndan başka hiçbir varlığa verilmemiş olması ve Müslümanların dilinde çoğul bir şekilde kullanılmamış olmasıdır; bu da Allah'ın tekliğine ve benzersizliğine vurgu yapar.",Conceptual
Bu metne göre Allah'a iman ne demektir ve neden önemlidir?,"Bu metne göre Allah'a iman, O'nun var ve bir olduğuna, yüce sıfatlara sahip olduğuna ve eksikliklerden uzak olduğuna inanmaktır.  Önemlidir çünkü bütün ilahî dinlerde en önemli inanç esasıdır ve diğer tüm inanç esasları buna dayanır.",Factual
Metinde insanın yaratılış amacı nasıl açıklanıyor ve bu amaçla Allah'a imanın ilişkisi nedir?,"Metin, insanın yaratılış amacını Rabbini tanımak, ona iman etmek ve ibadet etmek olarak açıklıyor.  Ayetlerde de belirtildiği gibi, Allah insanları ve cinleri Kendisine ibadet etsinler diye yarattı.  Bu nedenle, Allah'a iman, insanın yaratılış amacını yerine getirmesi için gereklidir.",Conceptual
