question,answer,question_type
Sabah namazında ikinci mi yoksa üçüncü rekatta mı olduğundan şüphe edilirse ne yapılmalıdır?,"Sabah namazında hangi rekatta olunduğundan şüphe edilirse, sonunda oturulur ve teşehhüdden sonra kalkılıp bir rekat daha kılınır. Çünkü bu rekatların ikinci veya üçüncü rekat olması muhtemeldir. İlave edilen rekat nafile olur ve sonunda sehiv secdeleri yapılır.",Procedural
Namazda Fatiha'dan önce başka bir sure yanlışlıkla okunursa ne yapılmalıdır?,"Namazda Fatiha'dan önce başka bir sure yanlışlıkla okunursa, Fatiha yeniden okunur, ardından o sure okunur ve namazın sonunda sehiv secdeleri yapılır.",Procedural
Cemaatle kılınan akşam veya yatsı namazında imamın üçüncü ve dördüncü rekatlarda yaptığı hata durumunda nasıl bir uygulama yapılır?,Üçüncü ve dördüncü rekatlarda hem Fatiha hem de ilave edilecek sure açıktan okunur ve sonunda sehiv secdeleri yapılır.,Procedural
"Mesbuk, imam teşehhüddeyken kalkıp kıraat veya rükuda bulunduktan sonra imam selam verip sehiv secdesine gitse ne yapmalıdır?",Mesbuk hemen sehiv secdesine uyar ve daha önce yaptığı kıraat ve rükuları sonradan tekrar yerine getirir. İmama uymazsa namazı bozulmaz ve namazı bitirince sehiv secdelerini kendi başına yapar.,Procedural
"Bir imam, cemaatin namazında sehiv secdesini kasıtlı olarak yapmazsa ne olur?","İmamın sehiv secdesini kasıtlı olarak terk etmesi durumunda, cemaat de sehiv secdesini terk eder. Özellikle cuma ve bayram namazlarında, kalabalığın fazla olması sebebiyle karışıklık yaşanmaması için sehiv secdesi terk edilebilir.",Hypothetical
Namazda birden fazla sehiv secdesi gerektiren hata yapılırsa ne yapılmalıdır?,"Bir namazda birden fazla sehiv secdesi gerektiren hata olsa bile, namazın sonunda sadece bir defa sehiv secdesi yapmak yeterlidir. Sehiv secdesindeki bir hata da başka sehiv secdelerini gerektirmez.",Procedural
"Geceleyin gizli okunan bir namazı imam gece açıktan okuyarak kaza etmesi durumunda sehiv secdesi yapılması gerektiğini belirten metindeki kural, gündüz namazları için de geçerli midir?","Metin, geceleyin gizli okunan bir namazın gece açıktan okuyarak kaza edilmesi durumunda sehiv secdesinin gerektiğini belirtir.  Ancak gündüz namazları için aynı kuralın geçerli olup olmadığı metinde açıkça belirtilmemiştir.  Metinde ayrıca, gündüz nafile namazda sehven açıktan okuma durumunda sehiv secdesi gerektiği belirtilmektedir.",Contextual
"Metne göre, gece nafile namazında imamın unutarak gizliden okuması veya gündüz nafile namazında sehven açıktan okuması durumunda neden sehiv secdesi gerekir?","Metne göre, gece nafile namazında imamın unutarak gizliden okuması veya gündüz nafile namazında sehven açıktan okuması bir hata (sehv) olarak kabul edilir ve bu hatanın düzeltilmesi için sehiv secdesi gerekir.",Causal
Tilavet secdesi nedir ve ne zaman yapılır?,"Tilavet secdesi, Kur'an-ı Kerim'de bulunan on dört secde ayetinden birini okuyan veya işiten kişinin yaptığı secdedir.",Factual
Tilavet secdesinin fıkhi hükmü farklı mezheplerde nasıl değerlendirilir?,"Hanefi mezhebine göre tilavet secdesi vacip, diğer üç mezhebe göre ise sünnettir.",Factual
