question,answer,question_type
Bu metnin ana fikri nedir?,"Bu metin, dünya zevklerine aşırı düşkünlüğün ve ahiret gününü inkâr etmenin insanları nasıl düşüncesizliğe ve sorumluluktan kaçmaya yönelttiğini ele alıyor.  Dünyaya aşırı bağlanmanın ahiret inancını zayıflattığını ve hesap gününü inkâr etme eğilimini artırdığını vurguluyor.",Summarizing
"Metinde, ahiret gününü inkâr edenlerin tutumları nasıl açıklanıyor?","Metne göre, ahiret gününü inkâr edenler, sorumluluktan ve hesap vermekten kurtulmak için bu yola başvuruyorlar.  İlahi mesajlar hatırlatıldığında ise, bu mesajları eski milletlerin uydurmaları veya asılsız hikayeler olarak nitelendirerek reddediyorlar.",Analytical
Bu metnin ana fikri nedir?,"Bu metin, ahiret inancını reddeden insanların davranışlarını ve bu reddetmenin altında yatan sebepleri (günaha eğilim ve kibir) ele almaktadır.  Ahiret inancını reddetmenin, günahlara devam etme isteği ve ölüm sonrası hesaplaşma fikrinden kaçınma arzusuyla bağlantılı olduğunu, ayrıca kibrin basireti karartarak ahiret gerçeğini kabullenmeyi engellediğini açıklamaktadır.",Summarizing
"Metinde bahsedilen, ahiret inancını reddetmeye yol açan iki ana faktör nelerdir ve bunlar nasıl açıklanmaktadır?","Metinde ahiret inancını reddetmeye yol açan iki ana faktör günaha eğilim ve kibir olarak gösterilmektedir. Günaha eğilim, insanın şehvetlere kapılıp haramlara yönelme isteği ve ölüm sonrası hesaplaşma fikrinden kaçınma arzusuyla açıklanırken; kibir ise insanın büyüklenmesi, kendini yüceltmesi ve inatla hakikati görmezden gelmesi olarak tanımlanmaktadır.  Kibir, basireti karartarak ahiret gerçeğini kabullenmeyi imkansız kılar.",Factual
Ayette bahsi geçen inkarcıların Allah'a karşı nasıl bir tavrı vardır?,"Ayette bahsi geçen inkarcılar, Allah'a kul olmayı ve Allah'ın kulları gibi muamele görmeyi kibirlerine yedirememektedirler.",Factual
"İnkarcıların, Peygamberlerin tebliğ ettiği iman esaslarına karşı çıkmalarının altında yatan sebep nedir?","İnkarcıların Peygamberlerin tebliğ ettiği iman esaslarına karşı çıkmalarının sebebi, mücerret bir büyüklük davası ve kuru bir azamet kuruntusuna saplanmış olmalarıdır.  Hakkı kabule tenezzül etmek istememektedirler.",Causal
"Kur'an'a göre, ahiret hayatının gerçekleşmesinin en büyük delili ve teminatı nedir?","Kur'an'a göre, ahiret hayatının gerçekleşmesinin en büyük delili ve teminatı, Cenab-ı Hakk'ın kullarına olan va'didir.",Factual
"Kur'an, dirilişin imkanını hangi üç yolla ele almaktadır?","Kur'an, dirilişin imkanını şu üç yolla ele almıştır: (Metinde sadece bir yol açıklanmıştır, diğer ikisi metinde yer almamaktadır.) b.1. Temsilî Kıyas Usûlüyle İspat",Factual
Metnin ana fikri nedir?,"Metnin ana fikri, Allah'ın sınırsız kudretinin, insanın ölümünden sonra diriltilmesini de içeren her şeyi yaratma ve yeniden yaratma yeteneğini kapsadığını vurgulamaktadır.  İnsanların, Allah'ın kudretini sınırlı beşeri yeteneklerle kıyaslamasının yanlışlığını ve ölüm sonrası dirilmenin mümkün olduğunu örneklerle açıklamaktadır.",Summarizing
Metinde verilen makine örneği neyi amaçlamaktadır?,"Yoktan bir makineyi icat eden bir sanatkarın, o makineyi söküp tekrar monte edebileceği örneği, Allah'ın yoktan var ettiği insanı tekrar diriltebilme kudretini anlamamızı kolaylaştırmak için kullanılmıştır. Sınırlı insan gücünün başardığı bir şeyin, sınırsız ilahi kudret için neden mümkün olmayacağını sorgulamaktadır.",Conceptual
