question,answer,question_type
Hangi mezhepler cem'i kabul etmez ve cem-i takdim ve te'hir ne zaman yapılabilir?,"Şafiî, Malikî ve Hanbelî mezheblerine göre cem'in vakti yoktur. Cem-i takdim ve te'hir çeşitli zamanlarda olabilir.",Factual
Hastalık durumunda hangi mezhepler cem'i caiz görüyor ve hangi şartlar altında?,"Malikîlere göre hasta bir kişi, ikinci bir namazın vaktine kadar durumunun namaz kılamayacak derecede kötüleşeceğinden veya bayılacağından endişe ediyorsa cem edebilir. Hanbelîler de hastalık sebebiyle meşakkat söz konusu olduğunda cemi caiz görmüş ve emzikli kadını, istihaze kanı gören kadını, özür sahibi kişileri ve her vakit için abdest almaktan âciz olan kişileri de aynı hükümde tutmuşlardır. Şafiîlere göre ise hastalık sebebiyle cem caiz değildir.",Conceptual
Cemi takdimde namazların sırası nasıl olmalıdır?,"Cemi takdimde, namazlar sırasıyla kılınmalıdır. Örneğin, öğle ve ikindi namazları birlikte kılınıyorsa önce öğle, sonra ikindi namazı kılınmalıdır.",Procedural
"Şafiî mezhebine göre, cemi tehirde sıraya uyulmamasının sonucu nedir?","Şafiî mezhebine göre, cemi tehirde sıraya uyulmazsa ikinci namaz kaza olarak kılınmış sayılır.",Factual
Vaktinde kılınmayan namaz için kullanılan 'fâite' kelimesinin seçimi neden manidardır?,"'Fâite' kelimesinin kullanımı, Müslümanların namazı kasten terk etmeyeceğini, ancak uyuma veya unutma gibi nedenlerle namazın kaçmış olabileceğini vurgulamaktadır.",Conceptual
Sabah namazının sünnetinin kazası hangi şartlarda yapılabilir?,"Sabah namazının sünneti, farzla birlikte kaçırılırsa, güneş doğduktan sonra öğlen güneş tam tepede olan zamana kadar kaza edilebilir.",Procedural
Hayız ve nifas durumlarındaki kadınlar için namaz kılma yükümlülüğü nasıldır?,Hayız ve nifas durumlarındaki kadınlardan namaz borcu düşer. Namaz kılmaları istenmez ve daha sonra kaza etmeleri de gerekmez.,Factual
"Müslüman olmayan bir ülkede Müslüman olan bir kişi, namazın farz olduğunu ve nasıl kılındığını öğrenene kadar namaz kılmak zorunda mıdır?","Hayır, Müslüman olmayan bir ülkede Müslüman olan bir kişi, namazın farz olduğunu ve nasıl kılındığını öğrenene kadar mazur sayılır, çünkü bu durumda bazı emir ve yasakların ayrıntılarını bilmemek mazeret kabul edilir.",Factual
Sehiv secdesi ne anlama gelir ve ne zaman yapılır?,"Sehiv, yanılma, unutma veya dalgınlık anlamına gelir. Sehiv secdesi, namazda bir vacibi terk veya tehir etme durumunda, namazın sonunda yapılan iki secdedir. Bu secdelerle namazdaki kusur ıslah edilir ve eksiklik telâfi edilir.",Factual
Sehiv secdesinin yapılış biçimi nasıldır ve sağ tarafa selam verildikten sonra yapılmasının tercih edilmesinin sebebi nedir?,"Son oturuşta tahiyyat duası okunup selam verildikten sonra iki secde yapılır ve oturulur.  Tahiyyat, salavat ve Rabbenâ âtinâ duaları okunarak sağa ve sola selam verilir. Sağ tarafa selamdan sonra yapılması daha faziletli ve ihtiyata uygundur. Cemaatle kılınan namazlarda cemaatin dağılmaması için de bu tercih edilir.",Procedural
