question,answer,question_type
"Metinde bahsi geçen kişi, karşılaştığı zorluklara karşı nasıl bir tavır sergilemiştir?","Metne göre bahsi geçen kişi, Mekke'deki irşad döneminden Medine'ye göçüne, Bedir ve Uhud savaşlarından Huneyn'e kadar uzanan süreçte karşılaştığı baskı, tehdit, savaş ve kuşatmalara rağmen asla yılmamış, yılmaz bir irade ve cesaret göstermiştir.  Her türlü zorluğun üstesinden gelerek, sarsılmaz bir duruş sergilemiş ve başkalarına da ilham kaynağı olmuştur.",Analytical
Bu kişinin hayat anlayışı nasıldır ve bu anlayış yaşam tarzını nasıl etkilemiştir?,"Kişinin hayat anlayışının özü, ""İ'lâ-yı kelimetullah"" ve Hakk'a hizmettir. Yaşam, ebedi âlemlere geçiş için bir köprü olarak görülmekte ve bu köprüden selametle geçilmesi amaçlanmaktadır. Bu anlayış, onun sade, mütevazı ve başkalarına hizmet odaklı bir yaşam tarzı benimsemesine yol açmıştır. Basit bir hayat sürerek, elindeki her şeyi başkalarıyla paylaşmış ve kendi ihtiyaçlarını geri plana atmıştır.",Conceptual
Metinde Peygamber Efendimizin (s.a.v) hangi özellikleri vurgulanmaktadır?,"Metin, Peygamber Efendimizin (s.a.v) cömertliğini, muhtaçlara yardımını, borçluları borçlarından kurtarmasını, sürekli verdiğini, paslı gönülleri temizlediğini,  imanını, marifetini, sabrını, hilmini, vefasını, zühdünü, cesaretini, doğruluğunu, tevazusunu, mehâbetini, sözünün güzelliğini ve insan üstü özelliklerini vurgulamaktadır.",Listing
Peygamber Efendimizin (s.a.v) hayatının diğer peygamberlerden farkını oluşturan üç ana nokta nedir?,"Metne göre Peygamber Efendimizin (s.a.v) hayatının diğer peygamberlerden farkı şu üç noktada özetlenebilir: 1- Geçmiş tüm peygamberlerin varisi olması ve Allah'ın O'nu kabulleneceklerine dair söz alması. 2- Risaletinin belirli bir kavme veya bölgeye değil, tüm dünyaya ve sonsuza kadar geçerli olması. 3- Allah'ın insanlığa mücessem bir rahmet hediyesi ve son rehber olması.",Analytical
Peygamberimize hitap tarzı açısından diğer peygamberlerden farkı nedir?,"Diğer peygamberlere isimleriyle hitap edilirken, Peygamberimize nübüvvet ve risalet unvanlarıyla hitap edilmesi, müminlere de bir edep dersi niteliğindedir.",Factual
"Peygamberimizin dünyada iken öteleri görme şerefi, risaletinin meyveleriyle nasıl ilişkilendirilmiştir?","Peygamberimizin dünyadayken öteleri görmesi ve gidişindeki derin ubudiyet, oradaki mevhibe ve dönüş armağanlarıyla birlikte miraç payesiyle risaletinin meyveleri olarak değerlendirilmiştir.",Contextual
Bu metnin ana fikri nedir?,"Metnin ana fikri, Hz. Muhammed'in (sav) Allah'ın (cc) gönderdiği son peygamber olduğu ve insanlık için eşsiz bir öneme sahip olduğu vurgusudur. Metin, onun aracılığıyla ilahi sırların anlaşılır hale geldiğini, kainatın aydınlandığını ve insanlığın doğru yola ulaştığını anlatmaktadır.",Summarizing
Metinde Hz. Muhammed'in (sav) hangi özellikleri vurgulanmaktadır?,"Metin, Hz. Muhammed'in (sav) ilahi sırların anahtarı, varlığın başlangıcı ve sonunun sırrını bilen kişi, kıblenümâ, kainatı nurlandıran, zulmetleri ziyaya çeviren, iki cihanın saadet vesilesi, Kur'an'ın mesajını getiren, irfan ufku, burhan beyanı, insanlığın şeref merkezi, nübüvvetin merkez noktası, peygamberlerin seraskeri, insan ve cinlerin rehberi, esma-i ilahiyenin ve sıfat-ı sübhâniyenin merkez noktası, peygamberlik semasının kutup yıldızı, şefaat anahtarı sahibi, Allah'ın özel üslupla konuştuğu kişi gibi birçok önemli özelliğini vurgulamaktadır.",Listing
Metinde Hz. Muhammed (sav) için hangi sıfatlar kullanılmıştır ve bunların anlamı nedir?,"Metin, Hz. Muhammed (sav) için 'ahlâk abidesi', 'rahmet vesilesi', 'Zât âleminin müfti-i hâssı', 'sıfatlar ufkunun münevver maşrıkı', 'ehl-i tevhidin kıblenümâ mahiyetindeki imamı', 'Hakk'a gönül verenlerin vefalı ve candan dostu', 'şeytanın ve şeytanîliğin en amansız hasmı', 'koruyucu sera', 'şefaatkân' gibi birçok sıfat kullanmaktadır. Bu sıfatlar, O'nun yüksek ahlakını, tüm âlemler için rahmet kaynağı oluşunu, Allah'ın zatını ve sıfatlarını en iyi bilen kişi olmasını, tevhid ehli için önder ve kılavuz olmasını, Allah'ı sevenlerin dostu, şeytanın düşmanı, müminlerin koruyucusu ve günahkarlar için şefaatçi olmasını ifade eder.",Listing
"Metinde geçen ayetlerin (Kalem Suresi 68/1-4, Âl-i İmran Suresi 3/31, Fetih Suresi 48/10, Duha Suresi 93/5, Enbiya Suresi 21/107) Hz. Muhammed (sav)'in konumunu ve önemini nasıl açıkladığına dair bir analiz yapınız.","Metindeki ayetler, Hz. Muhammed (sav)'in Allah'ın nimetleriyle serfiraz olduğunu, yüce ahlak sahibi olduğunu, insanları Allah'a davet eden bir elçi olduğunu, Allah'a biat edenlerin aslında O'na biat ettiğini, Allah'ın kendisinden razı olacağını ve kendisine bol nimeti vereceğini, tüm âlemler için rahmet vesilesi olarak gönderildiğini göstermektedir. Bu ayetler, Hz. Muhammed (sav)'in peygamberlik makamının yüceliğini, Allah katındaki değerini ve insanlık için önemini vurgulamaktadır.  Onun Allah'ın son peygamberi ve tüm insanlığa rehber olduğunu gösterir.",Analytical
