question,answer,question_type
"Metinde Fethullah Gülen'in ""Din Ufku"" adlı makalesinden hangi fikir öne çıkıyor?","Fethullah Gülen'in ""Din Ufku"" makalesinde, hakikat sevgisinin bir yönünün ilim, diğer yönünün ise din olduğu fikri öne çıkıyor.  İlim, hakikati keşfetme ve tespit etmekle; din ise, bu hakikate karşı takınılacak tavrı belirlemekle ilgili. Makalede ayrıca, hakikat aşkından yoksun ilmin kör ve çelişkili olduğu, ilmin belli düşüncelere veya doktrinlere bağlı kalmasının sakıncaları ve dinin de fanatik düşünceler tarafından kötüye kullanılabileceği vurgulanıyor.",Conceptual
"Metinde, ilmin ve dinin nasıl yanlış kullanılabileceğine dair verilen örnekler nelerdir?","Metinde, ilmin belli düşünce, cereyan veya doktrinlerin etkisi altında kalarak ufkunun sığlaştırılması ve hakikatin yolunu kesen bir araç haline getirilmesi, dinin ise fanatik düşünceler tarafından kin, nefret, gayız ve intikam duygularını körüklemek için kullanılması örnek olarak veriliyor. Ayrıca, bilim yuvalarının felsefi cereyanlara esir olması ve dinin siyasi amaçlar için kullanılması da yanlış kullanım örnekleri olarak gösteriliyor.",Analytical
"Bu metinde, dinin ve ilmin düşmanı olarak hangi kavramlar gösteriliyor?","Metin, dinin ve ilmin en büyük düşmanının, heva, heves ve bazı arzularımızın yerinde fikir veya dindarlık gibi gösterilmesi olduğunu belirtiyor.  Bu durum, insanların zaaflarından kaynaklanan, olduklarından daha üstün görünme ve yeteneklerinin çok üzerinde beklentilere girme eğilimlerinden doğuyor.",Factual
"Metne göre, bazı kişilerin 'dindarlık' iddiasında bulunup, kendileri gibi düşünmeyenleri nasıl nitelendirmeleri, dinin özüne nasıl bir zarar verir?","Metne göre, bazıları kendileri gibi düşünmeyenlere kâfir, zındık veya münafık sıfatlarını yakıştırarak, dini insanları Allah'tan uzaklaştırma, gönüllerini karartma ve ümit kapılarını kapatma gibi, dinin amacına tamamen aykırı bir fobi haline getiriyorlar. Bu durum, dinin sahte temsilcileri tarafından günah olarak kullanılmasına yol açıyor.",Causal
Bu paragrafta anlatılmak istenen temel fikir nedir?,"Paragraf, sevgi ve hakikat aşkının tüm varlığa yayılmasıyla beşerî zaafların ortadan kalkacağını veya olumlu yönde dönüşeceğini, ardından da İslâm dininin temel inanç esaslarına geçeceğini anlatmaktadır.",Summarizing
"Metinde bahsedilen ""beşerî boşluklar ve zaaflar"" sevgi ve hakikat aşkıyla nasıl dönüşür?","Metne göre, sevgi ve hakikat aşkıyla coşan gönüller ve ruhlar, beşerî boşlukları ve zaafları ya yok eder ya da onları yararlı birer hayat iksirine dönüştürür.",Causal
Metnin ana konusu nedir?,Metnin ana konusu 'İman' kelimesidir.,Factual
Bu metin hakkında daha fazla bilgi edinmek için hangi kaynaklara başvurulabilir?,"Bu metin yalnızca 'İman' kelimesini içerdiğinden, daha fazla bilgi edinmek için İslam dini kaynakları, felsefi metinler veya teolojik eserler incelenebilir.",Contextual
İman kelimesinin günlük hayattaki anlamları nelerdir ve İslam âlimlerinin iman tanımlaması arasındaki fark nedir?,"Günlük hayatta iman, inanmak, güvenmek, başkalarının güvenliğini sağlamak veya güvenilir ve sağlam olmak anlamlarına gelir.  İslam âlimlerine göre ise iman, Peygamber'in Allah'tan getirdiği kesin bilinen hükümlerde Allah'ı tasdik etmek, haber verdiği şeyleri tereddütsüz kabul etmek ve bunların doğru olduğuna kalben inanmaktır.  Fark, günlük kullanımın daha geniş bir kapsamı varken, İslamî tanımın daha spesifik ve Allah'a olan inanç üzerine odaklanmasıdır.",Analytical
Dil ile ikrarın imanın şartı olarak mı yoksa özünün bir parçası olarak mı görüldüğüne dair farklı görüşler nelerdir ve bu görüşler neden önemlidir?,"Bazı âlimler dil ile ikrarı (imanı açıkça dile getirmeyi) imanın şartı olarak görürken, çoğu âlim bunu dünyevî hükümlerin uygulanması için bir şart olarak telakki etmiştir.  Yani, kalben iman eden bir insanın dil ile ikrar etmemesinin imanın geçerliliğini etkilemediği düşünülmektedir.  Bu görüşlerin önemi, zorla veya engellilik nedeniyle dil ile ikrar edemeyen kişilerin imanının geçerliliğini belirlemesinde yatar.  Metinde dilsizlerin veya zorla inkâr edenlerin imanı geçerli sayıldığı belirtilmektedir.",Conceptual
