question,answer,question_type
Bu metnin ana fikri nedir?,"Metnin ana fikri, Allah'ın insanlığa peygamber göndermesinin hikmetini ve önemini vurgulamaktadır. Peygamberlerin, insanların doğru yolu bulmalarına yardımcı olmak, ilahi mesajları iletmek ve insanları aydınlatmak için gönderildiğini açıklamaktadır. Ayrıca, peygamberlerin insanlarla benzer deneyimler yaşamaları ve onların ihtiyaçlarını anlamaları sayesinde daha etkili olduklarını belirtmektedir.",Summarizing
Metinde bahsedilen 'esrar-ı ulûhiyet' ve 'esrar-ı rubûbiyet' ne anlama gelir ve bunlar nasıl duyurulmuştur?,"Metin, 'esrar-ı ulûhiyet' ve 'esrar-ı rubûbiyet' ifadelerini açıkça tanımlamamaktadır. Ancak, bağlamdan yola çıkarak, 'esrar-ı ulûhiyet', Allah'ın sıfatları ve yüceliğiyle ilgili gizemleri; 'esrar-ı rubûbiyet' ise Allah'ın yaratma ve yönetim sıfatlarıyla ilgili gizemleri ifade ediyor olabilir.  Bu gizemler, seçkin şahsiyetler (peygamberler) vasıtasıyla diğer insanlara duyurulmuş ve onları aydınlatmıştır.",Conceptual
Metnin ana fikri nedir?,"Metnin ana fikri, peygamberlerin insan gibi beşer olduklarını, ancak Allah'ın lütfu ve yardımıyla mucizeler gösterdiklerini ve asıl görevlerinin insanların Allah'a ulaşmalarına engel olan kötü huylardan arınmalarını sağlamak olduğunu vurgulamaktadır.",Summarizing
"Peygamberlerin mucizeleri, onların peygamberliklerinin temelini oluşturur mu?","Hayır, metne göre peygamberlerin mucizeleri, peygamberliklerinin temelini oluşturmaz. Mucizeler, Allah'ın peygamberlere olan özel lütfu ve insanların imanını güçlendirmek için yapılan ilahi birer tezahürdür. Peygamberlerin asıl görevi, insanların Allah'a ulaşmalarını engelleyen kötü huylardan arınmalarını sağlamaktır.",Conceptual
Bu metinde anlatılan peygamberlerin temel görevleri nelerdir?,"Metne göre peygamberlerin temel görevleri; ruhi hayata yönlendirme, güzel huy ve ahlaka teşvik etme, insanlara konumlarını ve sorumluluklarını hatırlatma, yaratıcıya saygılı ve yaratıklara karşı şefkatli olmayı öğretme, insanları doğru-yanlış gibi konularda önyargısız bilgilendirerek yanılmalarını önleme, hidayet ve dalaleti açıklayarak Hakk'a ermenin güzelliklerini ve sapmanın çirkinliklerini gösterme, Allah'ın istediği şekilde bir inanç sistemini öğretme, her işi Allah rızasına bağlamayı ve bu yolda ilerlemenin yollarını gösterme ve öbür dünyada müminlerin mükâfatlanacağını, münkirlerin ise cezalandırılacağını bildirmedir.",Listing
"Metne göre, peygamberlerden onların görev alanlarının dışında bir şey beklemenin sonucu nedir?","Metne göre, peygamberlerden görev alanlarının dışında bir şey beklemek, peygamberliği anlamamak ve peygamberlere karşı saygısızlık olarak nitelendirilir.  Kur'an'da bu konuya açık bir cevap verildiği belirtilmektedir.",Causal
Bu metinde anlatılan kişiler hayatlarında hangi prensiplere göre hareket ederler?,"Metinde bahsedilen kişiler hayatlarını vahyin gölgesinde sürdürür, tüm eylemlerinde yalnızca Allah'ın rızasını ararlar, her durumda mürşidlerinin gösterdiği yolda yürür, sonuçlarını Allah'a bırakırlar ve gayretlerinin meyvesini ahiret hayatına bırakırlar. Dünya sevdalarına kapılmaz, takvaya bağlı hareket eder, vahye uymayı hidayet olarak görür ve tüm yeteneklerini bu yola adarlar.",Factual
Metne göre akıl ve vahiy arasındaki ilişki nasıl tanımlanabilir?,"Metin, aklın Allah tarafından yaratıldığını ve vahyin aklın doğru düşünmesini ve daha geniş bir muhakeme alanına sahip olmasını sağladığını belirtir. Vahiy, akıl ve muhakemenin farklı yollarını birleştiren ve mukayese ürünlerini test eden bir laboratuvar olarak sunulur. Aklın sınırlarını belirlerken, vahiy, insanları aldatıcı yollardan korur ve doğru yolu gösterir.",Analytical
Bu metinde peygamberler nasıl tanımlanmaktadır?,"Metin, peygamberleri insan aklını hezeyanlardan koruyan bir iksir kullanan hâzık hekimler olarak tanımlar ve insan aklına yüksek hedefler açan aydınlık mürşidler olduklarını belirtir.",Factual
"Akıl, mantık ve muhakeme yeteneklerinin vahye olan ilişkisi metinde nasıl açıklanmaktadır?","Metne göre akıl, mantık ve muhakeme yetenekleri değerlidir ancak vahyin yerini alamaz veya boşluğunu dolduramaz. Vahyin sadık ve kusursuz tebliğcilerinin yerini de alamazlar.",Conceptual
