question,answer,question_type
Zıharın kefareti nedir ve nasıl yerine getirilir?,"Zıharın kefareti, peşpeşe iki ay oruç tutmaktır.  Eğer oruç tutmaya gücü yetmeyen biri için altmış fakirin sabah akşam doyurulması gerekir.",Factual
Yemin kefaretinin yerine getirilmesinde farklı yollar nelerdir ve Şafiî mezhebine göre bu kefaret nasıl yerine getirilir?,"Yemin kefareti, on fakiri sabah akşam doyurmak veya on fakiri vücudunu örtecek şekilde giydirmektir. Gücü yetmeyen üç gün arka arkaya oruç tutar. Şafiîlere göre, bu orucu peşpeşe tutmak şart değildir.",Procedural
Nezir orucu nedir ve nezirin dini hükümleri nelerdir?,"Nezir, Allah'a ta'zim için mükellef olunmayan bir fiili üstlenmektir. Sadece Allah rızası için yapılan ibadetler (namaz, oruç, kurban gibi) nezredildiğinde makbuldür ve sevaba vesile olur. Nezirde bulunan kişi, nezrettiği şeyi yerine getirmekle yükümlüdür.  Nezir edilen oruç, günü belirlenmişse muayyen, belirlenmemişse gayr-ı muayyen vacip olur.  Gayr-ı muayyen vacip olan oruç, oruç tutmanın yasak olmadığı herhangi bir günde tutulabilir.",Factual
Bozulan nafile orucun kazasıyla ilgili ayet ve hadisin içeriği ve önemi nedir?,"Başlanılan bir ibadeti özürsüz bozmak haramdır çünkü başlanmış ibadetin tamamlanması vaciptir.  Bu, ""...Başlanmış olan herhangi bir ameli bozacak bir fiil de bulunarak amellerinizi ibtal etmeyin"" ayetiyle desteklenir (Muhammed, 47/33).  Nafile oruç da olsa, sebepsiz yere bozulursa kaza edilmesi gerekir. Ancak, ziyafet gibi durumlar söz konusu olduğunda,  davet sahibinin alınması gibi bir durum varsa oruç bozulur, aksi takdirde bozulmaz.",Conceptual
"Hz. Aişe'nin anlattığı olayda, Hz. Aişe ve Hafsa ne yapmış ve Peygamber Efendimiz (s.a.v.) ne buyurmuştur?",Hz. Aişe ve Hafsa oruçluyken yemek yemişlerdir. Peygamber Efendimiz (s.a.v.) ise bunun yerine başka bir günde kaza orucu tutmalarını söylemiştir.,Factual
Nafile orucun bozulması durumunda Şafiî mezhebine göre nasıl bir uygulama söz konusudur?,"Şafiî mezhebine göre nafile orucu bozan kişi, dilerse kaza eder, dilerse etmez.",Factual
"Hz. Aişe'nin rivayetine göre, Peygamberimiz (s.a.v.) hangi günlerde oruç tutmayı özellikle tercih ederdi?","Hz. Aişe'nin rivayetine göre, Peygamberimiz (s.a.v.) Pazartesi ve Perşembe günleri oruç tutmayı özellikle tercih ederdi.",Factual
Savm-ı Davud'un faziletine dair Peygamber Efendimizin (s.a.v.) sözleri nelerdir ve bu oruç nasıl tutulur?,"Peygamber Efendimiz (s.a.v.), Savm-ı Davud'un en faziletli nafile oruç olduğunu belirtmiştir.  Rivayetlere göre, bu oruç bir gün oruç tutmayı, bir gün tutmamayı veya bir gün oruç, iki gün tutmamayı içerir. Ancak, Peygamber Efendimiz (s.a.v.) bir gün oruç, bir gün tutmamanın en dengeli yöntem olduğunu belirtmiştir.",Conceptual
Peygamber Efendimizin Pazartesi ve Perşembe günleri oruç tutmasının sebebi nedir?,"Peygamber Efendimiz, amellerin Cenab-ı Hakk'a Pazartesi ve Perşembe günleri arz edildiğini bildiği için, bu günlerde oruç tutarak amellerinin arz edildiği sırada oruçlu olmayı tercih etmiştir.",Factual
Eyyam-ı Biyz olarak adlandırılan üç günün oruç tutmak için tercih edilmesinin sebebi nedir ve bu günlerde tutulan orucun sevabı nasıl değerlendirilir?,"Eyyam-ı Biyz, kamerî ayın 13, 14 ve 15. günleridir. Bu günler geceleri ay, gündüzleri güneş ile aydınlatıldığı için bu isimle anılır. Bu günlerde tutulan orucun sevabı, yıl boyunca her gün oruç tutmanın sevabına eşittir; çünkü bir iyiliğin karşılığı on sevap olduğundan, üç günün onla çarpımı otuz günü temsil eder.",Conceptual
