question,answer,question_type
Metinde Hazreti Ruh-u Seyyidi'l-Enâm (aleyhi ekmelü't-tehâyâ) için hangi özellikler sıralanmaktadır?,"Metin, Hazreti Ruh-u Seyyidi'l-Enâm'ın Allah'ın duyurmasıyla duyulmazları duyduğunu, görülmezleri gördüğünü, ruhunun zaman ve mekân üstü bir mahiyet almasıyla ruhanîlerin önüne geçtiğini, Hakk'ın en mükerrem ibadı melekleri aştığını ve ""Kab-ı kavseyni ev ednâ"" ufukuna ulaştığını belirtir. Ayrıca ömür boyu doğruluktan ayrılmadığını, herkese güven vadettiğini, Hak'tan aldığı mesajları cazibesiyle sunduğunu, masumiyetiyle bilindiğini, fizik ve metafizik âlemlere açık olduğunu, tabiatı doğru okuyup yorumladığını, temiz vicdanların ona koştuğunu, mütemerrid nefislerin karşısında dize geldiğini, müstesna dimağların mesajlarında aklın yaratılış gayesini okuduğunu ve ona teslim olduğunu, insan oğlunu hayvâniyet ve cismâniyetten sıyrılarak kalb ve ruhun hayat mertebesine yönelttiğini, varolma ufku itibarıyla vücud-u haricîye açılan kapının sırlı anahtarı, varolma gayesini gerçekleştirme adına Hakk'a giden doğru yolun rehberi ve ebedî saadetin şefaatkânı olduğunu söyler. Ayrıca, O'na kadar gelip geçmiş bütün nebilerin O'nun dediğini dediğini, O'ndan sonra gelen evliyâ ve asfiyanın da O'nu tasdik ettiğini ve mazhariyetlerinin O'ndan olduğunu itiraf ettiğini belirtir. Son olarak, emin bir iman abidesi olup dediklerini yaşadığını, tavırlarını ötelere göre ayarladığını, hayatını Hakk'ı görüyor ve O'nun tarafından görülüyor olma derinliğiyle yaşadığını, hassas davrandığını, ciddi bir sorumluluk tavrı sergilediğini, hüsn-ü akıbet peşinde koştuğunu ve gözünü hedeften ayırmadığını ifade eder.",Factual
"Metindeki ifadelere dayanarak, Hazreti Ruh-u Seyyidi'l-Enâm'ın insanlık üzerindeki etkisi hakkında ne söyleyebilirsiniz?","Metne göre, Hazreti Ruh-u Seyyidi'l-Enâm'ın insanlık üzerindeki etkisi oldukça büyük ve dönüştürücüdür. O'nun sayesinde insan, hayvâniyet ve cismâniyetten sıyrılarak kalb ve ruhun hayat mertebesine yönelmiştir.  O, varoluşun sırrına ve Hakk'a giden yola dair rehberlik sağlamış, ebedi saadete ulaşma yolunda şefaatçi olmuştur.  Ayrıca, O'nun sözleri ve yaşamı, geçmiş ve gelecek nesillerdeki peygamberler, evliyalar ve asfiyalar tarafından tasdik edilmiş ve örnek alınmıştır.  Dolayısıyla, O'nun insanlığa kattığı en önemli etki, maneviyatın gelişmesi, Hakk'a ulaşma yolunun gösterilmesi ve örnek bir yaşam sunulmasıdır.",Reflective
Metnin ana fikri nedir?,"Metin, Hazreti Muhammed'in (sav) insanlığı yeniden inşa etme çabalarını, getirdiği mesajın gücünü ve sahip olduğu yüce ahlakı anlatmaktadır.  İnsanlığın varoluş amacını, kainatla ilişkisini ve ilahi mesajın önemini vurgular.",Summarizing
Metinde Hazreti Muhammed'in (sav) kişiliği nasıl tasvir ediliyor?,"Hazreti Muhammed (sav), varlığın anlamını açıklayan, olayların özündeki hikmeti ortaya koyan, insanlara yalnız olmadıklarını hatırlatan ve gönüllerine huzur salan biri olarak tasvir ediliyor.  Mükemmel bir yaratılışa, inandırıcı davranışlara ve manevi bir yüceliğe sahip olduğu, Kur'an'da bahsedilen 'huluk-u azîm'e (yüce ahlak) sahip olduğu belirtiliyor.",Analytical
Metinde anlatılan kişinin konuşma yeteneği nasıldı ve insanlar onun konuşmalarına nasıl tepki veriyordu?,"Metne göre, anlatılan kişi son derece etkili bir konuşmacıydı.  En yetenekli konuşmacılar bile onun konuşmaları karşısında etkilenir, konuşmayı bırakır ve sessizliğe dalar, sözlerinin büyüsüne kapılırlardı.",Factual
Anlatılan kişinin kişiliğinde zıt görünen hangi özellikler vardı ve bu zıtlıklar nasıl bir denge içindeydi?,"Kişi hem son derece mütevazı hem de heybetli ve büyüleyiciydi.  Yumuşaklığı ve ciddiyetini bir arada barındırıyordu.  Bu zıtlıklar, metinde onun güven veren, insanları kendine çeken ve aynı zamanda saygı uyandıran bir kişilik olarak tasvir edilmesiyle dengede gösteriliyor.",Analytical
Bu metinde anlatılan kişinin sahip olduğu en önemli özellikler nelerdir?,"Metinde anlatılan kişi, kalb eri bir rabbânî, muhakeme üstadı bir hâkim, harikulâde bir devlet reisi ve bozgunlardan zafer çıkaran bir erkan-ı harp olarak tanımlanmaktadır.  Ayrıca, mütevazı, zâhidâne yaşayan, halkına karşı merhametli ve iki cihana da değer veren biri olarak tasvir edilmektedir.",Listing
Metindeki kişi dünyaya nasıl bakıyor ve dünya ile olan ilişkisini nasıl tanımlıyor?,"Metindeki kişi dünyaya bir ukbâ koyu nazarıyla bakıyor, onu bir mezraa gibi görüyor; ekiyor, biçiyor ve elde ettiklerini de hep ötelere bağlıyordu.  Dünyaya dünya kadar, ötelere ve öteler ötesine de onların kıymetleri ölçüsünde değer veriyor ve ona göre bir tavır sergiliyordu.  Dünyevî değildi, ukbâ yolundaydı fakat dünyayı tamamen reddetmiyor, ona göre değerlendiriyordu.",Conceptual
Metinde Hz. Muhammed'in (s.a.v) kişiliğiyle ilgili olarak hangi özellikler vurgulanmaktadır?,"Metin, Hz. Muhammed'in (s.a.v)  tecelli eden güzelliği, tevazu ve şefkati, öfke ve kine karşı mülayimliliği, bağışlayıcılığı, vefası, ve sözünün güvenilirliğini vurgulamaktadır. Ayrıca, ümmî olmasına rağmen, üstün bilgeliği ve karar alma yeteneği de metinde öne çıkmaktadır.",Listing
Hz. Muhammed'in (s.a.v) ümmî oluşunun metindeki anlamı nedir ve bu durum onun bilgeliğiyle nasıl bağdaştırılmaktadır?,"Metinde Hz. Muhammed'in (s.a.v) ümmî oluşu,  dini emirlerin yorumunda zihnî müktesebat ve yabancı malumatın etkilenmemesini, Allah'ın emirlerine ve fıtri yeteneklerine bağlı kalmayı ifade eder.  Ümmî oluşu, onun bilgeliğiyle çelişmez; aksine,  ilâhî ilham ve fıtri yetenekleriyle üstün bilgeliğe ulaştığını gösterir.  O, ümmî olmasına rağmen,  dünya ve ukbâ işlerinde en mütebahhir âlimleri bile hayrete düşüren hükümler ve kararlar almıştır.",Conceptual
