question,answer,question_type
Zekâtın toplum üzerindeki en önemli etkilerinden biri nedir?,"Zekât, toplumdaki zenginlerin sayısını belirli insanlarla sınırlı tutmak yerine orta sınıfı güçlendirerek maddi anlamda genel bir iyileşmeyi sağlamayı hedefler.  Malın sadece belli kişiler arasında dolaşmasının önüne geçerek daha geniş kitlelerin kullanımına sunulmasını sağlar.  Zengin ile fakir arasında köprü kurarak, fakirlerin meşru yollardan sıkıntılarını çözmelerini mümkün kılar.",Conceptual
Zekât ve faiz arasındaki temel fark nedir ve bu farkın toplumsal sonuçları nelerdir?,"Zekât, fakirin hakkını gözetip zulmün önüne geçerken, faiz zenginin daha da zenginleşmesine ve fakirin sefalete itilmesine yol açar.  Zekât toplumsal bir sigorta görevi görürken, faiz bireyleri iflas ve hatta intiharla karşı karşıya bırakabilir.  Zekât, zengin-fakir uçurumunu ortadan kaldırırken, faiz bu uçurumu derinleştirir.",Analytical
"Zekât'ın toplanıp dağıtılmasıyla ilgili olarak, bireysel verme ve devlet eliyle organizasyon arasında nasıl bir fark vardır?","Metne göre, zekâtı bireyler kendileri verebilir veya devlet tarafından organize edilebilir.  Ayetteki ifadeler, zekâtın daha büyük çaplı bir organizasyonla verilmesi gerektiğini işaret eder.",Analytical
Zekât verilebilmesi için malda hangi şartlar aranmaktadır?,"Zekât verilebilmesi için malın mülkiyete sahip olunması, nema (gelir getirici olması), nisap miktarına ulaşması, aslî ihtiyaçtan ve borçlardan fazla olması ve üzerinden bir yıl geçmesi gerekmektedir.",Factual
Zekatın farz olması için malda bulunması gereken şartlardan biri nedir?,"Zekatın farz olması için malın, kişinin kendisi ve bakmakla yükümlü olduğu aile fertlerinin iaşe, ibate ve giyim ihtiyaçlarının dışında olması gerekir. Temel ihtiyaçlardan sayılan mesleki aletler, ev eşyaları ve binek gibi mallar zekat kapsamına girmez.",Factual
"Ticari emtia, para ve hayvanların zekatının farz olması için ne kadar süre geçmesi gerekir? Toprak mahsulleri, maden ve defineler için durum nedir?","Ticari emtia, para ve hayvanlarda zekatın farz olması için sahip olduktan sonra bir yıl geçmesi gerekir. Toprak mahsulleri, maden ve definelerde ise mülkiyetin üzerinden bir yıl geçmesi şartı yoktur; mülkiyet gerçekleşince hemen zekat farz olur. Bunun nedeni, ticari emtia vb.'nin nemalanması ve üremesi için zamana ihtiyaç duyması, toprak mahsulleri vb.'nin ise ele geçtiklerinde üremesi bitmiş ve neması alınmış olmalarıdır.",Factual
İslâm'da akıl-büluğ çağı ne zaman başlar ve bunun ibadetlerle ilişkisi nedir?,"İslâm'da akıl-büluğ, rüşd çağı olarak da adlandırılan ergenlik dönemidir ve mükellefiyetlerin başladığı zaman dilimidir. Bu, namaz, oruç, hac gibi ibadetlerin yanı sıra zekâtta da geçerlidir. Akıl ve büluğ çağına ulaşmamış çocuklarda, zengin olsalar bile, herhangi bir mükellefiyet yoktur.",Factual
Akıl-büluğ çağına ulaşmamış bir çocuğun zekât verme yükümlülüğü var mıdır ve neden?,"Hayır, akıl-büluğ çağına ulaşmamış bir çocuğun, zengin olsa bile, zekât verme yükümlülüğü yoktur. Çünkü İslâm'da mükellefiyetler akıl-büluğ çağı ile başlar.",Conceptual
Zekât'ın verilebileceği yerler Kur'an'da nasıl açıklanmaktadır?,"Kur'an'da, zekâtın yoksullara, düşkünlere, zekât toplayan memurlara, gönülleri İslam'a ısındırılacak olanlara, kölelere, borçlulara, Allah yolunda cihad edenlere ve yolcuya verilmesi gerektiği belirtilmektedir.",Factual
Hz. Ömer'in 'Müellefe-i Kulûb' anlayışına yönelik görüşü ve günümüzdeki geçerliliği hakkında ne söyleyebilirsiniz?,"Metinde Hz. Ömer'in, 'Müellefe-i Kulûb' (kalpleri İslam'a ısındırmak) uygulamasının şartların değişmesiyle güncelliğini yitirdiğini düşündüğü belirtilmektedir. Günümüzdeki geçerliliği ise metinde açıkça belirtilmemiştir ve tartışmaya açıktır.",Contextual
