question,answer,question_type
Hz. Musa ve Hz. İsa'nın dinlerine verilen isimler neden daha sonraki dönemlerde ortaya çıkmıştır?,"Metne göre, ""Yahudilik"" ve ""Hristiyanlık"" isimleri, Hz. Musa ve Hz. İsa'nın yaşadığı dönemlerde değil, daha sonraki zamanlarda ortaya çıkmıştır. Hz. Musa ve Hz. İsa bu isimleri kendileri kullanmamıştır.",Contextual
İslâm dininin hak din olarak kabul edilmesinin sebebi nedir?,"İslâm'ın hak din olarak kabul edilmesinin sebebi, metne göre, kaynağının ilâhi olması ve orijinal şeklinin muhafaza edilmesidir.",Factual
İslâm dininin temelini ve kaynağını açıklayınız.,"İslâm dininin temeli ve kaynağı iman ve iz'andır.  Ulûhiyet hakikatine, aksine ihtimal vermeyecek şekilde inanıp gönlünü Hakk'a bağlamaktır.",Factual
Müslüman ve mümin kelimeleri arasında nasıl bir fark vardır?,"Müslüman, İslâm'ın mesajına teslim olan, boyun eğen, selameti, huzuru temsil eden kimse anlamına gelirken; mümin, emin, güvenilir ve sağlam, Allah'a inanıp tasdik eden, vicdanî itiraf ve kalbî izanda bulunan insan demektir.  Her iki kelime arasında nüans olmakla birlikte birbirinin yerine kullanılabilir.",Analytical
Metinde mümin ve dindar arasındaki fark nedir?,"Metne göre, mümin; sağduyusu, basiret ve firaseti vahiy ile aydınlanmış, engin ve objektif anlayışa sahip, sorumluluklarına karşı titiz ve duyarlı, kötülüklere karşı azimli ve kararlı, yüksekleri kollayan, her şeyin özüne nüfuz edebilen, Allah'a güvenen ve insanlar arasında güvenilir biri olarak bilinen, Hakk'a vefalı, emanette emin ve herkesin başvuracağı bir güven insanı olarak hatırlanan, Hakk'ın yâd edilmesine vesile olan ve çevresindekileri de Hakk'a yönlendiren biridir. Dindar ise, İslâm dinini inanç, amel ve ahlâk olmak üzere bütün şube ve fakülteleriyle inanarak yaşayan ve temsil eden kimsedir.  'Dinci' kelimesinin böyle bir kimse için yanlış olduğu belirtilmiştir.",Analytical
"Metinde 'imansiz amel nifak, imana rağmen amelsizlik de bir fısktır' cümlesinin anlamı nedir ve bunun sonuçları nelerdir?","Bu cümle, sadece inanmak veya sadece yapmak yeterli olmadığını, imanın amele, amelini de imana eşlik etmesi gerektiğini vurgular. İmansız amel nifak (ikiyüzlülük) olarak adlandırılır ve affı mümkün değildir. İmana rağmen amelsizlik ise fısk (günah) olarak kabul edilir ve tevbe, istiğfar ve yeniden Hakk'a yönelme ile affedilebilir.  Amel etmeyen ancak dini hafife almayan biri hakkında olumlu düşünülmeli ve hemen küfre hükmedilmemelidir. Ancak, amel etmemekle birlikte Müslümanları tahkir ve tezyif eden biri için aynı şey söylenemez.",Conceptual
Bu metinde anlatılan 'ilâhî sistem'in temel vaatleri nelerdir?,"Metne göre, bu ilâhî sistemin temel vaatleri uhrevî saadet, Hak rızası ve Allah'ı görebilme vaadidir.",Factual
"Metindeki 'mahiyetlerimiz, kabiliyetlerimiz, emellerimiz ve temayüllerimize göre planlanmış' ifadesi, ilâhî sistemin hangi özelliğini vurgular?","Bu ifade, ilâhî sistemin bireylerin özüne, yeteneklerine, hedeflerine ve eğilimlerine göre özelleştirilmiş ve kişiye özel olduğunu vurgular.",Conceptual
İslâm dininin evrenselliğini gösteren ayet veya hadislerden örnekler veriniz.,"Kur'an'da, Peygamberimizin tüm insanlığa gönderildiğini belirten ayetler mevcuttur.  Örneğin, ""Biz seni âlemlere rahmet vesilesi olarak gönderdik"" (Enbiya, 21/107) ayeti ve ""Ey insanlar! Ben sizin hepinize Allah tarafından gönderilen Peygamberim."" (A'raf, 7/158) ayeti bu iddiayı destekler.  Ayrıca, Peygamberimizin hadislerinde de ""Her peygamber kendi kavmine gönderildi. Ben ise, bütün insanlığa gönderildim."" şeklinde evrenselliğini vurgulayan ifadeler yer almaktadır.",Factual
"İslâm dini, önceki dinlere ve peygamberlere nasıl yaklaşmaktadır? Bu yaklaşımın evrensel mesajı nasıl desteklediğini açıklayınız.","İslâm dini, kendisinden önce gönderilmiş tüm peygamberleri ve kutsal kitapları kabul eder. Bu yaklaşım, İslâm'ın evrensel mesajını destekler çünkü farklı toplumlardan ve zamanlardan gelen insanlığın ortak bir mirası olduğunu ve Allah'ın mesajının sürekliliğini vurgular.  Bu kapsayıcı yaklaşım, İslâm'ın sadece belirli bir topluluğa değil, tüm insanlığa hitap ettiğini gösterir.",Conceptual
