question,answer,question_type
"Bir rekâtta toplam kaç kere ""Sübhânallahi..."" cümlesi söylenir?","Her rekâtta 75 kere ""Sübhânallahi..."" cümlesi söylenir.",Factual
İstiska duasının amacı nedir ve bu dua hangi durumda yapılır?,"İstiska duasının amacı, kuraklık durumunda Allah'tan yağmur ve bereket istemektir.  Bir bölgede kuraklık olması durumunda, o bölge sakinlerinin topluca açık bir alanda tövbe istiğfardan sonra yağmur dilemesi sünnettir.",Conceptual
Bu metinde yağmur duası nasıl yapılır detaylı olarak anlatılıyor mu?,"Evet, metin yağmur duasının nasıl yapılacağını detaylı bir şekilde açıklıyor. Güneşin ilk ışınlarında yüksek bir yere çıkılıp Allah'a istiğfar edilmesi, ardından belirli duaların okunması ve iki rekat namaz kılınması gibi adımlar anlatılıyor.  İmam-ı Muhammed ve Ebû Yûsuf'a göre ise, en büyük idarecinin veya onun göstereceği birinin cuma namazı gibi açıkça okuyarak iki rekat namaz kıldırmasının ve ardından hutbe okunmasının uygun olduğu belirtiliyor. Hutbenin minberden değil, yerde kılıç, ok veya sopaya dayanarak okunması ve üç gün üst üste yağmur duasına çıkılmasının da tavsiye edildiği belirtiliyor.",Factual
Yağmur duasında imamın kıldığı namazın ve hutbenin diğer namazlardan ve hutbelerden farkları nelerdir?,"Metne göre, yağmur duasında imamın kıldığı namaz iki rekat olup, hutbe minberde değil yerde, kılıç, ok veya benzeri bir şeye dayanarak okunur.  Bu, normal cuma namazı ve hutbesinden farklıdır.",Analytical
"Metinde, Müslümanların kuraklık veya benzeri durumlarda neler yaptığı anlatılıyor?","Metne göre, Müslümanlar kuraklık gibi durumlarda çocuklarını, hayvanlarını ve yavrularını yanlarına alırlar. Zayıf ve yaşlılar için dua ederler ve hem doğal yollarla hem de dua ederek yağmur için çaba gösterirler.",Factual
"Peygamberimizin güneş tutulması hakkındaki sözleri, doğal afetlere karşı tutumumuzu nasıl etkiler?","Peygamberimizin güneş tutulması hakkındaki sözleri, doğal olayların Allah'ın kudretinin bir göstergesi olduğunu ve insanların ölüm veya doğumuyla ilgili olmadığını vurgular. Bu, doğal afetlere karşı dua etmemiz gerektiğini, ancak aynı zamanda doğal olayların bilimsel açıklamalarını da göz önünde bulundurmamız gerektiğini gösterir.",Reflective
"Recep, Şaban ve Ramazan aylarında hangi geceler mübarek kabul edilir ve neden?","Recep ayının ilk cuma gecesi (Regaib gecesi) ve 27. gecesi (Miraç gecesi), Şaban ayının 15. gecesi (Berat gecesi) ve Ramazan ayının 27. gecesi (Kadir gecesi) Müslümanlar tarafından mübarek kabul edilir.  Bu geceler, Allah'ın her günün mübarek olmasına rağmen, insanların bu geceleri değerlendirmesiyle ayrı bir bereket kazanması ve zamanın altın bir dilimi haline gelmesi sebebiyle önemlidir.",Factual
Bu mübarek gecelerde hangi ibadetler tavsiye edilir ve neden bunlar yararlıdır?,"Bu gecelerde özel nafile namazlar olmamakla birlikte, kaza namazı kılmak, nafile namaz kılmak, tevbe istiğfar etmek, Kur'an-ı Kerim okumak ve üzerinde düşünmek (tefekkür), tezekkür ve tefekkür yapmak yararlıdır.  Bu ibadetler, manevi olarak zenginleşmeye, Allah'a yakınlaşmaya ve günahlardan arınmaya vesile olur.",Procedural
Hastalık durumunda namaz kılmada nasıl bir kolaylaştırma söz konusudur?,"Hastalık ve yolculuk gibi durumlar bedenî ibadetlerde, özellikle namazda ve oruçta kolaylaştırmaya izin verir. Hastanın namazı, gücüne göre belirlenir ve hastalığın şiddetlenmesiyle namazın eda biçiminde eksiklik ve kolaylığa izin verilir.",Factual
Ayakta durma gücü olmayan bir hasta namazını nasıl kılar?  Bu durumun dini gerekçesi nedir?,"Ayakta durmaktan aciz olan kimse namazını oturarak kılar.  Rükünler farz olduğundan riayet etmek gerekir ancak, özürlü durumlarda kolaylaştırma söz konusudur.  Hasta, gücü yettiği kadar rükû ve secde yapar; çünkü zorluklar kolaylığı kazandırır ve zaruretler kendi ölçülerine göre değerlendirilir.",Procedural
