question,answer,question_type
Nübüvvetin Çehresinde Okuduklarımız metninin ana fikri nedir?,"Metnin ana fikri, Allah'ın varlığını ve emirlerini insanlara iletmek için peygamberleri gönderdiğini, bu peygamberlerin insanlara sorumluluklarını, görevlerini ve varacakları hedefi öğretmek üzere görevlendirildiğini vurgulamaktadır.  Allah'ın evreni ve içindeki her şeyi bir hikmetle yarattığı ve insanlara kendi varlığını ve amaçlarını farklı yollarla bildirdiği anlatılmaktadır.",Summarizing
"Metne göre, Allah'ın insanları peygamberler aracılığıyla bilgilendirme amacı nedir?","Allah'ın amacı, insanlara gayb alemiyle ilgili konuları doğru bir şekilde anlatmak, sorumluluklarını ve bu sorumlulukları nasıl yerine getireceklerini öğretmek, yürüyecekleri yolun kurallarını ve varacakları hedefi göstermektir.  Ayrıca, Allah'ın zatını, sıfatlarını ve isimlerini, yaratılışın amacını ve insanın yerini anlatarak ulûhiyet ve rubûbiyetin sırlarını açığa çıkarmayı amaçladığı belirtilmektedir.",Factual
Bu metnin ana fikri nedir?,"Metnin ana fikri, Cenab-ı Hakk'ın özel olarak seçtiği peygamberlerin, insanları doğru yola yönlendirmek, onlara hayatın amacını ve öte dünyanın varlığını anlatmak için nasıl görevlendirildiğidir. Peygamberlerin üstün karakterleri, ahlakları ve insanlığa olan hizmetleri vurgulanmaktadır.",Summarizing
"Peygamberlerin, insanlara ulaşmada kullandıkları yöntemler nelerdi?","Peygamberler, yüksek istîdatları, harika fıtratları ve yüce seciyeleriyle insanlara ulaştılar. Yaratılışın gayesini, var olmanın hikmetlerini, dünya ve öte dünyanın mahiyetini anlatarak, insanları yalnızlıktan, gayesizlikten, vazifesizlikten ve hedefsizlikten kurtardılar.  Dünyanın öte dünyaya ait bir bekleme salonu olduğunu ve ebediyet vaadini insanlara duyurdular.",Listing
Bu metnin ana fikri nedir?,"Metin, peygamberlerin üstün yeteneklerini, insanlığa rehberlik rollerini ve kâinatın işleyişine olan hakimiyetlerini anlatmaktadır.  Peygamberlerin, insanları dünya ve ahiret saadetine ulaştırmada rehber, gönülleri ilahi güzelliklere uyarmada nasihatçi, ruhlara girmede mürşit, duyguları şekillendirip yaratılış gayesine bağlamada terbiyeci ve insanları Hakk'a ulaştırmada kılavuz olduklarını vurgular.",Summarizing
Metne göre peygamberlerin sahip olduğu en önemli üç yetenek veya özellik nedir?,"Metne göre peygamberlerin en önemli üç özelliği şunlardır: 
1. Olağanüstü etkililikleri ve problemleri çözebilme yetenekleri,
2. İnsanların kalbî, ruhî, zihnî, fikrî ve hissî bütün yönlerini tatmin edebilecek seviyedeki donanımları,
3. Kâinat ve eşyanın iç ve dış âhenginin bilinci ve genel muvazeneye riayet etmedeki basiretli ve dengeli tavırları.",Listing
"Bu metin, peygamberlerin mucizelerinin teknolojik gelişmelere nasıl ilham verdiğini nasıl açıklıyor?","Metin, peygamberlerin mucizelerinin, o dönemdeki insanların anlayışını aşan teknolojik prensipleri içerdiğini ve bu mucizelerin, hassas ve meraklı zihinlerde teknolojik gelişmelere yönelik hayal gücünü ve beyin fırtınalarını tetiklediğini savunuyor.  Örnek olarak Hz. Nuh'un gemisinden Hz. Süleyman'ın Belkıs'ın tahtını anında getirmesine kadar çeşitli mucizelerin modern teknolojilere benzer yönlerini vurguluyor.",Analytical
"Metinde bahsedilen peygamberlerin mucizeleriyle ilgili olarak, modern teknolojinin hangi alanlarına göndermeler yapılıyor?","Metin, Hz. Nuh'un gemisini modern gemi yapımına, Hz. İbrahim'in ateşten korunmasını yangın dayanıklı malzeme teknolojisine, Hz. Yusuf'un saati modern saat teknolojisine, Hz. Musa'nın asasını sondaj ve santrifüj teknolojilerine, Hz. Davud'un demir işleme mucizesini demir çelik sanayisine, Hz. Süleyman'ın Belkıs'ın tahtını getirmesini televizyon ve internet teknolojisine, Hz. Süleyman'ın hızlı seyahatini uçak teknolojisine, cinleri kontrol etmesini ruhlarla ilgili çalışmalara ve hayvanlarla iletişim kurmasını hayvanlarla iletişim teknolojilerine benzetiyor.",Listing
Metinde modern tıp ve genetik biliminin yeteneklerinin ötesinde sayılan hangi mucizelerden bahsediliyor?,"Metin, ölüleri diriltebilme gibi modern tıp ve genetiğin mevcut yeteneklerinin çok ötesinde mucizelerden bahsediyor.  Bu mucizeler, İnsanlığın İftihar Tablosu'nda yüzlercesinin bulunduğu ve tekvînî emirler olarak işaret, hatırlatma ve tedavi niteliğinde oldukları belirtiliyor.",Factual
Peygamberin Allah'tan gelen bilgileri alıp başkalarına aktarırken sahip olduğu özel yeteneği nasıl tanımlayabiliriz?,"Metne göre Peygamber, Allah'tan gelen bilgileri olduğu gibi alıp kavrayan ve özüne ters hiçbir şey bulaştırmadan başkalarına aktarabilen aşkın, rabbânî bir kabiliyet ve istidat sahibidir. Bu yetenek, düz insanlarda sevk-i ilâhî ile hayat ve üreme faaliyetlerinin zaruriliğine benzetilmektedir.",Conceptual
