question,answer,question_type
Metnin ana fikri nedir?,"Metin, insanın yaratılışı, ruhun beden üzerindeki hakimiyeti ve orucun önemi üzerine düşünceleri ele almaktadır. İnsanın maddi ve manevi yönleri arasındaki çatışma, ruhun zayıflaması durumunda ortaya çıkan sonuçlar ve orucun Allah'a kavuşmayı hatırlatma fonksiyonu vurgulanmaktadır.",Summarizing
"İnsan, metne göre, ruhun beden üzerindeki hakimiyetinin zayıflaması durumunda nasıl bir hal alır?","Ruhun beden üzerindeki hakimiyeti zayıfladığında veya beden hakim duruma geçtiğinde, insan lezzet ve şehvetlerine kapılır, aklın ve dinin sınırlarını hiçe sayar ve tüm enerjisini maddi ihtiyaçlarını karşılamaya harcar.  İlim ve medeniyetin zirvesine çıksa bile, sadece yemek ve içmekle meşgul olur, maneviyatı ve ahiret hayatını unutur.",Causal
Bu metnin ana fikri nedir?,"Bu metin, orucun insanı manevi olarak yükselttiğini, melekî yönünü güçlendirdiğini ve nimetlerin değerini öğrettiğini savunmaktadır.",Summarizing
Melekleri insanlardan ayıran en önemli özellik nedir ve oruç bu farkı nasıl etkiler?,"Melekler nefis sahibi değildir, yeme-içme, evlenme, Allah'a isyan gibi davranışlarda bulunmazlar; her an Allah'a tesbih ve taatle meşguldürler. Oruç tutan bir mümin ise, yeme-içmeyi bırakarak, şehvetine hakim olarak ve günahlardan kaçınarak adeta melekleşir, hatta melekleri geride bırakır.",Analytical
"Yaz, bahar, kış ve sonbahar mevsimlerinde ağaçların meyve vermesi ve yeryüzünün nimetlerle dolu olması, ayetlerle nasıl ilişkilendirilir?","Metinde bahsedilen ağaçların her mevsim meyve vermesi ve yeryüzünün nimetlerle dolması, ""Semada rızkınız ve size va'dolunan şeyler vardır."" ayetiyle ilişkilendirilir. Bu, Allah'ın insanlara sunduğu sınırsız nimetleri ve rızkı temsil eder.",Contextual
"Oruç ibadetinin, insanı iktisada alıştırmada nasıl bir rolü vardır?","Oruç, insanlara iktisadı öğreten bir muallim gibidir. İstediğini her zaman yapabilen biri, oruçluyken isteklerini ertelemeyi öğrenir.  Örneğin, her istediğinde yemek yiyen biri, oruç sayesinde akşamı beklemeyi öğrenir ve böylece iktisat etmeyi, sorumsuzca yaşamaktan uzaklaşmayı öğrenir.",Causal
Oruç ibadetinin önemini açıklayan ayet veya hadis var mıdır?,"Peygamber Efendimiz (sav) bir hadislerinde, ""Her şeyin zekâtı vardır, bedenin zekâtı da oruçtur. Oruç ise sabrın yarısıdır."" buyurmaktadır. Bu hadis, orucun önemini ve sabırla olan ilişkisini vurgular.",Factual
"Metne göre, oruç tutmamanın ruhani gelişime etkisi nedir?","Metne göre, oruç tutmayanlar cesetlerinin altında kalır ve istenen ölçüde ruhani olgunluğa ulaşamazlar. Oruç, ruhani gelişimi destekleyen önemli bir ibadet olarak sunulmaktadır.",Conceptual
Bu metnin ana fikri nedir?,"Bu metin, orucun insanı günahlardan koruduğunu, nefsi terbiye ettiğini ve Allah'a karşı itaati sağladığını anlatmaktadır. Orucun, insanın aczini, fakrını ve kusurunu görmesini sağlayarak şükre yönelmesine vesile olduğunu vurgular.",Summarizing
"Metinde, oruç tutmanın insan üzerindeki psikolojik etkilerinden bahsediliyor mu? Varsa nelerdir?","Evet, metinde oruç tutmanın insan üzerindeki psikolojik etkilerinden bahsediliyor. Oruç tutan kişinin, oruçlu olmadığı günlere göre daha melekleştiğini, izin verilmedikçe en küçük bir şeyi dahi yapamadığını ve bu sayede kendisinin malik değil memlük, hür değil kul olduğunu anlamasını sağladığı belirtiliyor. Ayrıca, nihayetsiz aczini, fakrını, kusurunu görmesini ve şükre yönelmesini sağladığı ifade ediliyor.",Analytical
