question,answer,question_type
Bu metinde anlatılan 'Zuhr-i âhir' namazı nedir ve ne amaçla kılınır?,"'Zuhr-i âhir', cuma namazının dört rekât sünnetinden sonra kılınan dört rekâtlık bir namazdır.  Cuma namazının geçerliliğinden şüphe duyulduğu durumlarda öğle namazının yerine geçmesi veya kazaya kalmış öğle namazı için kılınması amacıyla eda edilir. Cuma namazı geçerliyse, nafile bir namaz olur.",Factual
"Metne göre, cuma namazının geçerliliği 'Zuhr-i âhir' namazının kılınış şeklini ve hükmünü nasıl etkiler?","Eğer cuma namazı sahih (geçerli) ise, 'Zuhr-i âhir' dört rekâtlık namaz kazaya kalmış bir öğle namazı yerine geçer. Ancak cuma namazı sahih değilse, 'Zuhr-i âhir' o günün öğle namazı hükmüne girer.",Contextual
İslâm hukukunda işçiler nasıl kategorize edilir ve bu kategorilerin farkları nelerdir?,"İslâm hukukunda işçiler ""ecir-i has"" (özel işçi) ve ""ecir-i müşterek"" (parça başı işçi) olarak iki kategoriye ayrılır. Ecir-i has, belirli bir süre için (örneğin 8 saat) zamanını bir kişi veya kuruma satan ve bu süre içinde ücret alma hakkına sahip olan işçidir. Ecir-i müşterek ise, parça başına ücret alan, örneğin sipariş usulü çalışan terzi, ayakkabıcı gibi işçilerdir.",Factual
Cuma namazı için işçilere izin verilmesi konusunda İslâm hukuku ne der ve bu durum farklı işçi kategorilerini nasıl etkiler?,"İslâm hukukuna göre, cuma namazının farz kısımları ""Allah hakkı"" olarak kabul edilir ve işverenlerin işçilerini bu namazı kılmaktan alıkoyma hakkı yoktur. Bu durum, ""ecir-i has"" işçileri için geçerlidir. Ancak, ""ecir-i müşterek"" işçiler için bu durum problem teşkil etmez.  Nafile namazlar için bu hüküm geçerli değildir.",Conceptual
Cuma namazı için ezan okunurken alışveriş yapmanın haram veya mekruh oluşuna dair farklı mezheplerin görüşleri nelerdir?,"Hanefi mezhebi, cuma namazı ezanı okunurken alışveriş yapmayı tahrimen mekruh görürken, diğer üç mezhep haram hükmü vermiştir.",Factual
Cuma namazı vaktinde alışveriş yapmanın dinen sakıncalı görülmesinin sebebi nedir?,"Cuma namazı vaktinde alışveriş yapmanın sakıncalı görülmesinin sebebi, bu alışverişin cuma namazının edasına engel olması veya farz olan ibadete yakınlık/aynı vakitte kesişmesinden dolayıdır.  Alışverişin kendisi değil, namazı engelleme veya ibadete yakınlığı sakıncalıdır.",Conceptual
Ne anlama gelir Vitir namazı?,"Vitir, Arapça'da çiftin karşıtı olan 'tek' anlamına gelir. Vitir namazı, yatsı namazından sonra kılınır ve günün veya gecenin kılınan son namazı olması tavsiye edilir.",Factual
Vitir namazını kılmanın farklı zamanları ve bunların önemi nedir?,"Vitir namazı, yatsı namazından sonra kılınabilir.  Uykuya dalmadan önce veya gece uyanıp teheccüt namazından sonra kılınması da tavsiye edilir.  Gece uyanacağından emin olanlar için teheccüt namazından sonra kılmak daha faziletlidir.  Uykuya dalacağından emin olmayanlar ise yatmadan önce kılmalıdır.  Her iki durumda da, günün veya gecenin son namazı olması teşvik edilir.",Conceptual
Kunut duasının Arapça metni nerede bulunabilir?,Kunut duasının Arapça metni kitaplarda yer almaktadır.,Factual
Kunut duasını okuyamayan bir kişi ne yapabilir?,"Kunut duasını okuyamayan kişi ""Rabbena âtinâ"" duasını okuyabilir veya üç kere ""Allahümmeğfir li"" veya üç kere ""Ya Rabbi"" diyebilir.",Procedural
