question,answer,question_type
Hâfıd isminin anlamı nedir ve bu isim Allah'ın hangi özelliğini vurgular?,"Hâfıd, dilediğini alçaltan, firavunları, zalimleri ve kâfirleri hor ve hakir kılan anlamına gelir. Bu isim, Allah'ın mutlak gücünü ve kullar üzerindeki hakimiyetini vurgular.",Factual
"Allah'ın ""Halîm"" sıfatının anlamı nedir ve bu sıfat, O'nun diğer sıfatlarıyla nasıl bir ilişki içindedir?","Halîm, isyan edenleri cezalandırmakta acele etmeyen anlamına gelir. Bu sıfat, Allah'ın merhametini, affediciliğini ve adaletini yansıtır.  Allah'ın Gafûr (çok affeden) ve Şekûr (şükredenlerin karşılığını kat kat veren) sıfatlarıyla da yakından ilişkilidir, çünkü cezalandırmada acele etmemesi, merhamet ve affın öncelikli olduğunu gösterir.",Conceptual
Mukît sıfatının anlamı nedir ve bu sıfat Allah'ın hangi özelliklerini vurgular?,"Mukît, her şey üzerinde kadir, her şeyi gözeten ve her yaratılmışın azığını veren anlamına gelir. Bu sıfat, Allah'ın her şeye gücü yettiğini, her şeyi kontrol ettiğini ve tüm canlıların rızkını sağladığını vurgular.",Factual
"Metinde bahsedilen Allah'ın sıfatlarından hangileri, insanın Allah'a olan güvenini ve teslimiyetini artırabilecek niteliktedir ve neden?","Metinde geçen birçok sıfat insanın Allah'a olan güven ve teslimiyetini artırabilir. Örneğin, Mukît (her şeye gücü yeten, her şeyi koruyan), Vâsi' (ilmi, rahmeti her şeyi kuşatan), Rakîb (insanların bütün yaptıklarını kaydeden), Mücîb (duaları kabul eden) gibi sıfatlar, Allah'ın her zaman yanında olduğunu, her şeyi kontrol ettiğini ve dualarını kabul edeceğini hissettirir. Bu da insanda güven ve teslimiyet duygusunu güçlendirir.",Reflective
Velî sıfatının anlamı nedir ve bu sıfat Allah'ın hangi yönünü vurgular?,"Velî, kendisine inananların dost ve yardımcısı olan, kâinatın ve mahlukların işlerini tekeffül eden anlamına gelir. Bu sıfat, Allah'ın kullarına olan yakınlığını, koruyuculuğunu ve destekçiliğini vurgular.",Factual
"Metinde geçen 'Mübdî' ve 'Mu'îd' sıfatları arasındaki ilişki nedir ve bu, Allah'ın yaratma gücü hakkında bize ne anlatır?","Mübdî, mahlukatı örneksiz ve yoktan yaratan; Mu'îd ise mahlukatı öldürdükten sonra tekrar yaratan anlamına gelir.  Bu iki sıfat birlikte, Allah'ın yaratma gücünün sınırsız olduğunu, yoktan var etmenin yanı sıra, yokluğu da kontrol edebildiğini ve her şeyi yeniden yaratma kudretine sahip olduğunu gösterir.",Analytical
Metinde geçen 'Evvel' kelimesinin anlamı nedir ve bu anlam metindeki diğer sıfatlarla nasıl ilişkilidir?,"'Evvel', bütün varlıklardan önce var olan, hiçbir şeyin kendisinden önce gelmediği anlamına gelir.  Bu anlam, 'Âhir' (sonu olmayan) ile zıtlık teşkil ederken,  'Zâhir' (açıkça görünen) ve 'Bâtın' (gizli olan) gibi sıfatlarla birlikte varlığın hem görünür hem de görünmez boyutlarını kapsayan bir bütünlüğü ifade eder.",Conceptual
Metindeki sıfatlardan hangileri Allah'ın adaletini ve merhametini vurgular ve bunlar nasıl bir dengeyi temsil eder?,"Allah'ın adaletini vurgulayan sıfatlar arasında 'Müntakim' (intikam alan), 'Muksıt' (adil) yer alır. Merhametini ise 'Berr' (şefkatli), 'Tevvâb' (tevbeleri kabul eden), 'Afüvv' (affeden), 'Raûf' (merhametli) sıfatları gösterir. Bu sıfatlar, Allah'ın hem adaletli hem de merhametli olduğunu, cezalandırma ve affetme gücünün bir arada bulunduğunu gösteren bir dengeyi temsil eder.",Analytical
"Metinde bahsi geçen İlahi isimlerden hangileri, Allah'ın yarattığı şeylerin insanlara fayda veya zarar vermesiyle ilgilidir?","Metinde, Allah'ın yarattığı şeylerin insanlara fayda veya zarar vermesiyle ilgili olarak Nâfi' (hayır ve yarar veren), Dârr (elem ve zarar veren) isimleri geçmektedir.",Factual
"Metne göre, Allah'ın isimlerinin sayısı hakkında ne söylenebilir ve bu konuda hadisin rolü nedir?","Metne göre Allah'ın sayısız ismi vardır. Hadiste doksan dokuz ismin zikredilmesi, Allah'ın isimlerinin sayısının sınırlı olduğu anlamına gelmez; sadece en meşhur olanları sayılmıştır.  Kitap ve Sünnet'te açık veya işaret yoluyla sabit olan isimler de mevcuttur.",Conceptual
