question,answer,question_type
"Zira ayetinde geçen ""bana inanmayanlara bile rızık veriyorum"" ifadesi neyi vurgular?","Bu ifade, Allah'ın rahmetinin ve rızkının şüphesiz herkese ulaştığını, inanan veya inanmayan herkese ulaştığını vurgular. İnançsızlık, Allah'ın rızkını engellemez.",Conceptual
"4. maddede anlatılan ""İzni olmadan huzurunda şefaat etmek kimin haddine?"" beyanı, Allah'ın hangi özelliğine işaret eder?","Bu beyan, Allah'ın mutlak gücüne ve tek otoritesine işaret eder. Hiç kimse, Allah'ın izni olmadan O'nun huzurunda başkası için şefaat edemez veya müdahale edemez.",Factual
"Metinde, insanların isimlerinin nasıl verildiğine dair verilen örnekte, Allah'ın isimlerinin nasıl verildiğine dair ne tür bir karşılaştırma yapılıyor?","Metin, insanların isimlerinin anne-babalarının tercihlerine göre verildiğini, bazen kişinin özelliklerine uygun olmayabileceğini belirtirken, Allah'ın isimlerinin ise O'nun kainattaki fiillerinin ve güzel özelliklerinin gözlemlenmesiyle ve O'nun kulları aracılığıyla öğretildiğini, yani fiillerine ve özelliklerine dayalı olarak verildiğini karşılaştırmaktadır.",Analytical
"Metinde bahsedilen ""Cemil"" ismi, hangi olguyu temsil etmekte ve bu ismin verilmesinin sebebi nedir?","Metinde ""Cemil"" ismi, kainatta görülen güzellikleri, güzelliklerin cümbüşünü temsil etmektedir. Bu ismin verilmesinin sebebi, Cenab-ı Hakk'ın bu güzellikleri yarattığı ve bu güzelliklerin O'nun bir isminin tezahürü olduğu düşüncesidir.",Factual
Bu metnin ana fikri nedir?,"Metnin ana fikri, Allah'ın isimlerinin (esma-ül hüsna) ve sıfatlarının, O'nun yaratma eylemlerinde ve kâinattaki düzende tecelli ettiğidir.  Allah'ın 'Rezzak' ve 'Cemil' isimleri örnek olarak verilerek, bu isimlerin O'nun fiillerinden ve sıfatlarından nasıl anlaşıldığı açıklanmaktadır.  Ayrıca, insanın Allah'ı tam olarak bilemeyeceği ve ancak O'nun büyüklüğünü takdir edebileceği vurgulanmaktadır.",Summarizing
Metinde bahsedilen 'Cemil' ismi hangi sıfata dayanmaktadır ve bu nasıl açıklanmaktadır?,"'Cemil' ismi, metne göre,  'Cemal' sıfatına dayanmaktadır.  Allah'ın her şeye perçinlediği güzellikler ve belli seviyedeki insanların müşâhede ettiği güzelliklerin kaynağı olan bu sıfat, 'Cemil' isminin temelidir.  Yani, bütün güzelliklerin kaynağı olan bu sıfat, Allah'ın 'Cemil' isminin anlamını ve dayanağını oluşturur.",Factual
Bu metnin ana fikri nedir?,"Metnin ana fikri, Allah'ın isimlerinin (esma-ül hüsna) önemi, Kur'an ve hadislerde yer alan bilgilere dayanarak bunların sayısı ve bazı örneklerinin açıklanmasıdır.",Summarizing
"Metne göre, Allah'ın 99 ismini ezberleyip sayan kimselerin ne gibi bir mükafata nail olacağı belirtilmektedir?","Metne göre, Allah'ın 99 ismini ezberleyip sayan kimseler, Allah ile muamelesinde esma-i hüsnanın sınırlarını muhafaza edip, onlara güzelce riayet ederek kullukta bulunanlar cennete girecektir.",Factual
Mü'min sıfatının anlamı nedir ve bu sıfat Allah'ın hangi özelliklerini vurgular?,"Mü'min, iman, emniyet veren, şüphe ve tereddütleri kaldıran, kendisine sığınanlara iman, korkanlara eman verip onları koruyan anlamına gelir. Bu sıfat, Allah'ın güven verici, koruyucu ve merhametli yönlerini vurgular.",Factual
"Allah'ın 'Cebbar' sıfatının,  yaratıklar üzerindeki kontrolü ve yönetimiyle nasıl bir ilişkisi vardır?","Allah'ın 'Cebbar' sıfatı, yaratıklarının hallerini ve işlerini düzelten, iradesiyle onları istediği şekilde yöneten ve hükmünün yerine gelmesine karşı konulamayan anlamına gelir. Bu, Allah'ın evrende mutlak kontrol ve yönetim gücüne sahip olduğunu gösterir.",Conceptual
