question,answer,question_type
Bu metinde dua etmenin önemi nasıl vurgulanıyor?,"Metin, dua etmenin kulluğun özü olduğunu, Allah'a samimi ve yürekten dua etmenin insanı insan yapan ve ona değerler üstü değer kazandıran en hayati mesele olduğunu vurguluyor.  Kur'an'dan alıntı yaparak duanın kıymetini ve Allah'ın duası olmayan kullarına değer vermeyeceğini belirtiyor.",Conceptual
Allah'ın isimleriyle dua etmenin önemi metinde nasıl açıklanıyor ve bunun için hangi ayet örnek olarak veriliyor?,Metinde Allah'ın isimleriyle dua etmenin çok önemli olduğu belirtiliyor. Allah Teâlâ'nın kullarının en güzel isimlerle kendisine dua etmesini istediği A'raf suresi 7/180. ayet örnek olarak veriliyor.  İnsanların hem düşmanlarından korunmak hem de isteklerine ulaşmak için Allah'ın isimlerini zikrederek dua etmeleri gerektiği anlatılıyor.,Factual
"Bu metinde, İsmi A'zam'ın ne olduğu açıkça belirtiliyor mu?","Hayır, metin İsmi A'zam'ın ne olduğunu açıkça belirtmiyor; ancak samimiyet ve sadakatin, hangi ismin okunursa okunsun, o ismi İsmi A'zam gibi etkili kılacağını vurguluyor.",Factual
"Bayezid-i Bistami'nin İsmi A'zam hakkındaki görüşü, metindeki diğer fikirlerle nasıl uyumlu?","Bayezid-i Bistami'nin görüşü, metnin ana fikriyle uyumludur.  Hem Bayezid-i Bistami hem de metnin geri kalanı, samimiyet ve sadakati İsmi A'zam'ın etkisini elde etmenin anahtarı olarak tanımlar.  İsmi A'zam'ın belirli bir isimden ziyade, samimiyetle yapılan duaların özünde yatan bir kavram olduğunu öne sürerler.",Analytical
Cevşen'in tanımı nedir ve önemi nedir?,"Cevşen, Efendimizin Cenab-ı Allah'a binbir ismiyle yaptığı münacat olup, binbir esma-i ilahiyeyi ihtiva eder. Cevşen'i okuyan kimse, Peygamberimizin Allah'a binbir ismiyle yaptığı münacat yapmış olur.",Factual
Allah'ın zatî sıfatları nelerdir ve bunların her birinin anlamı kısaca nedir?,"Allah'ın zatî sıfatları; vücud (kendisine has varlık), kıdem (varlığının başlangıcının olmaması), beka (varlığının sonunun olmaması), muhalefetün li'l-havadis (sonradan olmuş varlıklara benzememesi), vahdaniyet (tek olması, eşinin benzerinin bulunmaması), kıyam bi-nefsihi (varlığının kendinden olması) şeklindedir.",Listing
Allah'ın kendisine has sekiz sıfatından 'Hayat' sıfatı ne anlama gelir?,"Allah'ın kendisine has olan 'Hayat' sıfatı, O'nun ölümsüz ve kendine özgü bir hayata sahip olduğunu ifade eder.",Factual
"Ehl-i Sünnet'in Eş'arîye kolu, Allah'ın sekiz sıfatından hangisini diğer bir sıfat içinde değerlendirir ve ayrı olarak zikretmez?","Ehl-i Sünnet'in Eş'arîye kolu, 'Tekvin' sıfatını 'kudret' sıfatı içinde değerlendirir ve ayrı olarak zikretmez.",Factual
Yazıda Allah'a iman eden bir insanın sahip olduğu en önemli üç özellik nedir?,"Yazıda Allah'a iman eden bir insanın üç temel özelliği şunlardır: Dürüstlük ve faziletli olma, tevazu ve alçak gönüllülük, ve hayatın her şeye rağmen neşe ve güzelliklerle dolu olduğuna inanma.",Listing
İman etmeyen kişilerin davranışlarını ve inançlarını Allah'a inananların davranış ve inançlarıyla nasıl kıyaslıyor yazar?,"Yazar, iman edenlerin iyilik ve güzellik prensiplerine bağlı kalarak yaşamlarını sürdürdüklerini, inanmayanların ise kendi arzu ve isteklerini ön planda tutarak adalet, zulüm, helal ve haram gibi kavramları gözardı ettiklerini belirtiyor. İman edenlerin tevazu sahibi olduklarını, inanmayanların ise kibirli ve sadece kendilerini yücelttiklerini vurguluyor.",Analytical
