question,answer,question_type
Peygamber Efendimiz (aleyhissalatu vesselâm)'in doğduğu yer ve tarih hakkında bilgi veriniz.,"Peygamber Efendimiz (aleyhissalatu vesselâm), miladî 571 tarihinde Arabistan yarımadasının Mekke şehrinde doğmuştur.",Factual
Peygamber Efendimiz'in çocukluk ve gençlik yılları hakkında neler söyleyebilirsiniz?  Bu yılların hayatındaki rolü neydi?,"Çocukluğunu Mekke civarında geçirdi. Babasını daha doğmadan kaybetti, iki yıl dedesinin, daha sonra amcası Ebu Talib'in himayesinde yaşadı. On iki yaşında amcasının kervanıyla Suriye'ye gitti. Yirmi beş yaşında Hatice ile evlendi.  Gençlik yıllarındaki tecrübeler, özellikle Suriye yolculukları ve ticaret hayatı, onun dünya görüşünü ve gelecekteki peygamberlik görevine hazırlığını etkilemiş olabilir.",Contextual
Hz. Muhammed'in (s.a.v) Medine'ye hicret etmesinin nedeni nedir?,"Hz. Muhammed (s.a.v), Mekke'de karşılaştığı ağır baskı ve zorluklar nedeniyle peygamberliğinin 13. yılında Medine'ye hicret etmiştir.",Causal
Hz. Muhammed (s.a.v) insanlara neyi miras bıraktı?,Hz. Muhammed (s.a.v) vefatında insanlara Allah'ın kelamını ve kendi sünnetini miras bırakmıştır.,Factual
Tevrat'ta Peygamber Efendimizin (sav) geleceğini müjdeleyen ifadelerden dört örnek veriniz.,"Metinde Tevrat'tan dört örnek verilmiştir ancak bunların tamamı detaylı olarak yazılmamıştır. Sadece alıntılar mevcuttur.  Örnekler, Musa'nın kardeşleri arasından bir peygamber geleceğini, Rabbin Musa gibi bir peygamber daha İsrail'de çıkarmayacağını, kardeşleri arasından Musa gibi bir peygamber çıkarılacağını ve Rabbin Sina'dan gelip mukaddeslerin on binleri içinden geleceğini bildiren ayetlerdir.",Factual
"Hz. Musa'nın, İsrail oğullarına 'kardeşleriniz' hitabının Hz. Peygamber'in (sav) peygamberliğini müjdeleyen bir delil olarak nasıl yorumlanabilir?","Hz. Musa'nın İsrail oğullarına 'kardeşleriniz' diye hitap etmesi, Hz. İshak'ın kardeşi Hz. İsmail'in soyuna işaret eder.  Hz. İsmail'in soyundan gelen tek peygamber Hz. Muhammed (sav)'dir.  Hz. Yûşa ve Hz. İsa ise Hz. İsmail'in değil, Hz. İshak'ın soyundandır.  Bu nedenle, Hz. Musa'nın sözleri, Hz. Muhammed'in (sav) geleceğine dair bir işaret olarak yorumlanır.",Conceptual
Hz. Musa'nın Peygamberimizle olan benzerlikleri nelerdir ve metinde bunlara nasıl değinilmektedir?,"Metin, Hz. Musa'nın cihad anlayışı, getirdiği hükümler, koyduğu cezalar ve cemaati arasında sözünün dinlenmesi gibi hususlarda Peygamber Efendimize benzediğini belirterek benzerliklere değinmektedir.  Bu benzerlikler, Hz. Musa'nın 'benim gibi' sözüyle kastedilen kişinin Peygamber Efendimiz olduğunu desteklemek için kullanılmaktadır.",Analytical
Metinde 'Sözlerimi ağzına koyacağım' ifadesi neyi sembolize etmekte ve bu durumun Kur'an'daki karşılığı nedir?,"'Sözlerimi ağzına koyacağım' ifadesi, Peygamber Efendimizin ümmî olmasına rağmen Kur'an'ı ezbere okumasını sembolize etmektedir.  Kur'an'ın Şuara suresindeki ayetleri (26/192-197), Allah'ın vahyi Peygambere indirdiğini ve onun bunu şifahen başkalarına aktardığını, Peygamberin bu konuda sadece bir aracı olduğunu vurgulamaktadır.",Conceptual
Hz. İsa'nın köşe taşı olmadığının nedeni metinde nasıl açıklanmaktadır?,"Metne göre, Hz. İsa ve getirdiklerinin altında parçalanma ve dağılma olmamıştır. Bu durum, Peygamber Efendimiz için geçerlidir. Ayrıca, hükmeden Hz. İsa değil, Peygamber Efendimizdir ve Hz. İsa'nın kendisi hükmetmek için gelmediğini söylemiştir.  Hadis-i şeriflerde de Peygamberimizin peygamberlik binasının köşe taşı olduğu belirtilmektedir.",Factual
Peygamber Efendimizin üstün ahlakının metindeki önemi nedir ve bu nasıl vurgulanmaktadır?,"Metin, Peygamber Efendimizin hem peygamberlik döneminde hem de öncesinde üstün ahlakına vurgu yaparak, iyiliksever, ihtiyaç sahiplerine yardım eden, sade yaşayan, dürüst ve bağışlayıcı birisi olduğunu belirtir.  Kur'an'dan alıntı yapılarak, O'nun ahlakının eşsiz ve ulaşılmaz olduğu vurgulanır.  Bu ahlakın, ilahi bir terbiyenin sonucu olduğu ve tüm güzel hasletleri bir araya getirdiği belirtilerek önemi vurgulanmaktadır.",Conceptual
