question,answer,question_type
Bediüzzaman'ın teheccüd namazı ile ilgili tespiti nedir ve bu tespit hangi kavramla ilişkilendirilir?,"Bediüzzaman'a göre, teheccüd namazıyla gecenin ihya edilmesi, berzah alemini aydınlatan bir projektöre benzetilir.",Factual
"Abdullah b. Ömer'in rüyası ve Peygamber Efendimizin bu rüyanın tabiriyle ilgili sözleri, gecelerin ihyası konusunda bize ne anlatıyor?","Abdullah b. Ömer'in cehennemle ilgili gördüğü korkunç rüya ve Peygamber Efendimizin 'keşke geceleri ihya etse' sözü, geceleri ibadetle geçirmenin berzah aleminin dehşetinden kurtulmanın bir yolu olduğunu gösteriyor.  Geceleri ihya etmek, gönüllerin diri ve canlı olmasına bağlıdır.",Conceptual
Kuşluk namazı kaç rekât kılınabilir ve en faziletlisi hangisidir?,"Kuşluk namazı iki, dört, sekiz veya on iki rekât kılınabilir. En faziletlisi ise sekiz rekât kılmaktır.",Factual
Evvabin namazının anlamı nedir ve Peygamber Efendimizin bu namazla ilgili sözü nedir?,"Evvab, ""tövbe eden, sığınan"" anlamına gelir.  Evvabin namazı, tövbe eden ve Allah'a sığınanların namazıdır. Peygamberimiz, ""Kim, akşam namazından sonra kötü bir şey konuşmaksızın altı rekât namaz kılarsa, bu kendisi için on senelik ibadete denk kılınır."" demiştir.",Conceptual
Yolculuk öncesi ve sonrası namaz kılmanın fazileti nedir?,"Faziletli olan, yolculuğa çıkarken evde, yolculuktan döndükten sonra mescidde namaz kılmaktır.",Factual
Hacet namazı kılarken yapılan dua örneklerinden birini açıklar mısınız?,"Hacet namazı için iki farklı dua örneği verilmiştir. Birinde, Allah'tan hacetinin yerine getirilmesi için Peygamber Efendimiz'i vesile yaparak dua edilirken, diğerinde Allah'ın rahmetini, mağfiretini, günahtan korunmayı ve iyilikleri kazanmayı dileyerek dua edilir.",Factual
Hâcet namazı kaç rekât kılınabilir ve her rekâtta hangi sureler okunur?,"Hâcet namazı dört veya on iki rekât kılınabilir. Dört rekât kılındığında, birinci rekâtta Fatiha'dan sonra üç Ayetelkürsi, diğer üç rekâtta ise Fatiha'dan sonra İhlas, Felak ve Nas sureleri okunur.",Factual
İstihare namazının amacı nedir ve bu namaz nasıl kılınır?,"İstihare namazının amacı, önemli bir karar veya seçim öncesinde, hangi seçimin hayırlı olacağını bilmek için Allah'tan yardım istemektir. İki rekât namaz kılındıktan sonra, hayırlı ise kolaylaştırılması, hayırsız ise uzaklaştırılması için dua edilir ve kişinin ihtiyacı arz edilir. Sonuç, namazdan sonra hissedilen rahatlık veya sıkıntıya göre yorumlanır. Birinci defada sonuç alınamazsa üç veya yedi defa tekrarlanabilir.",Conceptual
Tövbe namazı kaç rekat kılınır ve bu namazın kılınmasıyla ilgili olarak Kur'an'da veya hadiste ne belirtilmiştir?,"Tövbe namazı iki rekat olarak kılınabilir, ancak daha fazla da kılınabilir.  Kur'an'da (Al-i İmran, 3/135) ve hadiste günah işlenmesi durumunda tövbe etmenin önemi ve Allah'ın içten yapılan tövbeleri kabul edeceği belirtilmiştir. Ayrıca Peygamberimiz, günah işleyip tövbe eden ve namaz kılanın Allah tarafından affedileceğini söylemiştir.",Factual
Tesbih namazının Peygamberimiz (s.a.v.) tarafından öğretilme amacı ve bu namazın faydaları nelerdir?,"Peygamberimiz (s.a.v.), Tesbih namazını amcası Abbas'a hediye ve lütuf olarak öğretmiştir.  Bu namazın, kişinin işlediği on türlü günahını (eski-yeni, bilerek-bilmeyerek, küçük-büyük, gizli-açık) Allah'ın bağışlamasına vesile olacağı belirtilmiştir.",Conceptual
