question,answer,question_type
Dünyada insanın amacı İslami bakış açısına göre nedir?,"İslami inanca göre, insan dünyaya imtihan olmak için gönderilmiştir.  Hayatımız bir imtihandan ibarettir ve bu imtihan, Allah'ın insanı sınaması ve hangisinin daha güzel işler yapacağını görmesidir. Dünya, kalıcı bir yer değil, bir misafirhanedir; gerçek yurdumuz ahirettir.",Factual
"İnsan, dünyadaki imtihanı nasıl başarılı bir şekilde geçirebilir?","İnsan, Allah'ın kendisine verdiği nimetleri (can, mal, zaman) Allah'ın rızasını kazanmak için kullanarak imtihanı başarılı geçirebilir. Bu, iman etmeyi, ibadet etmeyi, haramdan sakınmayı, zekat ve sadaka vermeyi içerir.  Kısacası, hayatını Allah'ın hoşnut olacağı şekilde değerlendirmelidir.",Procedural
"Bu metne göre, kâinat ve insan, Allah'ın isim ve sıfatlarının nasıl bir tecellisi olarak nitelendirilir?","Metne göre, kâinat ve insan, Allah'ın isim ve sıfatlarının değişik şekillerde tecelli ettiği kitaplar olarak nitelendirilirler.",Factual
Metinde bahsedilen 'ilim' kavramı nasıl tanımlanır ve gerçek ilimler hangi özelliklere sahiptir?,"Metne göre, ilim, varlık ve insan kitabını inceleyerek tecrübe ve deneyler sonucu bazı hakikatleri tespit etme sürecidir.  Kesinlik kazanan bilgiler 'ilim' olarak adlandırılırken, kesinlik kazanmayanlar teori veya nazariyeden ibarettir. Gerçek ilimler ise Allah'ın kâinattaki icraatından ve İlâhî kanunlardan süzülmüş raporlardır.",Conceptual
"Din ve ilim arasındaki bağı nedir, metne göre açıklayınız?","Metne göre, din ve ilim bir hakikatin iki yüzü gibidir. Din, insanı doğru yollarda gezdirirken, ilim bu yolları aydınlatır.",Conceptual
"Peygamberlerin rolü, metinde nasıl açıklanmıştır?","Peygamberler, Allah'tan insan, varlık ve Yaratıcı hakkında bilgi vermekle görevlendirilmiş, fevkalâde yeteneklere sahip ve Allah'la özel bir bağılantısı olan kimseler olarak tanıtılmıştır.  Varlığın manası ve mahiyeti hakkındaki en doğru açıklamaları onlar yapmıştır ve modern bilimin ortaya koyduğu pek çok gerçeği önceden sezmiş ve dile getirmiştirler.",Factual
Peygamber Efendimizin hadislerinde teknolojik gelişmeler hakkında neler bildirilmiştir?,"Peygamber Efendimiz (sallallahu aleyhi ve sellem), hadislerinde hızla gelişen bir teknoloji çağı olacağını, mesafelerin kısalacağını, iletişim ve telekomünikasyonda büyük gelişmeler yaşanacağını haber vermiştir.  Ayrıca, tarımda yapılacak ıslahatlar sonucu bir narın birçok insanı doyuracak kadar verimli hale geleceğini ve gen teknolojisinin gelişeceğini bildirmiştir.",Factual
İlim ve din arasındaki ilişkiyi nasıl açıklayabiliriz?,"Metne göre ilim, madde âlemini, hayatı ve insanın var oluşunu incelerken, ilâhî kanunları ortaya koyarak insanlığın teknik ve medeniyet alanında ilerlemesine katkı sağlar. Din ise, kâinatın ve madde âleminin yaratılış sebebini ve yaratıcısını açıklar; insanın varlıklar içindeki yerini, yaratılış amacını ve dünyadaki görevini belirtir.  Bu nedenle ilim ve din, varlık âleminin sırlarını açan iki anahtar olarak birbirini tamamlayan bir ilişkiye sahiptir; çatışma değil, tamamlayıcılık söz konusudur.",Conceptual
"Din, bilgi ufkunu aşan konularda nasıl bir rehberlik sunmaktadır?","Din, yaratılışın başlangıcı ve ölüm ötesi hayat gibi konularda açık üsluplu ve yanıltmayan bir rehberdir.",Factual
İlmin gelişmesiyle dinî görüşlerin çelişeceği düşüncesi neden yanlıştır?,"İlmin ilerlemesi, yeni buluşlar, düşünen insanlığı dinî değerlere yaklaştırarak Allah'ın büyüklüğünü daha iyi göstermiştir. Kâinattaki kusursuz nizamın kanunlarının keşfi, bu nizamı kuran Allah'ın varlığına en güçlü delildir.",Conceptual
