question,answer,question_type
Ayetü'l-Kürsî'nin (Bakara 2/255) kısaca anlamı nedir ve bu ayetin önemi nedir?,"Ayetü'l-Kürsî, Allah'ın kainata olan egemenliğini ve her şeye gücünün yettiğini özetleyen bir ayettir.  Bir rivayete göre Kur'an'daki en büyük ayet olarak kabul edilir. Ayette Allah'ın her zaman var olan (Hayy), kendi zatıyla var olan ve kainatı varlığında tutan (Kayyum) olduğu, hiçbir uyku ve uyuklamanın kendisini tutmadığı, göklerde ve yerde ne varsa O'nun olduğuna, izni olmadan O'nun huzurunda şefaat etmenin mümkün olmadığı, yarattıklarının geçmişini ve geleceğini bildiği, mahlukların ise Allah'ın dilediğinden başka ilminden hiçbir şey kavrayamayacağı, kürsüsünün gökleri ve yeri kapladığı ve gökleri ve yeri koruyup gözetmenin O'na ağır gelmediği belirtilir.",Factual
Ayette Allah'ın 'Hayy' ve 'Kayyum' sıfatlarının anlamı ve önemi nedir?,"Ayette geçen 'Hayy', Allah'ın her zaman var olan, diri olan, ezelî ve ebedî hayat sahibi olduğunu ifade eder.  'Kayyum' ise Allah'ın kendi zatıyla var olup, zeval bulmayan ve bütün kâinatı varlıkta tutup onları yöneten olduğunu belirtir. Bu iki sıfat, Allah'ın mutlak varlığını, kudretini ve kainat üzerindeki mutlak hakimiyetini vurgular.",Conceptual
Allah'ın varlığı ve ölümsüzlüğü metinde nasıl tanımlanmaktadır?,"Metne göre Allah, kaybolmaktan münezzeh, ezelden ebede mutlak ve sonsuz bir hayata sahiptir ve O'nun için ölüm diye bir şey söz konusu değildir.",Factual
"Metinde bahsedilen 'kanunlar'ın, Allah'ın yaratma eylemiyle ilişkisi nasıldır?","Metin, kâinatın düzenini veya tabiat kanunlarını, eşyanın yaratılış ve devam ettiriliş biçiminin bize yansıyan görüntüsü olarak tanımlar. Kanunlar, Allah'ın sünnetinin/âdetullahın tezahürüdür; eşya belli bir biçimde yaratıldığı için kanunlar vardır, kanunlar olduğu için eşya belli bir biçimde var olmaz.",Conceptual
Metinde bahsedilen determinizm nedir ve metnin determinizme bakışı nasıldır?,"Metinde determinizm, sebep ve sonucun birbirine rasyonel yasalar veya zorunlu tabiat kanunlarıyla bağlı olduğuna inanma olarak tanımlanmaktadır. Metin, sebeplerin ve sonuçların yaratılmış olduğunu, sebeplerin kâinattaki düzeni sürdürmelerine imkân veren özsel bir niteliğe sahip olmadığını ve yaratılışta Allah'ın sünnetinin geçerli olduğunu belirterek determinizme karşı çıkar.",Conceptual
Allah'ın kâinatı sebep-sonuç ilişkisi içinde yaratmasının hikmeti nedir?,"Metne göre, Yüce Yaratıcı, kâinatı sebep-sonuç çizgisi içinde yaratmayı irade etmiştir, böylece insanlar kâinatı anlayabilir ve kendisini tanıyabilirler.  Sebepler, Allah'ın isimlerini ve sıfatlarını gösteren aynalar gibidir ve O'nun yaratma şeklini anlamamızı sağlar.",Conceptual
"Metinde, evrenin düzenli işleyişinin neye bağlı olduğu açıklanıyor? Bu açıklamayı özetleyin.","Metin, evrenin düzenli işleyişinin, mutlak irade, ilim, kudret, hikmet ve rahmete sahip bir Yaratıcı'nın doğrudan idare ve tasarrufuna bağlı olduğunu savunuyor.  Yaratılmış varlıkların kendi başlarına varlıklarını devam ettirme yeteneklerinin olmadığı ve her şeyin Allah'ın kayyumiyetine (her an iş başında oluşuna) bağlı olduğu vurgulanıyor.",Summarizing
"Metinde verilen ayetler, Allah'ın evren üzerindeki kontrolünü nasıl destekliyor?  Her bir ayetin ana fikrini açıklayın.","Metinde geçen ayetler, Allah'ın evrenin yönetimi ve bekası üzerindeki mutlak kontrolünü destekliyor. Yasin Suresi 36/83. ayet, her şeyin yönetiminin Allah'a ait olduğunu vurguluyor. Rum Suresi 30/25. ayet, göklerin ve yerin Allah'ın emriyle varlığını sürdürdüğünü belirtiyor. Fatır Suresi 35/41. ayet ise gökleri ve yeri yok oluştan koruyan varlığın Allah olduğunu belirterek, O'nun kudretini vurguluyor.",Contextual
Metinde Allah'ın kudreti ve ilmi nasıl vurgulanıyor?,"Metin, Allah'ın kudretini, şuursuz varlıkların mahiyetleriyle, ilmini ihtiyaçlarıyla, lütfunu ise fanilikleriyle ve ebediliğini de fanilikle karşılaştırma yoluyla vurguluyor.  Her şeyin O'nun irade ve kudretinin eseri olduğu belirtiliyor.",Factual
Metinde bahsedilen şefaat kavramı nasıl yorumlanabilir ve bu yorumun bilimsel gelişmelerle olan ilişkisi nedir?,"Metin, şefaat kavramını Allah'ın varlığın işleyişine müdahale edilemeyeceği şeklinde yorumluyor.  Bilimsel gelişmeler, örneğin klonlama, Allah'ın izniyle gerçekleştiği belirtilerek, insan müdahalelerinin dahi O'nun kontrolü altında olduğuna dikkat çekiliyor.",Conceptual
