question,answer,question_type
"Kutup bölgelerinde altı ay gece, altı ay gündüz olması namaz kılmayı nasıl etkiler ve bu durum nasıl ele alınır?","Kutuplarda altı ay gece, altı ay gündüz olması nedeniyle namaz vakitlerinin belirlenmesinde farklı bir yaklaşım kullanılır.  Hadislerde belirtildiği gibi, uzun gece veya gündüzü, normal gün ve gecelere bölerek, o bölgelere en yakın yerin imsakiyesini referans alarak namaz vakitleri belirlenir ve ibadetler buna göre yerine getirilir.",Conceptual
Metinde bahsedilen 'deccal hadisi' namazın kutuplardaki kılınışıyla nasıl ilişkilendirilir?,"Metin, deccal hadisindeki bir günün bir yıl, bir ay veya bir haftaya denk geldiği örneğini kullanarak, kutuplardaki uzun gece ve gündüzlerin de benzer şekilde normal günlere bölünerek namaz vakitlerinin belirlenebileceğini açıklar.  Bu, ibadetlerin fıtrî düzene uygun olarak yerine getirilmesi gerektiğini vurgulamaktadır.",Contextual
İslâm'ın kutuplara yakın yerlerdeki namaz vakitlerinin belirlenmesi konusundaki yaklaşımı nedir?,"İslâm, kutuplara en yakın yerlerden, beş vaktin tahakkuk ettiği bir daireye ait evkât cetvelinin kullanılması prensibini getirmiştir.",Factual
Namazın asıl sebebi nedir ve vaktin bulunmadığı yerlerde namaz nasıl kılınmalıdır?,Namazın hakikî sebebi Allah'ın emridir. Vaktin tahakkuk etmediği yerlerde dahi başka bir vakit içinde o namazın kaza edilmesi ihtiyata muvafıktır.,Conceptual
İftitah tekbirinin anlamı nedir ve namazda nasıl alınır?,"İftitah, ""başlamak, kapıyı açıp girmek"" anlamına gelir. İftitah tekbiri (tahrime), namaza başlarken söylenen ""Allahu Ekber"" cümlesidir. Rivayetlere göre, tekbir alırken eller omuz hizasına, kulak hizasına veya kulakların üstü hizasına kadar kaldırılabilir. Baş hafifçe öne eğilerek başparmak kulak memesine değecek şekilde ellerin kaldırılması uygun görülmüştür.",Factual
"Peygamber Efendimizin (s.a.v.) iftitah tekbiriyle ilgili hadislerinden hareketle, namazın rükünleri arasında iftitah tekbirinin yeri ve önemi nedir?","Peygamber Efendimiz (s.a.v.), namazın anahtarı temizlik olduğunu ve iftitah tekbirinin namaz dışı şeylerle meşguliyeti haram kıldığını, selâmın ise helal kıldığını belirtmiştir. Başka bir hadiste ise, abdesti yerli yerinde almadan ve kıbleye dönüp ""Allahu Ekber"" demeden namazın tam olmayacağını vurgulamıştır. Bu hadisler, iftitah tekbirinin namazın bir rüknü olduğunu ve önemini göstermektedir.",Conceptual
"Namaz kılarken ""Allahü Ekber"" yerine hangi ifadeler kullanılabilir ve bunların anlamı nedir?","Namaz başlarken ""Allahü Ekber"" yerine ""Allahü'l-Kebîr"", ""Allahü Kebîr"" veya sadece ""Allah"" denmesi de yeterlidir.  Bunların hepsi Yüce Allah'ın şanını yükselten anlamlar taşır.",Factual
Hasta veya ayakta durmaya gücü yetmeyen bir kişi namazı nasıl kılar?,"Hasta veya ayakta durmaya gücü yetmeyen kişiden kıyam (ayakta durma) vecibesi düşer. Oturmaya gücü varsa oturarak kılar; oturma, bu durumda kıyamın yerine geçer. Oturmaya da gücü yetmiyorsa, uzanarak veya ima ederek, nasıl kılabiliyorsa öyle kılar.",Procedural
Namazda Kur'an okumakla ilgili asgari şart nedir?,"Namazda okunması farz olan asgari miktar, kısa üç ayet veya buna denk bir uzun ayettir.",Factual
Rükû'nun namazdaki önemi ve Allah Resûlü'nün (aleyhissalatü vesselâm) uygulamasına uygun rükû şekli nasıldır?,"Rükû, namazın ana unsurlarından biridir ve kıyamdan sonra eller dizlere erecek şekilde öne doğru eğilmek demektir. Allah Resûlü'nün (aleyhissalatü vesselâm) uygulamasına en uygun rükû şekli, sırt ve baş düz bir satıh oluşturacak biçimde eğilmektir.",Conceptual
